Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 2/8/2016 3:20:10 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_1675_35    2      862  0.523  0.497  0.374  0.876  0.813  0.720  0.376  0.596   NS  -0.0255
dDocent_Contig_1675_78    2      862  0.128  0.136  0.126  0.991  0.937  0.886  0.757  0.871   ND   0.0299
dDocent_Contig_1675_154    2      863  0.197  0.189  0.171  0.982  0.915  0.851  0.676  0.825   NS  -0.0216
dDocent_Contig_1675_163    2      863  0.181  0.176  0.160  0.985  0.920  0.859  0.695  0.836   NS  -0.0141
dDocent_Contig_1675_165    2      863  0.181  0.176  0.160  0.985  0.920  0.859  0.695  0.836   NS  -0.0141
dDocent_Contig_1677_60    2      863  0.197  0.192  0.174  0.982  0.913  0.849  0.671  0.822   NS  -0.0120
dDocent_Contig_1677_174    2      863  0.323  0.304  0.258  0.954  0.871  0.790  0.530  0.730   NS  -0.0304
dDocent_Contig_1723_192    2      841  0.471  0.360  0.295  0.935  0.852  0.767  0.474  0.689  ***  -0.1327
dDocent_Contig_1772_93    2      869  0.392  0.379  0.307  0.928  0.846  0.760  0.458  0.675   NS  -0.0178
dDocent_Contig_1797_93    2      864  0.103  0.098  0.093  0.995  0.954  0.914  0.819  0.906   ND  -0.0172
dDocent_Contig_1797_112    2      864  0.337  0.344  0.285  0.941  0.858  0.773  0.490  0.701   NS   0.0102
dDocent_Contig_1797_195    2      863  0.486  0.468  0.359  0.890  0.821  0.729  0.392  0.614   NS  -0.0183
dDocent_Contig_1816_51    2      859  0.141  0.135  0.126  0.991  0.937  0.886  0.757  0.872   ND  -0.0215
dDocent_Contig_1816_118    2      859  0.288  0.298  0.254  0.956  0.873  0.793  0.537  0.735   NS   0.0178
dDocent_Contig_1816_136    2      859  0.256  0.270  0.233  0.964  0.883  0.807  0.570  0.758   NS   0.0258
dDocent_Contig_1852_41    2      871  0.119  0.120  0.113  0.993  0.943  0.896  0.781  0.885   ND   0.0038
dDocent_Contig_1852_75    2      871  0.150  0.160  0.147  0.987  0.926  0.869  0.718  0.849   NS   0.0316
dDocent_Contig_1852_116    2      871  0.395  0.392  0.315  0.923  0.842  0.755  0.447  0.666   NS  -0.0039
dDocent_Contig_1852_170    2      871  0.173  0.170  0.155  0.986  0.922  0.863  0.704  0.841   NS  -0.0109
dDocent_Contig_1870_125    2      867  0.165  0.157  0.145  0.988  0.928  0.871  0.723  0.852   NS  -0.0244
dDocent_Contig_1870_197    2      867  0.099  0.103  0.097  0.995  0.951  0.910  0.811  0.901   ND   0.0166
dDocent_Contig_1915_36    2      862  0.157  0.162  0.149  0.987  0.926  0.868  0.716  0.848   NS   0.0161
dDocent_Contig_1915_78    2      862  0.454  0.435  0.340  0.905  0.830  0.740  0.414  0.636   NS  -0.0210
dDocent_Contig_1915_99    2      862  0.152  0.154  0.142  0.988  0.929  0.873  0.727  0.855   NS   0.0068
dDocent_Contig_1915_114    2      862  0.123  0.128  0.119  0.992  0.940  0.891  0.769  0.879   ND   0.0182
dDocent_Contig_1915_141    2      862  0.375  0.343  0.284  0.941  0.858  0.774  0.490  0.701   NS  -0.0442
dDocent_Contig_1977_18    2      849  0.106  0.105  0.099  0.995  0.950  0.908  0.807  0.900   ND  -0.0067
dDocent_Contig_1986_189    2      857  0.361  0.346  0.286  0.940  0.857  0.773  0.488  0.699   NS  -0.0210
dDocent_Contig_1986_196    2      857  0.424  0.429  0.337  0.908  0.832  0.742  0.418  0.640   NS   0.0058
dDocent_Contig_1986_198    2      856  0.361  0.346  0.286  0.940  0.857  0.773  0.488  0.699   NS  -0.0211
dDocent_Contig_2121_8    2      853  0.145  0.162  0.149  0.987  0.925  0.867  0.715  0.848   NS   0.0551
dDocent_Contig_2121_53    2      853  0.522  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0316
dDocent_Contig_2121_79    2      853  0.490  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0125
dDocent_Contig_2130_168    2      873  0.179  0.176  0.160  0.985  0.920  0.859  0.695  0.836   NS  -0.0082
dDocent_Contig_2130_169    2      873  0.183  0.185  0.168  0.983  0.916  0.853  0.681  0.828   NS   0.0045
dDocent_Contig_2130_203    2      871  0.103  0.102  0.097  0.995  0.952  0.910  0.811  0.902   ND  -0.0060
dDocent_Contig_2143_16    2      853  0.442  0.418  0.330  0.913  0.835  0.746  0.426  0.648   NS  -0.0282
dDocent_Contig_2143_31    2      853  0.435  0.397  0.318  0.921  0.841  0.753  0.443  0.662   NS  -0.0462
dDocent_Contig_2143_151    2      853  0.489  0.476  0.363  0.887  0.819  0.726  0.388  0.609   NS  -0.0136
dDocent_Contig_2155_98    2      870  0.138  0.144  0.134  0.990  0.933  0.880  0.743  0.864   NS   0.0219
dDocent_Contig_2155_140    2      870  0.480  0.460  0.354  0.894  0.823  0.731  0.397  0.619   NS  -0.0217
dDocent_Contig_2155_167    2      870  0.151  0.157  0.144  0.988  0.928  0.871  0.724  0.853   NS   0.0196
dDocent_Contig_2155_176    2      870  0.498  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS  -0.0317
dDocent_Contig_2196_68    2      874  0.446  0.433  0.339  0.906  0.830  0.740  0.415  0.637   NS  -0.0151
dDocent_Contig_2196_92    2      874  0.526  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0305
dDocent_Contig_2196_114    2      874  0.220  0.201  0.181  0.980  0.910  0.843  0.659  0.814   NS  -0.0447
dDocent_Contig_2196_122    2      873  0.318  0.311  0.263  0.952  0.869  0.787  0.523  0.725   NS  -0.0121
dDocent_Contig_2196_205    2      873  0.250  0.234  0.206  0.973  0.897  0.825  0.614  0.787   NS  -0.0329
dDocent_Contig_2197_47    2      869  0.108  0.102  0.097  0.995  0.951  0.910  0.811  0.902   ND  -0.0186
dDocent_Contig_2445_12    2      860  0.409  0.412  0.327  0.915  0.837  0.748  0.431  0.652   NS   0.0026
dDocent_Contig_2445_162    2      860  0.380  0.399  0.319  0.920  0.840  0.752  0.441  0.661   NS   0.0238
dDocent_Contig_2445_167    2      860  0.380  0.399  0.319  0.920  0.840  0.752  0.441  0.661   NS   0.0238
dDocent_Contig_2445_200    2      856  0.183  0.189  0.171  0.982  0.914  0.851  0.675  0.824   NS   0.0153
dDocent_Contig_2498_27    2      857  0.137  0.139  0.130  0.990  0.935  0.883  0.751  0.868   ND   0.0097
dDocent_Contig_2498_61    2      857  0.228  0.240  0.211  0.971  0.894  0.822  0.606  0.782   NS   0.0266
dDocent_Contig_2498_103    2      857  0.118  0.123  0.116  0.992  0.942  0.894  0.776  0.883   ND   0.0220
dDocent_Contig_2498_106    2      857  0.125  0.137  0.128  0.991  0.936  0.884  0.754  0.870   ND   0.0472
dDocent_Contig_2498_194    2      857  0.194  0.194  0.175  0.981  0.913  0.848  0.669  0.821   NS  -0.0006
dDocent_Contig_2498_197    2      857  0.180  0.183  0.166  0.983  0.917  0.855  0.685  0.830   NS   0.0075
dDocent_Contig_2551_29    2      855  0.447  0.437  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0108
dDocent_Contig_2551_121    2      855  0.441  0.430  0.338  0.908  0.831  0.742  0.417  0.639   NS  -0.0126
dDocent_Contig_2568_15    2      858  0.138  0.136  0.127  0.991  0.937  0.885  0.756  0.871   ND  -0.0053
dDocent_Contig_2568_152    2      858  0.111  0.111  0.105  0.994  0.948  0.904  0.797  0.894   ND   0.0003
dDocent_Contig_2652_18    2      857  0.463  0.436  0.341  0.905  0.830  0.740  0.414  0.636   NS  -0.0310
dDocent_Contig_2652_53    2      857  0.229  0.219  0.195  0.976  0.903  0.833  0.635  0.799   NS  -0.0227
dDocent_Contig_2652_58    2      857  0.116  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND   0.0402
dDocent_Contig_2652_111    2      857  0.238  0.233  0.205  0.973  0.897  0.826  0.616  0.788   NS  -0.0121
dDocent_Contig_2664_42    2      857  0.175  0.184  0.167  0.983  0.916  0.853  0.682  0.828   NS   0.0257
dDocent_Contig_2664_168    2      857  0.193  0.198  0.178  0.980  0.911  0.845  0.663  0.817   NS   0.0141
dDocent_Contig_2664_183    2      857  0.251  0.247  0.216  0.970  0.892  0.818  0.598  0.776   NS  -0.0084
dDocent_Contig_2664_192    2      857  0.256  0.248  0.218  0.969  0.891  0.817  0.596  0.775   NS  -0.0143
dDocent_Contig_2677_8    2      853  0.198  0.197  0.178  0.981  0.911  0.846  0.664  0.818   NS  -0.0028
dDocent_Contig_2677_26    2      853  0.102  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND   0.0153
dDocent_Contig_2679_72    2      855  0.239  0.238  0.210  0.972  0.895  0.823  0.609  0.783   NS  -0.0014
dDocent_Contig_2679_110    2      855  0.136  0.131  0.122  0.991  0.939  0.889  0.765  0.876   ND  -0.0194
dDocent_Contig_2679_160    2      855  0.226  0.232  0.205  0.973  0.897  0.826  0.617  0.788   NS   0.0136
dDocent_Contig_2865_134    2      865  0.129  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND  -0.0172
dDocent_Contig_2865_146    2      865  0.212  0.223  0.198  0.975  0.901  0.831  0.629  0.796   NS   0.0260
dDocent_Contig_2865_164    2      865  0.125  0.131  0.123  0.991  0.939  0.889  0.764  0.875   ND   0.0244
dDocent_Contig_2865_173    2      865  0.141  0.141  0.131  0.990  0.934  0.882  0.748  0.866   NS  -0.0003
dDocent_Contig_2888_49    2      855  0.171  0.160  0.147  0.987  0.926  0.869  0.718  0.850   NS  -0.0324
dDocent_Contig_2888_68    2      855  0.142  0.147  0.137  0.989  0.932  0.877  0.738  0.861   NS   0.0203
dDocent_Contig_2888_88    2      853  0.202  0.181  0.165  0.984  0.918  0.855  0.687  0.831   NS  -0.0467
dDocent_Contig_2888_140    2      853  0.148  0.155  0.143  0.988  0.929  0.873  0.727  0.854   NS   0.0227
dDocent_Contig_2888_141    2      853  0.148  0.155  0.143  0.988  0.929  0.873  0.727  0.854   NS   0.0227
dDocent_Contig_2888_146    2      853  0.558  0.412  0.327  0.915  0.837  0.748  0.431  0.652  ***  -0.1512
dDocent_Contig_2888_153    2      855  0.281  0.258  0.225  0.967  0.888  0.812  0.584  0.767   NS  -0.0424
dDocent_Contig_2888_167    2      855  0.106  0.107  0.101  0.994  0.949  0.906  0.803  0.897   ND   0.0027
dDocent_Contig_2888_176    2      855  0.349  0.329  0.274  0.946  0.863  0.780  0.505  0.712   NS  -0.0299
dDocent_Contig_2888_185    2      855  0.529  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0331
dDocent_Contig_2961_57    2      853  0.125  0.120  0.112  0.993  0.944  0.897  0.782  0.886   ND  -0.0237
dDocent_Contig_2961_178    2      852  0.238  0.210  0.188  0.978  0.906  0.838  0.646  0.807   NS  -0.0582
dDocent_Contig_2968_162    2      862  0.139  0.147  0.136  0.989  0.932  0.877  0.738  0.861   NS   0.0282
dDocent_Contig_2968_163    2      862  0.222  0.232  0.205  0.973  0.897  0.826  0.617  0.788   NS   0.0231
dDocent_Contig_2968_185    2      862  0.131  0.129  0.120  0.992  0.940  0.891  0.768  0.878   ND  -0.0099
dDocent_Contig_2968_191    2      862  0.372  0.380  0.308  0.928  0.846  0.759  0.457  0.674   NS   0.0096
dDocent_Contig_2993_162    2      869  0.443  0.422  0.333  0.911  0.834  0.744  0.423  0.645   NS  -0.0247
dDocent_Contig_2999_156    2      855  0.337  0.334  0.278  0.944  0.861  0.778  0.500  0.708   NS  -0.0046
dDocent_Contig_3087_76    2      870  0.417  0.404  0.322  0.918  0.839  0.751  0.437  0.657   NS  -0.0160
dDocent_Contig_3087_159    2      870  0.294  0.442  0.344  0.902  0.828  0.737  0.409  0.631  ***   0.2008
dDocent_Contig_3129_35    2      855  0.110  0.108  0.102  0.994  0.949  0.906  0.801  0.896   ND  -0.0087
dDocent_Contig_3129_60    2      855  0.168  0.170  0.155  0.986  0.922  0.863  0.704  0.841   NS   0.0036
dDocent_Contig_3129_67    2      855  0.389  0.392  0.315  0.923  0.843  0.755  0.447  0.666   NS   0.0028
dDocent_Contig_3129_76    2      855  0.163  0.161  0.148  0.987  0.926  0.868  0.717  0.849   NS  -0.0048
dDocent_Contig_3129_119    2      855  0.324  0.329  0.275  0.946  0.863  0.780  0.504  0.712   NS   0.0077
dDocent_Contig_3129_128    2      855  0.329  0.318  0.267  0.949  0.866  0.784  0.516  0.720   NS  -0.0167
dDocent_Contig_3129_143    2      855  0.298  0.283  0.243  0.960  0.879  0.800  0.555  0.747   NS  -0.0272
dDocent_Contig_3134_52    2      867  0.178  0.173  0.158  0.985  0.921  0.860  0.699  0.838   NS  -0.0128
dDocent_Contig_3134_112    2      867  0.210  0.225  0.200  0.975  0.900  0.830  0.626  0.794   NS   0.0346
dDocent_Contig_3134_195    2      865  0.127  0.127  0.119  0.992  0.940  0.892  0.770  0.879   ND  -0.0002
dDocent_Contig_3185_8    2      845  0.198  0.184  0.167  0.983  0.917  0.854  0.683  0.829   NS  -0.0363
dDocent_Contig_3185_174    2      845  0.208  0.198  0.178  0.980  0.911  0.845  0.663  0.817   NS  -0.0260
dDocent_Contig_3206_56    2      872  0.103  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0060
dDocent_Contig_3206_188    2      872  0.447  0.458  0.353  0.895  0.824  0.732  0.399  0.621   NS   0.0114
dDocent_Contig_3300_78    2      866  0.344  0.321  0.270  0.948  0.865  0.783  0.512  0.718   NS  -0.0346
dDocent_Contig_3300_87    2      866  0.127  0.123  0.115  0.992  0.942  0.895  0.777  0.883   ND  -0.0162
dDocent_Contig_3300_90    2      866  0.493  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0026
dDocent_Contig_3308_58    2      851  0.220  0.205  0.184  0.979  0.908  0.841  0.653  0.811   NS  -0.0354
dDocent_Contig_3308_94    2      851  0.137  0.142  0.132  0.990  0.934  0.881  0.746  0.865   NS   0.0165
dDocent_Contig_3342_40    2      858  0.129  0.129  0.121  0.992  0.940  0.890  0.767  0.877   ND  -0.0011
dDocent_Contig_3342_43    2      858  0.267  0.268  0.232  0.964  0.884  0.808  0.572  0.759   NS   0.0012
dDocent_Contig_3342_58    2      858  0.125  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND   0.0014
dDocent_Contig_3342_62    2      858  0.125  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND   0.0014
dDocent_Contig_3342_100    2      858  0.125  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND   0.0014
dDocent_Contig_3384_9    2      849  0.232  0.220  0.195  0.976  0.902  0.833  0.633  0.799   NS  -0.0280
dDocent_Contig_3384_28    2      849  0.151  0.155  0.143  0.988  0.928  0.872  0.726  0.854   NS   0.0146
dDocent_Contig_3384_87    2      849  0.289  0.273  0.236  0.963  0.882  0.805  0.566  0.755   NS  -0.0277
dDocent_Contig_3454_67    2      860  0.470  0.457  0.352  0.896  0.824  0.733  0.400  0.622   NS  -0.0145
dDocent_Contig_3513_17    2      854  0.228  0.237  0.209  0.972  0.895  0.823  0.610  0.784   NS   0.0193
dDocent_Contig_3513_45    2      854  0.487  0.479  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0092
dDocent_Contig_3513_144    2      854  0.383  0.392  0.315  0.923  0.842  0.755  0.447  0.666   NS   0.0117
dDocent_Contig_3513_175    2      854  0.370  0.369  0.301  0.932  0.850  0.764  0.467  0.682   NS  -0.0021
dDocent_Contig_3513_193    2      854  0.132  0.132  0.123  0.991  0.939  0.888  0.763  0.875   ND  -0.0025
dDocent_Contig_3525_64    2      874  0.508  0.482  0.366  0.884  0.817  0.724  0.385  0.605   NS  -0.0263
dDocent_Contig_3578_10    2      872  0.243  0.239  0.210  0.971  0.895  0.822  0.608  0.782   NS  -0.0085
dDocent_Contig_3578_11    2      872  0.200  0.201  0.181  0.980  0.909  0.843  0.658  0.814   NS   0.0044
dDocent_Contig_3578_40    2      872  0.432  0.424  0.334  0.910  0.833  0.744  0.422  0.644   NS  -0.0103
dDocent_Contig_3578_100    2      872  0.442  0.419  0.331  0.912  0.834  0.745  0.425  0.647   NS  -0.0262
dDocent_Contig_3578_134    2      872  0.200  0.189  0.171  0.982  0.915  0.851  0.676  0.825   NS  -0.0278
dDocent_Contig_3580_13    2      852  0.167  0.172  0.157  0.985  0.921  0.861  0.700  0.839   NS   0.0159
dDocent_Contig_3618_121    2      867  0.298  0.294  0.251  0.957  0.875  0.795  0.542  0.739   NS  -0.0067
dDocent_Contig_3618_194    2      866  0.156  0.154  0.142  0.988  0.929  0.873  0.728  0.855   NS  -0.0080
dDocent_Contig_3714_56    2      863  0.226  0.215  0.192  0.977  0.904  0.836  0.640  0.803   NS  -0.0258
dDocent_Contig_3714_151    2      863  0.102  0.111  0.105  0.994  0.947  0.903  0.796  0.893   ND   0.0433
dDocent_Contig_3714_160    2      863  0.542  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0436
dDocent_Contig_3714_180    2      863  0.501  0.466  0.357  0.892  0.821  0.730  0.394  0.616   NS  -0.0364
dDocent_Contig_3714_190    2      863  0.299  0.292  0.249  0.957  0.875  0.796  0.544  0.740   NS  -0.0123
dDocent_Contig_3777_73    2      865  0.496  0.472  0.360  0.889  0.820  0.728  0.390  0.612   NS  -0.0251
dDocent_Contig_3777_131    2      865  0.466  0.430  0.337  0.908  0.831  0.742  0.417  0.639   NS  -0.0402
dDocent_Contig_3810_66    2      869  0.139  0.138  0.128  0.991  0.936  0.884  0.753  0.870   ND  -0.0066
dDocent_Contig_3810_86    2      869  0.285  0.280  0.240  0.961  0.880  0.802  0.558  0.750   NS  -0.0103
dDocent_Contig_3810_109    2      869  0.107  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND  -0.0077
dDocent_Contig_3810_114    2      869  0.293  0.288  0.246  0.959  0.877  0.798  0.549  0.743   NS  -0.0096
dDocent_Contig_3810_157    2      869  0.143  0.142  0.132  0.990  0.934  0.881  0.746  0.865   NS  -0.0013
dDocent_Contig_3810_177    2      869  0.152  0.150  0.139  0.989  0.931  0.876  0.734  0.858   NS  -0.0061
dDocent_Contig_3810_193    2      866  0.150  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0051
dDocent_Contig_3873_123    2      859  0.243  0.238  0.210  0.972  0.895  0.823  0.609  0.783   NS  -0.0114
dDocent_Contig_3873_127    2      859  0.243  0.238  0.210  0.972  0.895  0.823  0.609  0.783   NS  -0.0114
dDocent_Contig_3873_170    2      859  0.498  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0139
dDocent_Contig_3873_178    2      859  0.159  0.162  0.149  0.987  0.925  0.867  0.715  0.848   NS   0.0086
dDocent_Contig_4000_21    2      875  0.390  0.409  0.325  0.917  0.837  0.749  0.433  0.654   NS   0.0237
dDocent_Contig_4000_67    2      875  0.474  0.465  0.357  0.892  0.822  0.730  0.394  0.616   NS  -0.0100
dDocent_Contig_4000_96    2      875  0.502  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0019
dDocent_Contig_4000_111    2      875  0.144  0.155  0.143  0.988  0.929  0.872  0.726  0.854   NS   0.0363
