Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 8/26/2015 12:20:11 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_69.12    2      203  0.143  0.133  0.124  0.991  0.938  0.888  0.761  0.874   ND  -0.0286
dDocent_Contig_69.18    2      203  0.089  0.085  0.081  0.996  0.959  0.924  0.841  0.918   ND  -0.0135
dDocent_Contig_69.36    2      203  0.438  0.411  0.326  0.916  0.837  0.748  0.432  0.653   NS  -0.0332
dDocent_Contig_69.47    2      203  0.374  0.329  0.274  0.946  0.863  0.780  0.505  0.712   NS  -0.0658
dDocent_Contig_69.116    2      203  0.276  0.299  0.254  0.956  0.873  0.793  0.537  0.735   NS   0.0387
dDocent_Contig_69.151    2      203  0.167  0.154  0.142  0.988  0.929  0.873  0.728  0.855   ND  -0.0361
dDocent_Contig_69.167    2      203  0.261  0.235  0.207  0.973  0.897  0.825  0.614  0.786   ND  -0.0542
dDocent_Contig_69.204    2      203  0.493  0.486  0.367  0.882  0.816  0.723  0.383  0.603   NS  -0.0076
dDocent_Contig_85.172    2      202  0.535  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0384
dDocent_Contig_119.14    2      201  0.055  0.053  0.052  0.999  0.974  0.950  0.898  0.948   ND  -0.0059
dDocent_Contig_119.22    2      201  0.254  0.272  0.234  0.963  0.883  0.806  0.568  0.756   NS   0.0331
dDocent_Contig_119.112    2      201  0.328  0.348  0.287  0.940  0.856  0.772  0.486  0.698   NS   0.0283
dDocent_Contig_119.187    2      201  0.463  0.475  0.362  0.888  0.819  0.727  0.389  0.610   NS   0.0119
dDocent_Contig_119.197    2      201  0.403  0.433  0.339  0.907  0.831  0.741  0.416  0.638   NS   0.0350
dDocent_Contig_125.33    2      203  0.345  0.305  0.258  0.954  0.871  0.790  0.530  0.730   NS  -0.0624
dDocent_Contig_125.67    2      203  0.167  0.154  0.142  0.988  0.929  0.873  0.728  0.855   ND  -0.0361
dDocent_Contig_125.186    2      203  0.069  0.067  0.064  0.998  0.968  0.939  0.873  0.935   ND  -0.0088
dDocent_Contig_127.10    2      200  0.250  0.241  0.212  0.971  0.894  0.821  0.605  0.781   ND  -0.0187
dDocent_Contig_127.14    2      200  0.065  0.063  0.061  0.998  0.970  0.942  0.880  0.939   ND  -0.0080
dDocent_Contig_127.54    2      200  0.425  0.431  0.337  0.908  0.831  0.742  0.418  0.640   NS   0.0055
dDocent_Contig_127.70    2      200  0.240  0.241  0.212  0.971  0.894  0.821  0.605  0.781   ND   0.0017
dDocent_Contig_127.92    2      200  0.490  0.436  0.341  0.905  0.830  0.740  0.414  0.636   NS  -0.0592
dDocent_Contig_127.112    2      200  0.305  0.312  0.263  0.952  0.869  0.787  0.523  0.725   NS   0.0096
dDocent_Contig_127.128    2      200  0.060  0.058  0.057  0.998  0.972  0.946  0.889  0.943   ND  -0.0069
dDocent_Contig_127.174    2      199  0.050  0.049  0.048  0.999  0.976  0.954  0.906  0.952   ND  -0.0051
dDocent_Contig_135.8    2      201  0.408  0.389  0.313  0.925  0.844  0.756  0.450  0.668   NS  -0.0247
dDocent_Contig_135.16    2      201  0.284  0.292  0.249  0.958  0.876  0.796  0.545  0.741   NS   0.0126
dDocent_Contig_135.18    2      201  0.294  0.298  0.253  0.956  0.873  0.794  0.538  0.736   NS   0.0063
dDocent_Contig_135.71    2      201  0.055  0.053  0.052  0.999  0.974  0.950  0.898  0.948   ND  -0.0059
dDocent_Contig_135.111    2      201  0.498  0.489  0.369  0.881  0.816  0.722  0.381  0.601   NS  -0.0095
dDocent_Contig_135.154    2      201  0.189  0.180  0.163  0.984  0.918  0.857  0.690  0.833   ND  -0.0268
dDocent_Contig_135.157    2      201  0.488  0.474  0.361  0.888  0.820  0.727  0.390  0.611   NS  -0.0155
dDocent_Contig_169.183    2      203  0.217  0.201  0.181  0.980  0.910  0.843  0.659  0.814   ND  -0.0379
dDocent_Contig_169.194    2      203  0.059  0.058  0.056  0.998  0.972  0.947  0.890  0.944   ND  -0.0068
dDocent_Contig_169.203    2      202  0.079  0.076  0.073  0.997  0.963  0.931  0.857  0.926   ND  -0.0112
dDocent_Contig_180.42    2      203  0.089  0.085  0.081  0.996  0.959  0.924  0.841  0.918   ND  -0.0135
dDocent_Contig_180.48    2      203  0.473  0.413  0.327  0.915  0.836  0.748  0.430  0.651   NS  -0.0684
dDocent_Contig_180.85    2      203  0.241  0.228  0.201  0.974  0.899  0.829  0.623  0.792   ND  -0.0307
dDocent_Contig_180.113    2      203  0.389  0.375  0.304  0.930  0.848  0.762  0.462  0.679   NS  -0.0202
dDocent_Contig_180.135    2      203  0.488  0.478  0.363  0.886  0.819  0.726  0.388  0.609   NS  -0.0116
dDocent_Contig_180.172    2      203  0.217  0.201  0.181  0.980  0.910  0.843  0.659  0.814   ND  -0.0379
dDocent_Contig_208.80    2      204  0.466  0.485  0.367  0.883  0.817  0.724  0.384  0.604   NS   0.0188
dDocent_Contig_208.108    2      204  0.255  0.230  0.203  0.974  0.898  0.827  0.620  0.790   ND  -0.0521
dDocent_Contig_208.109    2      204  0.324  0.386  0.311  0.926  0.845  0.758  0.453  0.671   NS   0.0863
dDocent_Contig_224.92    2      206  0.068  0.066  0.063  0.998  0.968  0.940  0.875  0.936   ND  -0.0086
dDocent_Contig_228.10    2      201  0.144  0.134  0.125  0.991  0.938  0.887  0.759  0.873   ND  -0.0290
dDocent_Contig_228.15    2      201  0.104  0.099  0.094  0.995  0.953  0.913  0.817  0.905   ND  -0.0176
dDocent_Contig_228.17    2      201  0.239  0.233  0.206  0.973  0.897  0.826  0.616  0.788   ND  -0.0132
dDocent_Contig_228.49    2      201  0.095  0.090  0.086  0.996  0.957  0.920  0.832  0.913   ND  -0.0150
dDocent_Contig_228.86    2      201  0.090  0.086  0.082  0.996  0.959  0.923  0.840  0.917   ND  -0.0137
dDocent_Contig_228.137    2      201  0.085  0.081  0.078  0.997  0.961  0.927  0.848  0.921   ND  -0.0125
dDocent_Contig_233.10    2      202  0.104  0.099  0.094  0.995  0.953  0.913  0.817  0.905   ND  -0.0175
dDocent_Contig_233.88    2      202  0.252  0.229  0.202  0.974  0.899  0.828  0.622  0.792   ND  -0.0510
dDocent_Contig_233.91    2      202  0.109  0.103  0.098  0.995  0.951  0.909  0.810  0.901   ND  -0.0188
dDocent_Contig_233.104    2      202  0.158  0.146  0.135  0.989  0.932  0.878  0.740  0.862   ND  -0.0333
dDocent_Contig_233.122    2      202  0.178  0.202  0.181  0.980  0.909  0.843  0.657  0.813   ND   0.0620
dDocent_Contig_233.128    2      202  0.178  0.187  0.169  0.983  0.916  0.852  0.679  0.827   ND   0.0222
dDocent_Contig_233.174    2      202  0.475  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0205
dDocent_Contig_233.179    2      202  0.431  0.404  0.322  0.919  0.839  0.751  0.438  0.658   NS  -0.0333
dDocent_Contig_233.191    2      202  0.223  0.229  0.202  0.974  0.899  0.828  0.622  0.792   ND   0.0115
dDocent_Contig_245.71    2      204  0.083  0.080  0.077  0.997  0.962  0.928  0.850  0.923   ND  -0.0122
dDocent_Contig_245.112    2      204  0.505  0.437  0.341  0.905  0.830  0.739  0.413  0.635   NS  -0.0733
dDocent_Contig_245.144    2      204  0.064  0.062  0.060  0.998  0.970  0.943  0.882  0.940   ND  -0.0077
dDocent_Contig_245.166    2      204  0.539  0.478  0.363  0.886  0.818  0.726  0.387  0.608   NS  -0.0615
dDocent_Contig_251.8    2      197  0.091  0.115  0.108  0.993  0.946  0.901  0.791  0.891   ND   0.1117
dDocent_Contig_251.48    2      197  0.157  0.171  0.156  0.986  0.922  0.862  0.703  0.841   ND   0.0391
dDocent_Contig_251.59    2      197  0.168  0.171  0.156  0.986  0.922  0.862  0.703  0.841   ND   0.0079
dDocent_Contig_251.73    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.76    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.77    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.78    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.79    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.80    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_251.115    2      197  0.376  0.440  0.342  0.904  0.829  0.739  0.411  0.633   NS   0.0774
dDocent_Contig_251.157    2      197  0.142  0.158  0.145  0.988  0.927  0.870  0.722  0.852   ND   0.0519
dDocent_Contig_251.184    2      197  0.051  0.050  0.048  0.999  0.976  0.953  0.905  0.951   ND  -0.0052
dDocent_Contig_252.7    2      204  0.108  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND   0.0848
dDocent_Contig_252.32    2      204  0.113  0.132  0.123  0.991  0.938  0.888  0.762  0.874   ND   0.0789
dDocent_Contig_252.38    2      204  0.108  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND   0.0848
dDocent_Contig_252.118    2      204  0.108  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND   0.0848
dDocent_Contig_252.131    2      204  0.172  0.181  0.164  0.984  0.918  0.856  0.687  0.831   ND   0.0262
dDocent_Contig_252.196    2      204  0.064  0.062  0.060  0.998  0.970  0.943  0.882  0.940   ND  -0.0077
dDocent_Contig_253.106    2      207  0.473  0.432  0.338  0.907  0.831  0.741  0.417  0.639   NS  -0.0471
dDocent_Contig_255.124    2      205  0.059  0.057  0.055  0.998  0.972  0.947  0.891  0.944   ND  -0.0067
dDocent_Contig_259.66    2      198  0.348  0.349  0.288  0.939  0.856  0.772  0.485  0.697   NS  -0.0000
dDocent_Contig_259.149    2      198  0.268  0.261  0.227  0.966  0.887  0.811  0.581  0.765   ND  -0.0134
dDocent_Contig_263.17    3      202  0.624  0.583  0.517  0.831  0.686  0.535  0.240  0.519   NS  -0.0345
dDocent_Contig_263.72    2      202  0.337  0.300  0.254  0.955  0.873  0.793  0.536  0.734   NS  -0.0588
dDocent_Contig_263.189    2      202  0.079  0.076  0.073  0.997  0.963  0.931  0.857  0.926   ND  -0.0112
dDocent_Contig_263.208    2      201  0.080  0.077  0.074  0.997  0.963  0.931  0.856  0.926   ND  -0.0113
dDocent_Contig_265.24    2      203  0.453  0.467  0.357  0.891  0.821  0.730  0.394  0.615   NS   0.0138
dDocent_Contig_265.25    2      203  0.069  0.067  0.064  0.998  0.968  0.939  0.873  0.935   ND  -0.0088
dDocent_Contig_265.38    2      203  0.483  0.486  0.367  0.882  0.816  0.723  0.383  0.603   NS   0.0025
dDocent_Contig_265.58    2      203  0.074  0.071  0.069  0.997  0.966  0.935  0.865  0.931   ND  -0.0100
dDocent_Contig_265.93    2      203  0.438  0.463  0.355  0.893  0.822  0.731  0.396  0.618   NS   0.0261
dDocent_Contig_270.11    2      200  0.305  0.305  0.258  0.954  0.871  0.790  0.530  0.730   NS  -0.0005
dDocent_Contig_270.113    2      200  0.470  0.490  0.369  0.881  0.815  0.722  0.381  0.601   NS   0.0196
dDocent_Contig_270.114    2      200  0.455  0.474  0.361  0.888  0.820  0.727  0.390  0.611   NS   0.0187
dDocent_Contig_270.134    2      199  0.477  0.488  0.368  0.881  0.816  0.723  0.382  0.602   NS   0.0100
dDocent_Contig_270.136    2      199  0.080  0.077  0.074  0.997  0.963  0.930  0.855  0.925   ND  -0.0115
dDocent_Contig_281.191    2      206  0.510  0.494  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0170
dDocent_Contig_281.193    2      206  0.296  0.273  0.235  0.963  0.882  0.805  0.567  0.755   NS  -0.0418
dDocent_Contig_281.205    2      205  0.527  0.462  0.355  0.894  0.823  0.731  0.397  0.618   NS  -0.0663
dDocent_Contig_306.21    2      207  0.338  0.318  0.267  0.950  0.866  0.784  0.516  0.720   NS  -0.0312
dDocent_Contig_306.134    2      207  0.377  0.480  0.364  0.886  0.818  0.726  0.386  0.607   NS   0.1188
dDocent_Contig_306.178    2      207  0.357  0.377  0.305  0.929  0.847  0.761  0.460  0.677   NS   0.0255
dDocent_Contig_306.209    2      204  0.137  0.153  0.141  0.988  0.929  0.874  0.729  0.856   ND   0.0535
dDocent_Contig_307.117    2      202  0.069  0.067  0.065  0.998  0.968  0.938  0.873  0.935   ND  -0.0089
dDocent_Contig_307.202    2      198  0.131  0.140  0.130  0.990  0.935  0.882  0.749  0.867   ND   0.0321
dDocent_Contig_308.25    2      198  0.061  0.059  0.057  0.998  0.971  0.945  0.888  0.943   ND  -0.0071
dDocent_Contig_308.42    2      198  0.591  0.498  0.374  0.876  0.813  0.720  0.376  0.596   NS  -0.0862
dDocent_Contig_308.150    2      198  0.419  0.437  0.341  0.905  0.830  0.740  0.413  0.635   NS   0.0193
dDocent_Contig_308.153    2      198  0.419  0.437  0.341  0.905  0.830  0.740  0.413  0.635   NS   0.0193
dDocent_Contig_315.18    2      205  0.127  0.119  0.112  0.993  0.944  0.898  0.784  0.887   ND  -0.0239
dDocent_Contig_315.77    2      205  0.449  0.444  0.345  0.902  0.827  0.737  0.408  0.630   NS  -0.0061
dDocent_Contig_315.108    2      205  0.054  0.052  0.051  0.999  0.975  0.951  0.900  0.949   ND  -0.0057
dDocent_Contig_315.166    2      205  0.498  0.451  0.349  0.899  0.826  0.735  0.404  0.626   NS  -0.0505
dDocent_Contig_329.8    2      205  0.088  0.110  0.104  0.994  0.948  0.904  0.798  0.894   ND   0.1128
dDocent_Contig_329.19    2      205  0.107  0.102  0.096  0.995  0.952  0.911  0.812  0.902   ND  -0.0184
dDocent_Contig_329.46    2      205  0.063  0.062  0.060  0.998  0.970  0.943  0.883  0.940   ND  -0.0076
dDocent_Contig_329.67    2      205  0.107  0.102  0.096  0.995  0.952  0.911  0.812  0.902   ND  -0.0184
dDocent_Contig_329.68    2      205  0.176  0.161  0.147  0.987  0.926  0.869  0.718  0.849   ND  -0.0386
dDocent_Contig_329.175    2      205  0.439  0.465  0.356  0.892  0.822  0.730  0.395  0.617   NS   0.0277
dDocent_Contig_329.208    2      205  0.317  0.329  0.275  0.946  0.863  0.780  0.505  0.712   NS   0.0180
dDocent_Contig_358.9    2      200  0.145  0.143  0.133  0.990  0.934  0.880  0.745  0.865   ND  -0.0070
dDocent_Contig_358.12    2      200  0.050  0.049  0.048  0.999  0.976  0.954  0.906  0.952   ND  -0.0050
dDocent_Contig_358.177    2      199  0.146  0.135  0.126  0.991  0.937  0.886  0.757  0.872   ND  -0.0295
dDocent_Contig_358.199    2      200  0.100  0.095  0.090  0.995  0.955  0.916  0.824  0.908   ND  -0.0164
dDocent_Contig_361.43    2      207  0.179  0.163  0.150  0.987  0.925  0.867  0.714  0.847   ND  -0.0395
dDocent_Contig_361.102    2      207  0.053  0.052  0.050  0.999  0.975  0.952  0.901  0.949   ND  -0.0056
dDocent_Contig_361.206    2      204  0.127  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND   0.0015
dDocent_Contig_366.15    2      198  0.051  0.049  0.048  0.999  0.976  0.954  0.905  0.952   ND  -0.0051
dDocent_Contig_366.43    2      198  0.283  0.311  0.262  0.952  0.869  0.788  0.524  0.726   NS   0.0461
dDocent_Contig_366.86    2      198  0.076  0.073  0.070  0.997  0.965  0.933  0.862  0.929   ND  -0.0104
dDocent_Contig_366.103    2      198  0.081  0.078  0.075  0.997  0.963  0.930  0.854  0.925   ND  -0.0116
dDocent_Contig_366.144    2      198  0.106  0.101  0.095  0.995  0.952  0.911  0.814  0.903   ND  -0.0181
dDocent_Contig_372.19    2      199  0.050  0.049  0.048  0.999  0.976  0.954  0.906  0.952   ND  -0.0051
dDocent_Contig_372.94    2      199  0.131  0.131  0.122  0.991  0.939  0.889  0.764  0.876   ND   0.0006
dDocent_Contig_372.99    2      199  0.397  0.370  0.301  0.932  0.850  0.764  0.467  0.682   NS  -0.0370
dDocent_Contig_372.110    2      199  0.075  0.073  0.070  0.997  0.965  0.934  0.863  0.929   ND  -0.0103
dDocent_Contig_372.112    2      199  0.050  0.049  0.048  0.999  0.976  0.954  0.906  0.952   ND  -0.0051
dDocent_Contig_372.124    2      199  0.553  0.473  0.361  0.889  0.820  0.728  0.390  0.611   NS  -0.0787
dDocent_Contig_372.191    2      199  0.437  0.432  0.338  0.907  0.831  0.741  0.417  0.639   NS  -0.0073
dDocent_Contig_372.198    2      198  0.480  0.487  0.368  0.882  0.816  0.723  0.382  0.603   NS   0.0065
dDocent_Contig_372.199    2      198  0.071  0.068  0.066  0.998  0.967  0.937  0.871  0.934   ND  -0.0092
dDocent_Contig_374.50    2      205  0.459  0.438  0.341  0.905  0.829  0.739  0.413  0.635   NS  -0.0245
dDocent_Contig_374.71    2      205  0.420  0.438  0.341  0.905  0.829  0.739  0.413  0.635   NS   0.0200
dDocent_Contig_374.79    2      205  0.380  0.415  0.328  0.914  0.836  0.747  0.429  0.650   NS   0.0422
dDocent_Contig_374.83    2      205  0.380  0.419  0.331  0.913  0.835  0.746  0.426  0.647   NS   0.0470
dDocent_Contig_374.179    2      203  0.138  0.129  0.120  0.992  0.940  0.891  0.768  0.878   ND  -0.0271
dDocent_Contig_374.180    2      203  0.251  0.256  0.223  0.967  0.889  0.814  0.587  0.769   ND   0.0081
dDocent_Contig_374.182    2      203  0.251  0.256  0.223  0.967  0.889  0.814  0.587  0.769   ND   0.0081
dDocent_Contig_374.183    2      203  0.251  0.256  0.223  0.967  0.889  0.814  0.587  0.769   ND   0.0081
dDocent_Contig_374.202    2      201  0.279  0.275  0.237  0.962  0.882  0.804  0.564  0.754   NS  -0.0075
dDocent_Contig_380.21    2      197  0.467  0.436  0.340  0.905  0.830  0.740  0.414  0.636   NS  -0.0354
dDocent_Contig_380.64    2      197  0.061  0.059  0.057  0.998  0.971  0.945  0.887  0.942   ND  -0.0071
dDocent_Contig_380.115    2      197  0.173  0.158  0.145  0.988  0.927  0.870  0.722  0.852   ND  -0.0376
dDocent_Contig_380.137    2      197  0.183  0.199  0.179  0.980  0.911  0.845  0.662  0.816   ND   0.0411
dDocent_Contig_380.177    2      197  0.503  0.483  0.366  0.884  0.817  0.725  0.385  0.606   NS  -0.0215
dDocent_Contig_394.115    2      203  0.222  0.213  0.190  0.977  0.905  0.837  0.643  0.805   ND  -0.0217
dDocent_Contig_394.170    2      203  0.113  0.107  0.101  0.994  0.949  0.906  0.803  0.897   ND  -0.0201
dDocent_Contig_403.11    2      202  0.441  0.400  0.319  0.921  0.840  0.753  0.441  0.661   NS  -0.0501
dDocent_Contig_403.29    2      202  0.337  0.318  0.267  0.950  0.866  0.784  0.516  0.720   NS  -0.0291
dDocent_Contig_403.30    2      202  0.426  0.410  0.326  0.916  0.837  0.749  0.433  0.653   NS  -0.0196
dDocent_Contig_403.110    2      202  0.064  0.062  0.060  0.998  0.970  0.942  0.881  0.939   ND  -0.0078
dDocent_Contig_403.128    2      202  0.153  0.142  0.132  0.990  0.934  0.881  0.747  0.866   ND  -0.0318
dDocent_Contig_403.150    2      202  0.525  0.460  0.354  0.895  0.823  0.732  0.398  0.620   NS  -0.0671
dDocent_Contig_403.185    2      202  0.356  0.330  0.275  0.946  0.862  0.779  0.504  0.711   NS  -0.0395
dDocent_Contig_410.80    2      199  0.101  0.096  0.091  0.995  0.955  0.915  0.823  0.908   ND  -0.0166
dDocent_Contig_410.152    2      199  0.055  0.054  0.052  0.999  0.974  0.950  0.897  0.947   ND  -0.0060
dDocent_Contig_410.170    2      199  0.251  0.264  0.228  0.965  0.886  0.810  0.578  0.763   ND   0.0229
dDocent_Contig_412.60    2      199  0.332  0.277  0.238  0.962  0.881  0.803  0.561  0.752   NS  -0.0879
dDocent_Contig_412.61    2      199  0.332  0.277  0.238  0.962  0.881  0.803  0.561  0.752   NS  -0.0879
dDocent_Contig_412.86    2      199  0.688  0.453  0.350  0.898  0.825  0.734  0.403  0.625  ***  -0.2078
dDocent_Contig_412.95    2      199  0.693  0.454  0.350  0.897  0.825  0.734  0.402  0.624  ***  -0.2096
dDocent_Contig_412.119    2      199  0.693  0.454  0.350  0.897  0.825  0.734  0.402  0.624  ***  -0.2096
dDocent_Contig_412.131    2      199  0.628  0.432  0.338  0.907  0.831  0.741  0.417  0.639  ***  -0.1861
dDocent_Contig_412.148    2      199  0.945  0.500  0.374  0.876  0.813  0.719  0.376  0.595  ***  -0.3091
dDocent_Contig_412.170    2      198  0.333  0.278  0.239  0.961  0.880  0.803  0.560  0.751   NS  -0.0884
dDocent_Contig_430.38    2      199  0.131  0.140  0.130  0.990  0.935  0.883  0.750  0.868   ND   0.0324
dDocent_Contig_430.148    2      199  0.126  0.135  0.126  0.991  0.937  0.886  0.757  0.872   ND   0.0364
dDocent_Contig_456.93    2      199  0.462  0.457  0.352  0.896  0.824  0.733  0.400  0.622   NS  -0.0068
dDocent_Contig_456.101    2      199  0.387  0.394  0.316  0.923  0.842  0.754  0.446  0.665   NS   0.0079
dDocent_Contig_456.178    2      198  0.207  0.225  0.199  0.975  0.900  0.830  0.627  0.794   ND   0.0402
dDocent_Contig_488.188    2      199  0.548  0.498  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0488
dDocent_Contig_502.116    2      206  0.335  0.334  0.278  0.945  0.861  0.778  0.500  0.708   NS  -0.0027
dDocent_Contig_503.91    2      204  0.230  0.204  0.183  0.979  0.908  0.842  0.655  0.812   ND  -0.0558
dDocent_Contig_503.157    2      204  0.083  0.080  0.077  0.997  0.962  0.928  0.850  0.923   ND  -0.0122
dDocent_Contig_506.69    2      205  0.302  0.290  0.248  0.958  0.876  0.797  0.547  0.742   NS  -0.0218
dDocent_Contig_506.82    2      205  0.317  0.287  0.245  0.959  0.877  0.799  0.550  0.744   NS  -0.0509
dDocent_Contig_506.103    2      205  0.444  0.413  0.327  0.915  0.836  0.748  0.431  0.652   NS  -0.0373
dDocent_Contig_506.104    2      205  0.444  0.413  0.327  0.915  0.836  0.748  0.431  0.652   NS  -0.0373
dDocent_Contig_506.146    2      205  0.059  0.057  0.055  0.998  0.972  0.947  0.891  0.944   ND  -0.0067
dDocent_Contig_506.182    2      205  0.127  0.119  0.112  0.993  0.944  0.898  0.784  0.887   ND  -0.0239
dDocent_Contig_513.28    2      206  0.350  0.320  0.268  0.949  0.866  0.784  0.515  0.719   NS  -0.0459
dDocent_Contig_550.91    2      205  0.102  0.097  0.092  0.995  0.954  0.914  0.820  0.906   ND  -0.0171
dDocent_Contig_552.115    2      205  0.112  0.106  0.100  0.994  0.950  0.907  0.805  0.898   ND  -0.0197
dDocent_Contig_552.116    2      205  0.166  0.161  0.147  0.987  0.926  0.869  0.718  0.849   ND  -0.0174
dDocent_Contig_552.132    2      205  0.346  0.341  0.282  0.942  0.859  0.775  0.493  0.703   NS  -0.0094
dDocent_Contig_552.207    2      205  0.098  0.093  0.088  0.996  0.956  0.917  0.827  0.910   ND  -0.0158
dDocent_Contig_571.26    2      201  0.353  0.387  0.311  0.926  0.844  0.757  0.452  0.670   NS   0.0443
dDocent_Contig_571.80    2      201  0.294  0.265  0.229  0.965  0.885  0.809  0.576  0.762   ND  -0.0524
dDocent_Contig_571.90    2      201  0.597  0.501  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0890
dDocent_Contig_571.114    2      201  0.562  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0603
dDocent_Contig_571.185    2      200  0.425  0.419  0.331  0.913  0.835  0.746  0.426  0.648   NS  -0.0083
dDocent_Contig_571.205    2      200  0.165  0.160  0.147  0.987  0.927  0.869  0.719  0.850   ND  -0.0164
dDocent_Contig_576.58    2      207  0.087  0.083  0.080  0.997  0.960  0.925  0.844  0.919   ND  -0.0131
dDocent_Contig_598.25    3      206  0.626  0.579  0.508  0.833  0.694  0.546  0.248  0.523   NS  -0.0448
dDocent_Contig_598.26    2      206  0.549  0.493  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0549
dDocent_Contig_598.62    2      206  0.529  0.481  0.365  0.885  0.818  0.725  0.385  0.606   NS  -0.0485
dDocent_Contig_598.82    2      206  0.364  0.340  0.281  0.943  0.859  0.776  0.495  0.704   NS  -0.0361
dDocent_Contig_598.187    2      205  0.107  0.102  0.096  0.995  0.952  0.911  0.812  0.902   ND  -0.0184
dDocent_Contig_604.17    2      206  0.097  0.093  0.088  0.996  0.956  0.918  0.828  0.911   ND  -0.0157
dDocent_Contig_604.20    2      206  0.218  0.225  0.199  0.975  0.900  0.830  0.627  0.795   ND   0.0130
