Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 2/17/2016 2:02:15 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_1330_176    2      845  0.507  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0165
dDocent_Contig_1370_131    2      847  0.381  0.384  0.310  0.926  0.845  0.758  0.453  0.671   NS   0.0034
dDocent_Contig_1370_139    2      847  0.191  0.190  0.172  0.982  0.914  0.850  0.674  0.824   NS  -0.0035
dDocent_Contig_1370_200    2      847  0.381  0.367  0.299  0.933  0.850  0.765  0.469  0.684   NS  -0.0201
dDocent_Contig_1370_204    2      847  0.494  0.451  0.349  0.899  0.826  0.735  0.404  0.626   NS  -0.0458
dDocent_Contig_1372_182    2      833  0.131  0.131  0.122  0.991  0.939  0.889  0.764  0.876   ND  -0.0010
dDocent_Contig_1544_113    2      844  0.239  0.222  0.197  0.975  0.902  0.832  0.631  0.797   NS  -0.0389
dDocent_Contig_1544_122    2      844  0.123  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND   0.0027
dDocent_Contig_1544_146    2      844  0.122  0.123  0.115  0.992  0.942  0.895  0.777  0.883   ND   0.0034
dDocent_Contig_1544_148    2      844  0.122  0.123  0.115  0.992  0.942  0.895  0.777  0.883   ND   0.0034
dDocent_Contig_1544_161    2      844  0.118  0.122  0.114  0.993  0.943  0.895  0.779  0.884   ND   0.0140
dDocent_Contig_1670_166    2      854  0.172  0.157  0.145  0.988  0.928  0.871  0.722  0.852   NS  -0.0375
dDocent_Contig_1675_35    2      838  0.519  0.497  0.373  0.876  0.813  0.720  0.377  0.596   NS  -0.0218
dDocent_Contig_1675_78    2      838  0.125  0.134  0.125  0.991  0.938  0.887  0.759  0.873   ND   0.0334
dDocent_Contig_1675_154    2      839  0.199  0.191  0.172  0.982  0.914  0.850  0.673  0.823   NS  -0.0217
dDocent_Contig_1675_163    2      839  0.182  0.177  0.162  0.984  0.919  0.858  0.693  0.834   NS  -0.0140
dDocent_Contig_1675_165    2      839  0.182  0.177  0.162  0.984  0.919  0.858  0.693  0.834   NS  -0.0140
dDocent_Contig_1677_60    2      839  0.199  0.194  0.175  0.981  0.912  0.847  0.668  0.820   NS  -0.0120
dDocent_Contig_1677_174    2      839  0.317  0.301  0.256  0.955  0.872  0.792  0.534  0.733   NS  -0.0256
dDocent_Contig_1723_192    2      818  0.471  0.360  0.295  0.935  0.852  0.767  0.474  0.689  ***  -0.1326
dDocent_Contig_1772_93    2      845  0.393  0.381  0.308  0.928  0.846  0.759  0.456  0.674   NS  -0.0160
dDocent_Contig_1797_93    2      840  0.104  0.098  0.093  0.995  0.953  0.913  0.818  0.905   ND  -0.0174
dDocent_Contig_1797_112    2      840  0.337  0.344  0.285  0.941  0.858  0.773  0.489  0.700   NS   0.0106
dDocent_Contig_1797_195    2      839  0.485  0.469  0.359  0.890  0.821  0.729  0.392  0.614   NS  -0.0172
dDocent_Contig_1816_51    2      835  0.140  0.134  0.125  0.991  0.937  0.886  0.758  0.872   ND  -0.0208
dDocent_Contig_1816_118    2      835  0.291  0.299  0.254  0.955  0.873  0.793  0.537  0.735   NS   0.0128
dDocent_Contig_1816_136    2      835  0.259  0.270  0.233  0.964  0.883  0.807  0.570  0.758   NS   0.0204
dDocent_Contig_1852_41    2      847  0.119  0.120  0.113  0.993  0.943  0.896  0.781  0.885   ND   0.0049
dDocent_Contig_1852_75    2      847  0.149  0.160  0.147  0.987  0.927  0.869  0.719  0.850   NS   0.0347
dDocent_Contig_1852_116    2      847  0.399  0.394  0.316  0.923  0.842  0.754  0.445  0.665   NS  -0.0071
dDocent_Contig_1852_170    2      847  0.172  0.169  0.155  0.986  0.923  0.863  0.705  0.842   NS  -0.0095
dDocent_Contig_1870_125    2      843  0.165  0.157  0.145  0.988  0.928  0.871  0.723  0.852   NS  -0.0238
dDocent_Contig_1870_197    2      843  0.100  0.103  0.098  0.995  0.951  0.909  0.810  0.901   ND   0.0174
dDocent_Contig_1915_36    2      838  0.158  0.161  0.148  0.987  0.926  0.868  0.717  0.849   NS   0.0110
dDocent_Contig_1915_78    2      838  0.456  0.434  0.340  0.906  0.830  0.740  0.414  0.636   NS  -0.0243
dDocent_Contig_1915_99    2      838  0.152  0.154  0.142  0.988  0.929  0.873  0.727  0.855   NS   0.0083
dDocent_Contig_1915_114    2      838  0.122  0.127  0.119  0.992  0.941  0.892  0.771  0.879   ND   0.0204
dDocent_Contig_1915_141    2      838  0.374  0.342  0.284  0.942  0.858  0.774  0.491  0.702   NS  -0.0440
dDocent_Contig_1977_18    2      825  0.104  0.103  0.098  0.995  0.951  0.909  0.810  0.901   ND  -0.0053
dDocent_Contig_1986_189    2      833  0.359  0.346  0.286  0.940  0.857  0.772  0.487  0.699   NS  -0.0181
dDocent_Contig_1986_196    2      833  0.423  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS   0.0059
dDocent_Contig_1986_198    2      832  0.359  0.347  0.286  0.940  0.857  0.772  0.487  0.699   NS  -0.0182
dDocent_Contig_2121_8    2      829  0.148  0.166  0.152  0.986  0.924  0.865  0.710  0.845   NS   0.0547
dDocent_Contig_2121_53    2      829  0.519  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0288
dDocent_Contig_2121_79    2      829  0.485  0.479  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0070
dDocent_Contig_2130_168    2      849  0.178  0.174  0.158  0.985  0.921  0.860  0.698  0.838   NS  -0.0122
dDocent_Contig_2130_169    2      849  0.184  0.186  0.169  0.983  0.916  0.853  0.680  0.827   NS   0.0056
dDocent_Contig_2130_203    2      847  0.106  0.105  0.099  0.995  0.950  0.908  0.807  0.899   ND  -0.0068
dDocent_Contig_2143_16    2      829  0.444  0.421  0.332  0.912  0.834  0.745  0.424  0.646   NS  -0.0273
dDocent_Contig_2143_31    2      829  0.431  0.394  0.316  0.922  0.842  0.754  0.445  0.664   NS  -0.0446
dDocent_Contig_2143_151    2      829  0.490  0.476  0.363  0.887  0.819  0.726  0.388  0.609   NS  -0.0141
dDocent_Contig_2155_98    2      846  0.139  0.146  0.135  0.989  0.932  0.878  0.740  0.862   NS   0.0223
dDocent_Contig_2155_140    2      846  0.480  0.461  0.355  0.894  0.823  0.731  0.397  0.619   NS  -0.0200
dDocent_Contig_2155_167    2      846  0.148  0.155  0.143  0.988  0.929  0.872  0.726  0.854   NS   0.0231
dDocent_Contig_2155_176    2      846  0.495  0.466  0.357  0.891  0.821  0.730  0.394  0.616   NS  -0.0306
dDocent_Contig_2196_68    2      851  0.445  0.433  0.339  0.906  0.830  0.741  0.415  0.637   NS  -0.0143
dDocent_Contig_2196_92    2      851  0.531  0.495  0.372  0.877  0.814  0.720  0.378  0.597   NS  -0.0352
dDocent_Contig_2196_114    2      851  0.219  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS  -0.0439
dDocent_Contig_2196_122    2      850  0.318  0.307  0.260  0.953  0.870  0.789  0.527  0.728   NS  -0.0169
dDocent_Contig_2196_205    2      850  0.246  0.232  0.205  0.973  0.898  0.826  0.618  0.789   NS  -0.0303
dDocent_Contig_2197_47    2      845  0.108  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0185
dDocent_Contig_2445_12    2      836  0.411  0.413  0.327  0.915  0.836  0.748  0.430  0.651   NS   0.0011
dDocent_Contig_2445_162    2      836  0.384  0.400  0.320  0.920  0.840  0.752  0.440  0.660   NS   0.0197
dDocent_Contig_2445_167    2      836  0.384  0.400  0.320  0.920  0.840  0.752  0.440  0.660   NS   0.0197
dDocent_Contig_2445_200    2      832  0.188  0.191  0.173  0.982  0.914  0.849  0.673  0.823   NS   0.0094
dDocent_Contig_2498_27    2      833  0.136  0.139  0.129  0.990  0.935  0.883  0.751  0.868   ND   0.0115
dDocent_Contig_2498_61    2      833  0.228  0.240  0.211  0.971  0.895  0.822  0.607  0.782   NS   0.0249
dDocent_Contig_2498_103    2      833  0.119  0.122  0.115  0.993  0.943  0.895  0.778  0.883   ND   0.0143
dDocent_Contig_2498_106    2      833  0.124  0.137  0.127  0.991  0.936  0.885  0.755  0.870   ND   0.0503
dDocent_Contig_2498_194    2      833  0.196  0.196  0.176  0.981  0.912  0.847  0.666  0.819   NS  -0.0003
dDocent_Contig_2498_197    2      833  0.175  0.180  0.163  0.984  0.918  0.856  0.689  0.833   NS   0.0117
dDocent_Contig_2551_29    2      831  0.443  0.436  0.341  0.905  0.830  0.740  0.414  0.636   NS  -0.0086
dDocent_Contig_2551_121    2      831  0.445  0.431  0.338  0.907  0.831  0.741  0.417  0.639   NS  -0.0164
dDocent_Contig_2568_15    2      834  0.137  0.136  0.126  0.991  0.937  0.886  0.756  0.871   ND  -0.0041
dDocent_Contig_2568_152    2      834  0.112  0.112  0.105  0.994  0.947  0.903  0.795  0.893   ND   0.0007
dDocent_Contig_2652_18    2      833  0.462  0.435  0.340  0.906  0.830  0.740  0.414  0.636   NS  -0.0311
dDocent_Contig_2652_53    2      833  0.230  0.220  0.196  0.976  0.902  0.832  0.632  0.798   NS  -0.0226
dDocent_Contig_2652_58    2      833  0.113  0.123  0.116  0.992  0.942  0.894  0.776  0.882   ND   0.0444
dDocent_Contig_2652_111    2      833  0.236  0.232  0.205  0.973  0.898  0.826  0.617  0.788   NS  -0.0099
dDocent_Contig_2664_42    2      833  0.174  0.180  0.164  0.984  0.918  0.856  0.688  0.832   NS   0.0178
dDocent_Contig_2664_168    2      833  0.193  0.199  0.179  0.980  0.910  0.844  0.661  0.816   NS   0.0153
dDocent_Contig_2664_183    2      833  0.247  0.245  0.215  0.970  0.893  0.819  0.600  0.778   NS  -0.0049
dDocent_Contig_2664_192    2      833  0.252  0.247  0.216  0.970  0.892  0.818  0.598  0.776   NS  -0.0110
dDocent_Contig_2677_8    2      829  0.199  0.198  0.179  0.980  0.911  0.845  0.662  0.816   NS  -0.0020
dDocent_Contig_2677_26    2      829  0.099  0.103  0.097  0.995  0.951  0.910  0.810  0.901   ND   0.0186
dDocent_Contig_2679_72    2      831  0.239  0.239  0.211  0.971  0.895  0.822  0.607  0.782   NS  -0.0003
dDocent_Contig_2679_110    2      831  0.138  0.133  0.124  0.991  0.938  0.887  0.761  0.874   ND  -0.0200
dDocent_Contig_2679_160    2      831  0.225  0.229  0.203  0.974  0.899  0.828  0.621  0.791   NS   0.0083
dDocent_Contig_2865_134    2      841  0.130  0.125  0.117  0.992  0.941  0.893  0.773  0.881   ND  -0.0168
dDocent_Contig_2865_146    2      841  0.209  0.222  0.197  0.975  0.901  0.831  0.630  0.796   NS   0.0297
dDocent_Contig_2865_164    2      841  0.121  0.126  0.118  0.992  0.941  0.892  0.771  0.880   ND   0.0205
dDocent_Contig_2865_173    2      841  0.141  0.142  0.132  0.990  0.934  0.881  0.747  0.866   ND   0.0004
dDocent_Contig_2888_49    2      831  0.174  0.163  0.150  0.987  0.925  0.867  0.714  0.847   NS  -0.0333
dDocent_Contig_2888_68    2      831  0.144  0.150  0.139  0.989  0.931  0.875  0.733  0.858   NS   0.0199
dDocent_Contig_2888_88    2      829  0.198  0.178  0.162  0.984  0.919  0.857  0.691  0.834   NS  -0.0455
dDocent_Contig_2888_140    2      829  0.152  0.159  0.146  0.987  0.927  0.870  0.721  0.851   NS   0.0213
dDocent_Contig_2888_141    2      829  0.152  0.159  0.146  0.987  0.927  0.870  0.721  0.851   NS   0.0213
dDocent_Contig_2888_146    2      829  0.560  0.412  0.327  0.915  0.837  0.748  0.431  0.652  ***  -0.1527
dDocent_Contig_2888_153    2      831  0.283  0.260  0.226  0.966  0.887  0.811  0.582  0.766   NS  -0.0424
dDocent_Contig_2888_167    2      831  0.107  0.108  0.102  0.994  0.949  0.906  0.802  0.897   ND   0.0032
dDocent_Contig_2888_176    2      831  0.343  0.325  0.272  0.947  0.864  0.781  0.509  0.715   NS  -0.0273
dDocent_Contig_2888_185    2      831  0.527  0.495  0.372  0.877  0.814  0.720  0.378  0.597   NS  -0.0314
dDocent_Contig_2961_57    2      829  0.127  0.121  0.113  0.993  0.943  0.896  0.780  0.885   ND  -0.0239
dDocent_Contig_2961_178    2      828  0.239  0.211  0.188  0.978  0.906  0.838  0.645  0.806   NS  -0.0585
dDocent_Contig_2968_162    2      839  0.141  0.149  0.138  0.989  0.931  0.876  0.735  0.859   NS   0.0287
dDocent_Contig_2968_163    2      839  0.222  0.233  0.206  0.973  0.897  0.825  0.615  0.787   NS   0.0251
dDocent_Contig_2968_185    2      839  0.130  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND  -0.0087
dDocent_Contig_2968_191    2      839  0.374  0.379  0.307  0.928  0.846  0.760  0.458  0.675   NS   0.0061
dDocent_Contig_2993_162    2      846  0.444  0.423  0.334  0.911  0.833  0.744  0.422  0.644   NS  -0.0247
dDocent_Contig_2999_156    2      831  0.337  0.328  0.274  0.946  0.863  0.780  0.505  0.712   NS  -0.0130
dDocent_Contig_3087_76    2      846  0.418  0.404  0.322  0.919  0.839  0.751  0.437  0.658   NS  -0.0184
dDocent_Contig_3087_159    2      846  0.293  0.442  0.344  0.903  0.828  0.738  0.410  0.632  ***   0.2017
dDocent_Contig_3129_35    2      831  0.110  0.108  0.102  0.994  0.949  0.906  0.802  0.897   ND  -0.0079
dDocent_Contig_3129_60    2      831  0.167  0.167  0.153  0.986  0.923  0.864  0.708  0.843   NS  -0.0003
dDocent_Contig_3129_67    2      831  0.392  0.394  0.316  0.922  0.842  0.754  0.445  0.664   NS   0.0019
dDocent_Contig_3129_76    2      831  0.162  0.161  0.148  0.987  0.926  0.868  0.717  0.849   NS  -0.0037
dDocent_Contig_3129_119    2      831  0.321  0.328  0.274  0.946  0.863  0.780  0.506  0.713   NS   0.0097
dDocent_Contig_3129_128    2      831  0.327  0.318  0.268  0.949  0.866  0.784  0.515  0.720   NS  -0.0140
dDocent_Contig_3129_143    2      831  0.296  0.280  0.241  0.961  0.880  0.801  0.557  0.749   NS  -0.0275
dDocent_Contig_3134_52    2      843  0.178  0.174  0.159  0.985  0.921  0.860  0.698  0.838   NS  -0.0120
dDocent_Contig_3134_112    2      843  0.214  0.227  0.201  0.974  0.899  0.829  0.623  0.792   NS   0.0304
dDocent_Contig_3134_195    2      841  0.124  0.124  0.117  0.992  0.942  0.894  0.775  0.881   ND   0.0026
dDocent_Contig_3185_8    2      821  0.197  0.184  0.167  0.983  0.917  0.854  0.683  0.829   NS  -0.0358
dDocent_Contig_3185_174    2      821  0.211  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS  -0.0262
dDocent_Contig_3206_56    2      848  0.101  0.101  0.095  0.995  0.952  0.911  0.814  0.903   ND  -0.0045
dDocent_Contig_3206_188    2      848  0.445  0.459  0.353  0.895  0.823  0.732  0.398  0.620   NS   0.0152
dDocent_Contig_3300_78    2      842  0.343  0.320  0.269  0.949  0.866  0.783  0.513  0.718   NS  -0.0348
dDocent_Contig_3300_87    2      842  0.128  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND  -0.0162
dDocent_Contig_3300_90    2      842  0.495  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0053
dDocent_Contig_3308_58    2      827  0.216  0.203  0.182  0.980  0.909  0.843  0.657  0.813   NS  -0.0335
dDocent_Contig_3308_94    2      827  0.137  0.142  0.132  0.990  0.934  0.881  0.747  0.866   ND   0.0185
dDocent_Contig_3342_40    2      834  0.132  0.132  0.123  0.991  0.939  0.888  0.763  0.875   ND  -0.0016
dDocent_Contig_3342_43    2      834  0.267  0.269  0.233  0.964  0.884  0.807  0.571  0.758   NS   0.0028
dDocent_Contig_3342_58    2      834  0.127  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0010
dDocent_Contig_3342_62    2      834  0.127  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0010
dDocent_Contig_3342_100    2      834  0.127  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0010
dDocent_Contig_3384_9    2      826  0.229  0.218  0.194  0.976  0.903  0.834  0.636  0.800   NS  -0.0256
dDocent_Contig_3384_28    2      826  0.150  0.153  0.141  0.988  0.929  0.873  0.729  0.856   NS   0.0099
dDocent_Contig_3384_87    2      826  0.291  0.275  0.237  0.962  0.881  0.804  0.563  0.753   NS  -0.0274
dDocent_Contig_3454_67    2      836  0.470  0.457  0.353  0.896  0.824  0.732  0.399  0.621   NS  -0.0141
dDocent_Contig_3513_17    2      830  0.228  0.238  0.210  0.972  0.895  0.823  0.609  0.783   NS   0.0218
dDocent_Contig_3513_45    2      830  0.490  0.480  0.364  0.885  0.818  0.725  0.386  0.607   NS  -0.0114
dDocent_Contig_3513_144    2      830  0.380  0.392  0.315  0.923  0.843  0.755  0.447  0.666   NS   0.0153
dDocent_Contig_3513_175    2      830  0.369  0.370  0.301  0.932  0.849  0.763  0.466  0.682   NS   0.0011
dDocent_Contig_3513_193    2      830  0.129  0.129  0.121  0.992  0.940  0.890  0.767  0.877   ND   0.0002
dDocent_Contig_3525_64    2      850  0.508  0.483  0.366  0.883  0.817  0.724  0.384  0.605   NS  -0.0257
dDocent_Contig_3578_10    2      849  0.247  0.241  0.212  0.971  0.894  0.821  0.605  0.781   NS  -0.0129
dDocent_Contig_3578_11    2      849  0.199  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS   0.0015
dDocent_Contig_3578_40    2      849  0.433  0.424  0.334  0.910  0.833  0.744  0.422  0.643   NS  -0.0110
dDocent_Contig_3578_100    2      849  0.439  0.418  0.331  0.913  0.835  0.746  0.426  0.648   NS  -0.0250
dDocent_Contig_3578_134    2      849  0.198  0.188  0.170  0.982  0.915  0.851  0.677  0.826   NS  -0.0265
dDocent_Contig_3580_13    2      828  0.164  0.169  0.154  0.986  0.923  0.863  0.705  0.842   NS   0.0133
dDocent_Contig_3618_121    2      844  0.300  0.293  0.250  0.957  0.875  0.795  0.543  0.739   NS  -0.0113
dDocent_Contig_3618_194    2      843  0.155  0.151  0.140  0.989  0.930  0.875  0.732  0.857   NS  -0.0134
dDocent_Contig_3714_56    2      839  0.225  0.215  0.191  0.977  0.904  0.836  0.640  0.803   NS  -0.0245
dDocent_Contig_3714_151    2      839  0.103  0.110  0.104  0.994  0.948  0.904  0.798  0.895   ND   0.0352
dDocent_Contig_3714_160    2      839  0.539  0.497  0.373  0.876  0.813  0.720  0.377  0.596   NS  -0.0403
dDocent_Contig_3714_180    2      839  0.496  0.465  0.357  0.892  0.822  0.730  0.395  0.616   NS  -0.0324
dDocent_Contig_3714_190    2      839  0.299  0.290  0.248  0.958  0.876  0.797  0.546  0.742   NS  -0.0159
dDocent_Contig_3777_73    2      841  0.497  0.472  0.360  0.889  0.820  0.728  0.391  0.612   NS  -0.0264
dDocent_Contig_3777_131    2      841  0.465  0.431  0.338  0.907  0.831  0.741  0.417  0.639   NS  -0.0387
dDocent_Contig_3810_66    2      845  0.140  0.138  0.128  0.990  0.936  0.884  0.753  0.869   ND  -0.0059
dDocent_Contig_3810_86    2      845  0.283  0.279  0.240  0.961  0.880  0.802  0.559  0.750   NS  -0.0071
dDocent_Contig_3810_109    2      845  0.103  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0052
dDocent_Contig_3810_114    2      845  0.293  0.286  0.245  0.959  0.878  0.799  0.551  0.745   NS  -0.0132
dDocent_Contig_3810_157    2      845  0.144  0.144  0.134  0.990  0.933  0.880  0.743  0.864   NS  -0.0013
dDocent_Contig_3810_177    2      845  0.154  0.152  0.140  0.988  0.930  0.874  0.731  0.857   NS  -0.0062
dDocent_Contig_3810_193    2      842  0.147  0.147  0.136  0.989  0.932  0.878  0.739  0.862   NS  -0.0027
dDocent_Contig_3873_123    2      835  0.244  0.238  0.209  0.972  0.895  0.823  0.610  0.784   NS  -0.0141
dDocent_Contig_3873_127    2      835  0.244  0.238  0.209  0.972  0.895  0.823  0.610  0.784   NS  -0.0141
dDocent_Contig_3873_170    2      835  0.501  0.484  0.367  0.883  0.817  0.724  0.384  0.604   NS  -0.0172
dDocent_Contig_3873_178    2      835  0.159  0.163  0.149  0.987  0.925  0.867  0.715  0.847   NS   0.0101
dDocent_Contig_4000_21    2      851  0.390  0.407  0.324  0.917  0.838  0.749  0.434  0.655   NS   0.0212
dDocent_Contig_4000_67    2      851  0.474  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0101
dDocent_Contig_4000_96    2      851  0.499  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0004
dDocent_Contig_4000_111    2      851  0.142  0.154  0.142  0.988  0.929  0.873  0.728  0.855   NS   0.0396
