Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 1/7/2016 12:41:59 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_2197_47    2      956  0.110  0.104  0.098  0.995  0.951  0.909  0.809  0.900   ND  -0.0191
dDocent_Contig_2519_196    2      951  0.918  0.500  0.375  0.875  0.813  0.719  0.375  0.594  ***  -0.2948
dDocent_Contig_2519_198    2      951  0.206  0.185  0.168  0.983  0.916  0.853  0.682  0.828   NS  -0.0481
dDocent_Contig_2519_200    2      951  0.157  0.144  0.134  0.990  0.933  0.879  0.742  0.863   NS  -0.0328
dDocent_Contig_4000_21    2      966  0.385  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0291
dDocent_Contig_4000_67    2      966  0.474  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0110
dDocent_Contig_4000_96    2      966  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0083
dDocent_Contig_4000_111    2      966  0.136  0.151  0.140  0.989  0.930  0.875  0.732  0.858   NS   0.0539
dDocent_Contig_4453_28    2      959  0.446  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0505
dDocent_Contig_4453_36    2      959  0.192  0.214  0.191  0.977  0.904  0.836  0.640  0.803   NS   0.0551
dDocent_Contig_4453_92    2      959  0.316  0.345  0.285  0.940  0.857  0.773  0.489  0.700   NS   0.0439
dDocent_Contig_4546_159    3      969  0.687  0.620  0.546  0.808  0.666  0.517  0.219  0.495  ***  -0.0562
dDocent_Contig_4769_163    2      958  0.350  0.298  0.254  0.956  0.873  0.793  0.537  0.735  ***  -0.0799
dDocent_Contig_4769_164    2      958  0.710  0.482  0.366  0.884  0.817  0.725  0.385  0.605  ***  -0.1916
dDocent_Contig_4896_124    2      977  0.516  0.391  0.314  0.924  0.843  0.755  0.448  0.667  ***  -0.1381
dDocent_Contig_4896_130    2      977  0.769  0.492  0.371  0.879  0.815  0.721  0.379  0.599  ***  -0.2195
dDocent_Contig_6302_76    2      974  0.101  0.099  0.094  0.995  0.953  0.912  0.816  0.904   ND  -0.0069
dDocent_Contig_6302_85    2      974  0.229  0.240  0.211  0.971  0.895  0.822  0.607  0.782   NS   0.0226
dDocent_Contig_6302_175    2      974  0.455  0.437  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0197
dDocent_Contig_6302_180    2      974  0.139  0.140  0.130  0.990  0.935  0.883  0.750  0.868   NS   0.0033
dDocent_Contig_6319_31    2      969  0.126  0.118  0.111  0.993  0.944  0.898  0.785  0.887   ND  -0.0236
dDocent_Contig_6343_173    2      956  0.157  0.155  0.143  0.988  0.928  0.872  0.726  0.854   NS  -0.0058
dDocent_Contig_6841_37    2      982  0.390  0.315  0.266  0.950  0.867  0.786  0.519  0.722  ***  -0.1053
dDocent_Contig_6841_39    2      982  0.188  0.176  0.160  0.985  0.920  0.859  0.695  0.836   NS  -0.0352
dDocent_Contig_6841_40    2      982  0.390  0.315  0.266  0.950  0.867  0.786  0.519  0.722  ***  -0.1053
dDocent_Contig_6841_133    2      982  0.478  0.438  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0437
dDocent_Contig_6841_134    2      982  0.133  0.126  0.118  0.992  0.941  0.892  0.771  0.880   ND  -0.0274
dDocent_Contig_7072_24    2      974  0.471  0.462  0.355  0.893  0.822  0.731  0.396  0.618   NS  -0.0101
dDocent_Contig_7072_193    2      974  0.383  0.391  0.314  0.924  0.843  0.755  0.447  0.666   NS   0.0102
dDocent_Contig_7372_32    2      964  0.100  0.100  0.095  0.995  0.952  0.912  0.815  0.904   ND   0.0031
dDocent_Contig_7372_44    2      964  0.323  0.330  0.275  0.946  0.862  0.779  0.504  0.711   NS   0.0105
dDocent_Contig_7372_64    2      964  0.380  0.369  0.301  0.932  0.850  0.764  0.467  0.682   NS  -0.0147
dDocent_Contig_7372_186    2      964  0.219  0.219  0.195  0.976  0.903  0.833  0.634  0.799   NS  -0.0003
dDocent_Contig_7705_108    2      978  0.152  0.143  0.132  0.990  0.934  0.881  0.745  0.865   NS  -0.0333
dDocent_Contig_7705_114    2      978  0.152  0.143  0.132  0.990  0.934  0.881  0.745  0.865   NS  -0.0333
dDocent_Contig_7705_117    2      978  0.152  0.143  0.132  0.990  0.934  0.881  0.745  0.865   NS  -0.0333
dDocent_Contig_7811_158    2      966  0.135  0.145  0.134  0.989  0.933  0.879  0.742  0.863   NS   0.0372
dDocent_Contig_8543_125    2      979  0.193  0.178  0.162  0.984  0.919  0.858  0.692  0.834   NS  -0.0413
dDocent_Contig_8929_17    2      977  0.588  0.415  0.329  0.914  0.836  0.747  0.428  0.650  ***  -0.1719
dDocent_Contig_8929_20    2      977  0.567  0.489  0.369  0.880  0.815  0.722  0.381  0.601  ***  -0.0739
dDocent_Contig_8929_21    2      977  0.557  0.404  0.322  0.919  0.839  0.751  0.437  0.657  ***  -0.1594
dDocent_Contig_8929_60    2      977  0.514  0.383  0.310  0.927  0.845  0.758  0.454  0.672  ***  -0.1458
dDocent_Contig_8929_63    2      977  0.514  0.383  0.310  0.927  0.845  0.758  0.454  0.672  ***  -0.1458
dDocent_Contig_8929_65    2      977  0.595  0.428  0.336  0.909  0.832  0.742  0.419  0.641  ***  -0.1635
dDocent_Contig_9042_144    2      953  0.244  0.215  0.192  0.977  0.904  0.836  0.640  0.803   **  -0.0602
dDocent_Contig_9042_145    3      953  0.836  0.614  0.545  0.812  0.666  0.514  0.218  0.498  ***  -0.1713
dDocent_Contig_9123_163    2      961  0.168  0.154  0.142  0.988  0.929  0.873  0.728  0.855   NS  -0.0361
dDocent_Contig_10093_96    2      960  0.102  0.097  0.092  0.995  0.954  0.914  0.820  0.907   ND  -0.0170
dDocent_Contig_10661_136    2      943  0.895  0.497  0.374  0.876  0.813  0.720  0.376  0.596  ***  -0.2857
dDocent_Contig_10661_139    2      943  0.113  0.111  0.105  0.994  0.948  0.904  0.797  0.894   ND  -0.0120
dDocent_Contig_11237_144    2      958  0.309  0.263  0.228  0.965  0.886  0.810  0.578  0.763  ***  -0.0800
dDocent_Contig_11237_146    2      958  0.551  0.401  0.321  0.920  0.840  0.752  0.439  0.659  ***  -0.1574
dDocent_Contig_11237_197    2      955  0.119  0.112  0.106  0.994  0.947  0.902  0.794  0.892   ND  -0.0218
dDocent_Contig_11409_155    2      976  0.777  0.480  0.365  0.885  0.818  0.725  0.385  0.606  ***  -0.2358
dDocent_Contig_11409_159    2      976  0.353  0.298  0.253  0.956  0.873  0.793  0.538  0.736  ***  -0.0858
dDocent_Contig_13667_96    2      972  0.325  0.311  0.262  0.952  0.869  0.787  0.523  0.725   NS  -0.0226
dDocent_Contig_13667_100    2      972  0.115  0.112  0.106  0.994  0.947  0.902  0.794  0.893   ND  -0.0132
dDocent_Contig_13832_82    2      950  0.523  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0251
dDocent_Contig_14127_48    2      953  0.499  0.377  0.306  0.929  0.847  0.761  0.459  0.676  ***  -0.1397
dDocent_Contig_14127_57    2      953  0.284  0.246  0.215  0.970  0.892  0.819  0.599  0.777  ***  -0.0725
dDocent_Contig_14686_76    2      943  0.247  0.242  0.212  0.971  0.894  0.821  0.604  0.780   NS  -0.0114
dDocent_Contig_15113_15    2      959  0.148  0.150  0.138  0.989  0.931  0.876  0.735  0.859   NS   0.0046
dDocent_Contig_15113_65    2      958  0.166  0.164  0.151  0.987  0.925  0.866  0.712  0.846   NS  -0.0051
dDocent_Contig_15113_67    2      958  0.364  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0337
dDocent_Contig_15113_123    2      959  0.332  0.333  0.277  0.945  0.861  0.778  0.501  0.709   NS   0.0014
dDocent_Contig_15733_169    2      961  0.398  0.377  0.306  0.929  0.847  0.761  0.459  0.676   NS  -0.0267
dDocent_Contig_16531_106    2      961  0.134  0.145  0.134  0.990  0.933  0.879  0.742  0.863   NS   0.0378
dDocent_Contig_16531_180    2      961  0.240  0.259  0.225  0.967  0.887  0.812  0.583  0.767   NS   0.0362
dDocent_Contig_16531_190    2      961  0.175  0.173  0.158  0.985  0.921  0.860  0.699  0.838   NS  -0.0048
dDocent_Contig_17353_178    2      960  0.472  0.462  0.355  0.894  0.823  0.731  0.397  0.618   NS  -0.0113
dDocent_Contig_18793_16    2      944  0.226  0.234  0.206  0.973  0.897  0.825  0.615  0.787   NS   0.0174
dDocent_Contig_19887_9    2      956  0.104  0.098  0.093  0.995  0.953  0.913  0.818  0.905   ND  -0.0174
dDocent_Contig_20825_75    2      969  0.185  0.179  0.163  0.984  0.918  0.857  0.690  0.833   NS  -0.0148
dDocent_Contig_20825_165    2      969  0.142  0.150  0.139  0.989  0.931  0.876  0.734  0.859   NS   0.0251
dDocent_Contig_21362_8    2      949  0.280  0.279  0.240  0.961  0.880  0.802  0.559  0.750   NS  -0.0024
dDocent_Contig_21362_161    2      949  0.101  0.100  0.095  0.995  0.953  0.912  0.815  0.904   ND  -0.0067
dDocent_Contig_21482_146    2      969  0.136  0.141  0.131  0.990  0.934  0.882  0.748  0.866   NS   0.0175
dDocent_Contig_21548_52    2      958  0.152  0.143  0.132  0.990  0.934  0.881  0.745  0.865   NS  -0.0332
dDocent_Contig_21657_158    2      944  0.120  0.118  0.111  0.993  0.944  0.898  0.785  0.887   ND  -0.0067
dDocent_Contig_21657_175    2      944  0.281  0.274  0.236  0.963  0.882  0.805  0.565  0.754   NS  -0.0126
dDocent_Contig_21657_180    2      944  0.439  0.432  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0075
dDocent_Contig_22325_193    2      959  0.853  0.493  0.372  0.878  0.814  0.721  0.379  0.598  ***  -0.2674
dDocent_Contig_22325_195    2      959  0.172  0.157  0.145  0.988  0.928  0.871  0.723  0.852   NS  -0.0375
dDocent_Contig_23249_192    2      946  0.155  0.145  0.135  0.989  0.933  0.879  0.741  0.863   NS  -0.0341
dDocent_Contig_23784_204    2      960  0.200  0.188  0.171  0.982  0.915  0.851  0.677  0.825   NS  -0.0302
dDocent_Contig_23828_52    2      971  0.150  0.141  0.131  0.990  0.935  0.882  0.748  0.867   NS  -0.0327
dDocent_Contig_23828_79    2      971  0.157  0.144  0.134  0.990  0.933  0.879  0.743  0.864   NS  -0.0327
dDocent_Contig_23828_117    2      970  0.148  0.138  0.128  0.991  0.936  0.884  0.753  0.870   NS  -0.0303
dDocent_Contig_24387_77    2      941  0.170  0.157  0.145  0.988  0.928  0.871  0.722  0.852   NS  -0.0385
dDocent_Contig_24387_96    2      941  0.395  0.331  0.276  0.945  0.862  0.779  0.502  0.710  ***  -0.0885
dDocent_Contig_24387_97    2      941  0.549  0.476  0.362  0.887  0.819  0.726  0.388  0.609  ***  -0.0720
dDocent_Contig_24387_100    2      941  0.451  0.382  0.309  0.927  0.845  0.759  0.455  0.673  ***  -0.0823
dDocent_Contig_24417_28    2      971  0.962  0.500  0.375  0.875  0.813  0.719  0.375  0.594  ***  -0.3160
dDocent_Contig_24417_38    2      971  0.207  0.186  0.168  0.983  0.916  0.853  0.681  0.827   NS  -0.0484
dDocent_Contig_24887_54    2      956  0.131  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND  -0.0264
dDocent_Contig_24887_74    2      956  0.185  0.192  0.173  0.982  0.913  0.849  0.672  0.822   NS   0.0167
dDocent_Contig_25264_110    2      955  0.374  0.344  0.285  0.941  0.858  0.774  0.490  0.701   NS  -0.0420
dDocent_Contig_25915_126    2      942  0.149  0.159  0.146  0.987  0.927  0.870  0.720  0.851   NS   0.0336
dDocent_Contig_26085_18    2      969  0.423  0.431  0.338  0.907  0.831  0.741  0.417  0.639   NS   0.0088
dDocent_Contig_26085_23    2      969  0.121  0.114  0.107  0.994  0.946  0.902  0.792  0.891   ND  -0.0221
dDocent_Contig_26085_42    2      969  0.149  0.145  0.134  0.990  0.933  0.879  0.742  0.863   NS  -0.0138
dDocent_Contig_26085_54    2      969  0.107  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND  -0.0098
dDocent_Contig_28743_76    2      972  0.849  0.497  0.373  0.877  0.813  0.720  0.377  0.596  ***  -0.2620
dDocent_Contig_28743_77    2      972  0.687  0.452  0.350  0.898  0.825  0.734  0.403  0.625  ***  -0.2067
dDocent_Contig_28743_106    2      972  0.101  0.096  0.091  0.995  0.954  0.915  0.822  0.908   ND  -0.0167
dDocent_Contig_29835_39    2      977  0.162  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0343
dDocent_Contig_29835_40    2      977  0.162  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0343
dDocent_Contig_29835_114    2      977  0.162  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0343
dDocent_Contig_29835_127    3      977  0.816  0.615  0.545  0.811  0.666  0.515  0.218  0.497  ***  -0.1498
dDocent_Contig_29835_134    2      977  0.160  0.147  0.136  0.989  0.932  0.878  0.739  0.861   NS  -0.0337
dDocent_Contig_29835_170    2      977  0.160  0.147  0.136  0.989  0.932  0.878  0.739  0.861   NS  -0.0337
dDocent_Contig_29835_188    2      977  0.162  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0343
dDocent_Contig_30173_77    3      970  0.868  0.611  0.539  0.813  0.671  0.522  0.224  0.501  ***  -0.1896
dDocent_Contig_30233_26    2      952  0.118  0.114  0.108  0.993  0.946  0.901  0.791  0.890   ND  -0.0139
dDocent_Contig_31150_57    2      961  0.374  0.362  0.296  0.935  0.852  0.766  0.473  0.688   NS  -0.0166
dDocent_Contig_32391_25    2      971  0.498  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0001
dDocent_Contig_32391_162    2      971  0.274  0.280  0.240  0.961  0.880  0.802  0.558  0.750   NS   0.0098
dDocent_Contig_35104_112    2      961  0.465  0.432  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0368
dDocent_Contig_39028_45    2      961  0.306  0.305  0.258  0.954  0.871  0.790  0.530  0.730   NS  -0.0024
dDocent_Contig_39028_176    2      961  0.415  0.428  0.337  0.908  0.832  0.742  0.419  0.641   NS   0.0155
dDocent_Contig_39267_94    2      949  0.424  0.415  0.329  0.914  0.836  0.747  0.428  0.649   NS  -0.0101
dDocent_Contig_41338_197    2      972  0.506  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0166
dDocent_Contig_41966_31    2      959  0.109  0.109  0.103  0.994  0.948  0.905  0.800  0.895   ND  -0.0020
dDocent_Contig_41966_106    2      959  0.468  0.475  0.362  0.887  0.819  0.727  0.388  0.610   NS   0.0073
dDocent_Contig_41966_133    2      959  0.515  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0156
dDocent_Contig_42492_52    2      967  0.160  0.148  0.137  0.989  0.932  0.877  0.738  0.861   NS  -0.0339
dDocent_Contig_42964_37    2      960  0.119  0.121  0.114  0.993  0.943  0.896  0.780  0.885   ND   0.0087
dDocent_Contig_43634_199    2      946  0.230  0.229  0.203  0.974  0.898  0.827  0.620  0.790   NS  -0.0024
dDocent_Contig_44574_41    2      964  0.317  0.309  0.261  0.952  0.869  0.788  0.525  0.727   NS  -0.0136
dDocent_Contig_44574_152    2      964  0.234  0.235  0.207  0.972  0.896  0.824  0.613  0.786   NS   0.0009
dDocent_Contig_45137_102    2      958  0.098  0.103  0.097  0.995  0.951  0.910  0.810  0.901   ND   0.0226
dDocent_Contig_45159_88    2      942  0.476  0.484  0.367  0.883  0.817  0.724  0.383  0.604   NS   0.0089
dDocent_Contig_45159_90    2      942  0.166  0.178  0.162  0.984  0.919  0.857  0.692  0.834   NS   0.0360
dDocent_Contig_45847_168    3      955  0.974  0.641  0.567  0.795  0.650  0.500  0.203  0.481  ***  -0.2217
dDocent_Contig_47987_57    2      951  0.122  0.120  0.113  0.993  0.944  0.897  0.782  0.885   ND  -0.0079
dDocent_Contig_47987_124    2      951  0.108  0.108  0.102  0.994  0.949  0.906  0.801  0.896   ND  -0.0012
dDocent_Contig_47987_125    2      951  0.108  0.108  0.102  0.994  0.949  0.906  0.801  0.896   ND  -0.0012
dDocent_Contig_47987_164    2      951  0.244  0.233  0.206  0.973  0.897  0.825  0.615  0.787   NS  -0.0231
dDocent_Contig_48524_130    2      964  0.620  0.432  0.339  0.907  0.831  0.741  0.416  0.638  ***  -0.1791
dDocent_Contig_48524_134    2      964  0.418  0.331  0.276  0.945  0.862  0.779  0.503  0.710  ***  -0.1155
dDocent_Contig_50045_187    2      949  0.118  0.133  0.124  0.991  0.938  0.887  0.760  0.874   ND   0.0598
dDocent_Contig_51967_191    2      945  0.193  0.176  0.160  0.985  0.920  0.859  0.695  0.836   NS  -0.0452
dDocent_Contig_51980_75    2      959  0.443  0.439  0.342  0.904  0.829  0.739  0.411  0.634   NS  -0.0052
dDocent_Contig_51980_191    2      958  0.103  0.104  0.098  0.995  0.951  0.909  0.809  0.900   ND   0.0012
dDocent_Contig_52607_68    2      970  0.414  0.401  0.320  0.920  0.840  0.752  0.439  0.659   NS  -0.0167
dDocent_Contig_52607_178    2      970  0.301  0.299  0.254  0.955  0.873  0.793  0.537  0.735   NS  -0.0045
dDocent_Contig_52607_189    2      970  0.502  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0115
dDocent_Contig_52659_22    2      977  0.157  0.146  0.135  0.989  0.932  0.878  0.740  0.862   NS  -0.0346
dDocent_Contig_52659_131    2      977  0.366  0.331  0.276  0.945  0.862  0.779  0.503  0.711   NS  -0.0517
dDocent_Contig_52659_135    2      977  0.528  0.397  0.318  0.921  0.841  0.753  0.442  0.662  ***  -0.1415
dDocent_Contig_52762_26    2      967  0.171  0.168  0.154  0.986  0.923  0.864  0.706  0.843   NS  -0.0078
dDocent_Contig_52762_63    2      967  0.262  0.244  0.214  0.970  0.893  0.820  0.601  0.778   NS  -0.0350
dDocent_Contig_52762_191    2      966  0.491  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0031
dDocent_Contig_55792_20    3      944  0.993  0.577  0.487  0.834  0.716  0.579  0.269  0.529  ***  -0.2867
dDocent_Contig_57847_60    2      968  0.395  0.372  0.303  0.931  0.849  0.762  0.464  0.680   NS  -0.0297
dDocent_Contig_57847_129    2      968  0.212  0.207  0.186  0.979  0.907  0.840  0.650  0.809   NS  -0.0114
dDocent_Contig_57847_158    2      968  0.467  0.426  0.335  0.910  0.833  0.743  0.421  0.642   NS  -0.0466
dDocent_Contig_58785_87    2      961  0.499  0.475  0.362  0.887  0.819  0.727  0.388  0.610   NS  -0.0251
dDocent_Contig_59276_44    2      965  0.191  0.204  0.183  0.979  0.909  0.842  0.655  0.812   NS   0.0328
dDocent_Contig_60879_125    3      944  0.972  0.627  0.555  0.803  0.658  0.508  0.211  0.489  ***  -0.2431
dDocent_Contig_60901_12    2      948  0.131  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND  -0.0263
dDocent_Contig_60901_60    2      948  0.457  0.415  0.329  0.914  0.836  0.747  0.428  0.650   NS  -0.0480
dDocent_Contig_60901_165    2      947  0.161  0.153  0.141  0.988  0.929  0.874  0.729  0.856   NS  -0.0242
dDocent_Contig_61776_44    2      962  0.099  0.100  0.095  0.995  0.953  0.912  0.816  0.904   ND   0.0037
dDocent_Contig_65686_117    2      976  0.540  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0398
dDocent_Contig_65686_166    2      976  0.135  0.137  0.127  0.991  0.936  0.885  0.755  0.870   NS   0.0052
dDocent_Contig_66997_36    2      965  0.237  0.223  0.198  0.975  0.901  0.831  0.628  0.795   NS  -0.0306
dDocent_Contig_66997_48    2      965  0.405  0.378  0.306  0.929  0.847  0.760  0.459  0.676   NS  -0.0356
dDocent_Contig_66997_73    2      965  0.406  0.378  0.306  0.929  0.847  0.760  0.458  0.676   NS  -0.0362
dDocent_Contig_66997_109    2      965  0.467  0.447  0.347  0.900  0.827  0.736  0.406  0.628   NS  -0.0230
dDocent_Contig_66997_119    2      965  0.384  0.363  0.297  0.934  0.852  0.766  0.472  0.687   NS  -0.0294
dDocent_Contig_66997_159    2      965  0.187  0.191  0.173  0.982  0.914  0.850  0.673  0.823   NS   0.0110
dDocent_Contig_66997_162    2      965  0.229  0.222  0.197  0.975  0.901  0.832  0.630  0.797   NS  -0.0163
dDocent_Contig_67441_72    2      985  0.166  0.159  0.147  0.987  0.927  0.869  0.719  0.850   NS  -0.0219
dDocent_Contig_68601_151    2      968  0.269  0.249  0.218  0.969  0.891  0.817  0.595  0.774   NS  -0.0381
dDocent_Contig_69609_38    2      951  0.158  0.206  0.185  0.979  0.908  0.840  0.651  0.810  ***   0.1332
dDocent_Contig_69609_77    2      951  0.135  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND  -0.0276
dDocent_Contig_69609_103    2      951  0.245  0.232  0.205  0.973  0.897  0.826  0.616  0.788   NS  -0.0269
dDocent_Contig_70200_132    2      962  0.501  0.484  0.367  0.883  0.817  0.724  0.384  0.604   NS  -0.0177
dDocent_Contig_70200_183    2      962  0.498  0.484  0.367  0.883  0.817  0.724  0.384  0.604   NS  -0.0147
dDocent_Contig_71724_77    2      940  0.167  0.160  0.147  0.987  0.926  0.869  0.718  0.849   NS  -0.0211
dDocent_Contig_71724_110    2      940  0.154  0.148  0.137  0.989  0.932  0.877  0.737  0.860   NS  -0.0216
dDocent_Contig_71724_127    2      940  0.239  0.220  0.196  0.976  0.902  0.832  0.632  0.798   NS  -0.0414
dDocent_Contig_71724_143    2      940  0.130  0.127  0.119  0.992  0.941  0.892  0.770  0.879   ND  -0.0113
dDocent_Contig_71842_20    2      942  0.153  0.147  0.136  0.989  0.932  0.878  0.739  0.861   NS  -0.0211
dDocent_Contig_76419_127    2      977  0.100  0.095  0.091  0.995  0.955  0.915  0.823  0.908   ND  -0.0165
dDocent_Contig_76878_88    2      969  0.153  0.148  0.137  0.989  0.931  0.877  0.737  0.860   NS  -0.0156
dDocent_Contig_78761_74    2      978  0.110  0.106  0.101  0.994  0.950  0.907  0.805  0.898   ND  -0.0198
dDocent_Contig_81218_42    2      975  0.427  0.398  0.319  0.921  0.841  0.753  0.442  0.662   NS  -0.0351
dDocent_Contig_81218_154    2      975  0.436  0.409  0.325  0.916  0.837  0.749  0.433  0.654   NS  -0.0319
dDocent_Contig_81859_141    2      962  0.098  0.100  0.095  0.995  0.952  0.911  0.814  0.903   ND   0.0136
dDocent_Contig_81859_205    2      959  0.108  0.112  0.106  0.994  0.947  0.903  0.795  0.893   ND   0.0153
dDocent_Contig_82715_177    2      967  0.333  0.348  0.288  0.939  0.856  0.772  0.486  0.697   NS   0.0222
dDocent_Contig_87924_133    2      967  0.138  0.130  0.121  0.992  0.939  0.890  0.766  0.876   ND  -0.0286
dDocent_Contig_87924_170    2      967  0.100  0.095  0.091  0.995  0.955  0.915  0.823  0.908   ND  -0.0165
dDocent_Contig_88161_54    2      974  0.252  0.264  0.229  0.965  0.885  0.809  0.576  0.762   NS   0.0244
dDocent_Contig_88161_202    2      973  0.262  0.252  0.220  0.968  0.890  0.816  0.592  0.772   NS  -0.0207
dDocent_Contig_91366_80    2      957  0.345  0.327  0.274  0.947  0.863  0.780  0.506  0.713   NS  -0.0266
dDocent_Contig_91366_176    2      979  0.200  0.187  0.169  0.983  0.915  0.852  0.679  0.826   NS  -0.0350
dDocent_Contig_92706_173    2      968  0.113  0.115  0.109  0.993  0.946  0.900  0.789  0.890   ND   0.0122
dDocent_Contig_92915_168    2      939  0.328  0.313  0.264  0.951  0.868  0.787  0.521  0.724   NS  -0.0242
dDocent_Contig_93261_99    2      945  0.265  0.250  0.218  0.969  0.891  0.817  0.594  0.774   NS  -0.0295
dDocent_Contig_93261_117    2      945  0.111  0.109  0.103  0.994  0.949  0.905  0.800  0.896   ND  -0.0110
dDocent_Contig_93261_130    2      945  0.298  0.277  0.239  0.962  0.881  0.803  0.561  0.752   NS  -0.0371
dDocent_Contig_93261_186    2      945  0.254  0.237  0.209  0.972  0.895  0.823  0.610  0.784   NS  -0.0340
dDocent_Contig_93261_192    2      945  0.254  0.237  0.209  0.972  0.895  0.823  0.610  0.784   NS  -0.0340
dDocent_Contig_95068_189    2      963  0.207  0.208  0.186  0.978  0.907  0.839  0.649  0.808   NS   0.0031
dDocent_Contig_96069_85    2      966  0.205  0.199  0.179  0.980  0.911  0.845  0.662  0.816   NS  -0.0158
dDocent_Contig_96069_136    2      966  0.499  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0213
dDocent_Contig_96822_40    2      978  0.288  0.294  0.251  0.957  0.875  0.795  0.542  0.739   NS   0.0094
dDocent_Contig_96822_41    2      978  0.411  0.397  0.318  0.921  0.841  0.753  0.442  0.662   NS  -0.0174
dDocent_Contig_96822_187    2      978  0.517  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0287
dDocent_Contig_98535_11    2      967  0.287  0.283  0.243  0.960  0.879  0.800  0.554  0.747   NS  -0.0078
dDocent_Contig_98535_180    2      967  0.139  0.140  0.130  0.990  0.935  0.883  0.750  0.868   NS   0.0036
dDocent_Contig_99316_155    2      972  0.280  0.271  0.234  0.963  0.883  0.806  0.568  0.757   NS  -0.0163
dDocent_Contig_104041_47    2      962  0.529  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0304
dDocent_Contig_104041_91    2      962  0.239  0.232  0.205  0.973  0.897  0.826  0.616  0.788   NS  -0.0145
