Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 3/4/2016 3:57:14 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_3714_180    2      829  0.491  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0281
dDocent_Contig_3777_73    2      834  0.496  0.473  0.361  0.888  0.820  0.727  0.390  0.611   NS  -0.0248
dDocent_Contig_3777_131    2      834  0.460  0.432  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0321
dDocent_Contig_3873_170    2      826  0.496  0.482  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0155
dDocent_Contig_4000_21    2      845  0.387  0.406  0.324  0.918  0.838  0.750  0.435  0.656   NS   0.0242
dDocent_Contig_4000_67    2      845  0.471  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0076
dDocent_Contig_4000_96    2      845  0.493  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0063
dDocent_Contig_4092_155    2      833  0.361  0.396  0.318  0.922  0.841  0.753  0.443  0.663   NS   0.0457
dDocent_Contig_4186_181    2      824  0.375  0.361  0.296  0.935  0.852  0.767  0.474  0.688   NS  -0.0195
dDocent_Contig_4224_100    2      835  0.395  0.374  0.304  0.930  0.848  0.762  0.462  0.678   NS  -0.0274
dDocent_Contig_4224_158    2      835  0.447  0.434  0.340  0.906  0.830  0.740  0.415  0.637   NS  -0.0147
dDocent_Contig_4242_47    2      839  0.439  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS   0.0315
dDocent_Contig_4242_104    2      839  0.360  0.362  0.296  0.935  0.852  0.766  0.473  0.687   NS   0.0026
dDocent_Contig_4453_28    2      839  0.451  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0471
dDocent_Contig_4453_92    2      839  0.313  0.338  0.281  0.943  0.860  0.776  0.496  0.705   NS   0.0372
dDocent_Contig_4460_32    2      820  0.427  0.422  0.333  0.911  0.834  0.744  0.423  0.645   NS  -0.0058
dDocent_Contig_4543_109    2      833  0.331  0.343  0.284  0.941  0.858  0.774  0.491  0.701   NS   0.0171
dDocent_Contig_4543_203    2      833  0.408  0.410  0.326  0.916  0.837  0.748  0.432  0.653   NS   0.0025
dDocent_Contig_4769_164    2      838  0.708  0.481  0.365  0.884  0.817  0.725  0.385  0.606  ***  -0.1906
dDocent_Contig_4772_30    2      827  0.385  0.384  0.310  0.926  0.845  0.758  0.454  0.672   NS  -0.0012
dDocent_Contig_4772_104    2      827  0.299  0.330  0.276  0.945  0.862  0.779  0.503  0.711   NS   0.0501
dDocent_Contig_4825_162    2      847  0.501  0.458  0.353  0.895  0.823  0.732  0.399  0.621   NS  -0.0442
dDocent_Contig_4871_75    2      828  0.486  0.469  0.359  0.890  0.820  0.729  0.392  0.613   NS  -0.0172
dDocent_Contig_4871_81    2      828  0.350  0.339  0.281  0.943  0.859  0.775  0.494  0.704   NS  -0.0165
dDocent_Contig_4871_106    2      828  0.493  0.488  0.369  0.881  0.816  0.723  0.381  0.602   NS  -0.0052
dDocent_Contig_4871_174    2      828  0.492  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS   0.0013
dDocent_Contig_4894_13    2      832  0.394  0.378  0.306  0.929  0.847  0.760  0.459  0.676   NS  -0.0218
dDocent_Contig_4894_40    2      832  0.457  0.460  0.354  0.894  0.823  0.732  0.398  0.620   NS   0.0033
dDocent_Contig_4921_106    2      827  0.450  0.438  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0132
dDocent_Contig_4921_125    2      827  0.409  0.402  0.321  0.919  0.840  0.751  0.439  0.659   NS  -0.0089
dDocent_Contig_4921_150    2      827  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0050
dDocent_Contig_4944_148    2      830  0.506  0.485  0.367  0.882  0.816  0.723  0.383  0.603   NS  -0.0213
dDocent_Contig_5048_60    2      830  0.460  0.443  0.345  0.902  0.828  0.737  0.408  0.631   NS  -0.0190
dDocent_Contig_5048_93    2      830  0.487  0.494  0.372  0.878  0.814  0.721  0.378  0.597   NS   0.0075
dDocent_Contig_5048_102    2      830  0.489  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0087
dDocent_Contig_5048_114    2      830  0.327  0.329  0.275  0.946  0.862  0.779  0.504  0.711   NS   0.0042
dDocent_Contig_5416_66    2      852  0.404  0.451  0.349  0.899  0.825  0.735  0.403  0.626   NS   0.0547
dDocent_Contig_5565_25    2      841  0.367  0.352  0.290  0.938  0.855  0.770  0.482  0.695   NS  -0.0218
dDocent_Contig_5644_86    2      831  0.496  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0004
dDocent_Contig_5644_202    2      831  0.377  0.373  0.303  0.931  0.849  0.762  0.463  0.680   NS  -0.0058
dDocent_Contig_5715_80    2      834  0.529  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0289
dDocent_Contig_5834_55    2      822  0.468  0.473  0.361  0.888  0.819  0.727  0.390  0.611   NS   0.0049
dDocent_Contig_5958_97    2      835  0.425  0.403  0.322  0.919  0.839  0.751  0.438  0.658   NS  -0.0269
dDocent_Contig_5958_183    2      835  0.497  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0030
dDocent_Contig_6015_185    2      823  0.498  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0011
dDocent_Contig_6097_96    2      841  0.422  0.420  0.332  0.912  0.834  0.745  0.424  0.646   NS  -0.0023
dDocent_Contig_6184_147    2      825  0.525  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0290
dDocent_Contig_6302_175    2      852  0.454  0.438  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0186
dDocent_Contig_6381_200    2      827  0.778  0.500  0.375  0.875  0.813  0.719  0.375  0.594  ***  -0.2174
dDocent_Contig_6382_64    2      840  0.324  0.319  0.268  0.949  0.866  0.784  0.515  0.719   NS  -0.0082
dDocent_Contig_6510_19    2      841  0.463  0.469  0.359  0.890  0.821  0.729  0.392  0.614   NS   0.0061
dDocent_Contig_6510_42    2      841  0.495  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0054
dDocent_Contig_6510_48    2      841  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0042
dDocent_Contig_6747_197    2      826  0.487  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0118
dDocent_Contig_6841_133    2      858  0.456  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0321
dDocent_Contig_7037_101    2      839  0.482  0.464  0.356  0.893  0.822  0.730  0.395  0.617   NS  -0.0192
dDocent_Contig_7072_24    2      854  0.465  0.460  0.354  0.894  0.823  0.732  0.398  0.620   NS  -0.0058
dDocent_Contig_7072_193    2      854  0.383  0.392  0.315  0.923  0.842  0.755  0.447  0.666   NS   0.0117
dDocent_Contig_7118_33    2      832  0.483  0.457  0.353  0.896  0.824  0.732  0.399  0.621   NS  -0.0278
dDocent_Contig_7118_74    2      831  0.520  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0212
dDocent_Contig_7118_127    2      832  0.343  0.339  0.281  0.943  0.859  0.776  0.495  0.705   NS  -0.0061
dDocent_Contig_7182_105    2      829  0.405  0.390  0.314  0.924  0.843  0.756  0.448  0.667   NS  -0.0194
dDocent_Contig_7235_155    2      838  0.464  0.470  0.360  0.890  0.820  0.728  0.391  0.613   NS   0.0063
dDocent_Contig_7235_182    2      838  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0042
dDocent_Contig_7333_33    2      824  0.351  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0144
dDocent_Contig_7372_44    2      843  0.321  0.327  0.273  0.947  0.863  0.780  0.506  0.713   NS   0.0084
dDocent_Contig_7372_64    2      843  0.380  0.368  0.300  0.932  0.850  0.764  0.467  0.683   NS  -0.0154
dDocent_Contig_7414_8    2      846  0.423  0.408  0.324  0.917  0.838  0.749  0.434  0.655   NS  -0.0189
dDocent_Contig_7490_154    2      823  0.403  0.410  0.326  0.916  0.837  0.748  0.432  0.653   NS   0.0082
dDocent_Contig_7551_135    2      829  0.458  0.474  0.362  0.888  0.819  0.727  0.389  0.610   NS   0.0168
dDocent_Contig_7680_10    2      834  0.367  0.347  0.287  0.940  0.857  0.772  0.487  0.698   NS  -0.0285
dDocent_Contig_7680_22    2      834  0.528  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0273
dDocent_Contig_7680_97    2      834  0.522  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0225
dDocent_Contig_7680_114    2      834  0.523  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0235
dDocent_Contig_7790_25    2      833  0.472  0.471  0.360  0.889  0.820  0.728  0.391  0.612   NS  -0.0013
dDocent_Contig_7790_109    2      833  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0066
dDocent_Contig_7790_111    2      833  0.339  0.335  0.279  0.944  0.861  0.777  0.499  0.707   NS  -0.0057
dDocent_Contig_7855_93    2      849  0.462  0.445  0.346  0.901  0.827  0.737  0.407  0.630   NS  -0.0191
dDocent_Contig_7922_100    2      853  0.302  0.332  0.277  0.945  0.862  0.778  0.502  0.710   NS   0.0460
dDocent_Contig_7922_135    2      853  0.430  0.416  0.329  0.914  0.835  0.746  0.428  0.649   NS  -0.0171
dDocent_Contig_7959_175    2      833  0.466  0.452  0.350  0.898  0.825  0.734  0.403  0.625   NS  -0.0154
dDocent_Contig_7971_104    2      828  0.365  0.375  0.305  0.930  0.848  0.761  0.461  0.678   NS   0.0139
dDocent_Contig_7971_131    2      828  0.321  0.335  0.279  0.944  0.861  0.777  0.499  0.707   NS   0.0206
dDocent_Contig_7971_165    2      828  0.370  0.375  0.305  0.930  0.848  0.761  0.461  0.678   NS   0.0073
dDocent_Contig_8010_116    2      828  0.368  0.372  0.303  0.931  0.849  0.762  0.464  0.680   NS   0.0049
dDocent_Contig_8010_133    2      828  0.343  0.363  0.297  0.934  0.852  0.766  0.472  0.687   NS   0.0278
dDocent_Contig_8058_151    2      824  0.510  0.479  0.364  0.885  0.818  0.725  0.386  0.607   NS  -0.0314
dDocent_Contig_8079_64    2      832  0.349  0.339  0.282  0.943  0.859  0.775  0.494  0.704   NS  -0.0138
dDocent_Contig_8079_176    2      832  0.481  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0028
dDocent_Contig_8223_61    2      827  0.438  0.447  0.347  0.900  0.826  0.736  0.406  0.628   NS   0.0106
dDocent_Contig_8378_16    2      826  0.420  0.394  0.316  0.923  0.842  0.754  0.445  0.664   NS  -0.0325
dDocent_Contig_8378_100    2      826  0.506  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0105
dDocent_Contig_8548_150    2      848  0.489  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0106
dDocent_Contig_8548_196    2      848  0.355  0.360  0.295  0.935  0.852  0.767  0.475  0.689   NS   0.0068
dDocent_Contig_8622_88    2      831  0.446  0.440  0.343  0.903  0.828  0.738  0.410  0.633   NS  -0.0073
dDocent_Contig_8622_173    2      831  0.367  0.357  0.293  0.936  0.853  0.768  0.477  0.691   NS  -0.0135
dDocent_Contig_8714_76    2      821  0.491  0.469  0.359  0.890  0.820  0.729  0.392  0.613   NS  -0.0226
dDocent_Contig_8714_138    2      821  0.402  0.416  0.329  0.914  0.835  0.746  0.428  0.649   NS   0.0169
dDocent_Contig_8749_75    2      839  0.420  0.415  0.329  0.914  0.836  0.747  0.429  0.650   NS  -0.0061
dDocent_Contig_8749_150    2      839  0.329  0.343  0.284  0.941  0.858  0.774  0.491  0.702   NS   0.0201
dDocent_Contig_8778_49    2      828  0.424  0.496  0.373  0.877  0.814  0.720  0.377  0.596    *   0.0783
dDocent_Contig_8787_64    2      831  0.452  0.460  0.354  0.895  0.823  0.732  0.398  0.620   NS   0.0075
dDocent_Contig_8787_116    2      831  0.420  0.436  0.341  0.905  0.830  0.740  0.413  0.635   NS   0.0184
dDocent_Contig_8799_85    2      825  0.389  0.395  0.317  0.922  0.841  0.754  0.444  0.663   NS   0.0076
dDocent_Contig_8799_131    2      825  0.392  0.404  0.322  0.918  0.839  0.751  0.437  0.657   NS   0.0154
dDocent_Contig_8799_184    2      824  0.431  0.445  0.346  0.901  0.827  0.736  0.407  0.629   NS   0.0163
dDocent_Contig_8832_28    2      822  0.393  0.379  0.307  0.928  0.847  0.760  0.458  0.675   NS  -0.0186
dDocent_Contig_8832_116    2      822  0.392  0.382  0.309  0.927  0.846  0.759  0.455  0.673   NS  -0.0131
dDocent_Contig_8832_185    2      822  0.495  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS   0.0005
dDocent_Contig_8906_54    2      832  0.501  0.497  0.374  0.876  0.813  0.720  0.376  0.596   NS  -0.0041
dDocent_Contig_8906_56    2      832  0.501  0.497  0.374  0.876  0.813  0.720  0.376  0.596   NS  -0.0041
dDocent_Contig_8907_154    2      825  0.396  0.403  0.322  0.919  0.839  0.751  0.438  0.658   NS   0.0079
dDocent_Contig_8929_17    2      852  0.593  0.417  0.330  0.913  0.835  0.746  0.427  0.648  ***  -0.1737
dDocent_Contig_8929_20    2      852  0.567  0.485  0.367  0.883  0.816  0.724  0.383  0.604  ***  -0.0786
dDocent_Contig_8929_21    2      852  0.580  0.414  0.328  0.914  0.836  0.747  0.429  0.650  ***  -0.1671
dDocent_Contig_8929_60    2      852  0.538  0.394  0.316  0.922  0.842  0.754  0.445  0.664  ***  -0.1537
dDocent_Contig_8929_63    2      852  0.538  0.394  0.316  0.922  0.842  0.754  0.445  0.664  ***  -0.1537
dDocent_Contig_8929_65    2      852  0.602  0.430  0.337  0.908  0.831  0.742  0.417  0.639  ***  -0.1668
dDocent_Contig_9046_23    2      836  0.457  0.443  0.345  0.902  0.828  0.737  0.408  0.631   NS  -0.0154
dDocent_Contig_9046_49    2      836  0.470  0.462  0.355  0.893  0.822  0.731  0.396  0.618   NS  -0.0089
dDocent_Contig_9046_171    2      836  0.397  0.376  0.305  0.929  0.847  0.761  0.460  0.677   NS  -0.0271
dDocent_Contig_9112_201    2      839  0.421  0.426  0.335  0.910  0.833  0.743  0.421  0.642   NS   0.0055
dDocent_Contig_9137_103    2      821  0.532  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0384
dDocent_Contig_9411_105    2      825  0.502  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0034
dDocent_Contig_9433_128    2      831  0.513  0.489  0.369  0.880  0.815  0.722  0.381  0.601   NS  -0.0235
dDocent_Contig_9801_10    2      827  0.342  0.347  0.287  0.940  0.857  0.772  0.487  0.698   NS   0.0065
dDocent_Contig_9994_129    2      826  0.438  0.448  0.347  0.900  0.826  0.736  0.405  0.628   NS   0.0103
dDocent_Contig_10489_23    2      833  0.517  0.469  0.359  0.890  0.821  0.729  0.392  0.614   NS  -0.0499
dDocent_Contig_10570_42    2      827  0.513  0.487  0.368  0.881  0.816  0.723  0.382  0.602   NS  -0.0256
dDocent_Contig_10570_61    2      827  0.499  0.485  0.367  0.883  0.816  0.724  0.383  0.604   NS  -0.0152
dDocent_Contig_10570_151    2      827  0.496  0.484  0.367  0.883  0.817  0.724  0.384  0.604   NS  -0.0122
dDocent_Contig_10661_136    2      831  0.897  0.498  0.374  0.876  0.813  0.720  0.376  0.595  ***  -0.2863
dDocent_Contig_10872_197    2      824  0.413  0.415  0.329  0.914  0.836  0.747  0.428  0.650   NS   0.0027
dDocent_Contig_11237_146    2      840  0.555  0.404  0.322  0.918  0.839  0.751  0.437  0.657  ***  -0.1571
dDocent_Contig_11245_85    2      828  0.458  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0340
dDocent_Contig_11245_106    2      828  0.371  0.366  0.299  0.933  0.851  0.765  0.469  0.684   NS  -0.0068
dDocent_Contig_11251_90    2      834  0.390  0.383  0.310  0.927  0.845  0.758  0.454  0.672   NS  -0.0083
dDocent_Contig_11283_89    2      836  0.468  0.445  0.346  0.901  0.827  0.737  0.407  0.630   NS  -0.0256
dDocent_Contig_11283_193    2      836  0.506  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0060
dDocent_Contig_11283_196    2      836  0.506  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0060
dDocent_Contig_11524_69    2      832  0.523  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0276
dDocent_Contig_11524_75    2      832  0.523  0.495  0.372  0.877  0.814  0.720  0.378  0.597   NS  -0.0273
dDocent_Contig_11524_109    2      832  0.359  0.395  0.317  0.922  0.841  0.754  0.444  0.663   NS   0.0474
dDocent_Contig_11579_11    2      824  0.513  0.488  0.369  0.881  0.816  0.722  0.381  0.601   NS  -0.0252
dDocent_Contig_11579_102    2      827  0.511  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0130
dDocent_Contig_11579_118    2      827  0.386  0.364  0.297  0.934  0.851  0.766  0.471  0.686   NS  -0.0296
dDocent_Contig_11579_128    2      824  0.470  0.442  0.344  0.902  0.828  0.737  0.409  0.631   NS  -0.0305
dDocent_Contig_11584_22    2      836  0.443  0.440  0.343  0.903  0.828  0.738  0.411  0.633   NS  -0.0031
dDocent_Contig_11586_124    2      835  0.462  0.476  0.362  0.887  0.819  0.727  0.388  0.609   NS   0.0141
dDocent_Contig_11632_160    2      826  0.355  0.369  0.301  0.932  0.850  0.764  0.466  0.682   NS   0.0196
dDocent_Contig_11632_172    2      827  0.490  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0054
dDocent_Contig_11693_166    2      833  0.439  0.443  0.345  0.902  0.828  0.737  0.408  0.631   NS   0.0042
dDocent_Contig_11774_167    2      824  0.336  0.334  0.278  0.944  0.861  0.778  0.499  0.708   NS  -0.0035
dDocent_Contig_12008_32    2      828  0.466  0.455  0.352  0.896  0.824  0.733  0.400  0.623   NS  -0.0120
dDocent_Contig_12435_98    2      833  0.505  0.487  0.368  0.882  0.816  0.723  0.382  0.602   NS  -0.0189
dDocent_Contig_12473_201    2      826  0.472  0.462  0.355  0.893  0.822  0.731  0.396  0.618   NS  -0.0110
dDocent_Contig_12649_33    2      843  0.497  0.477  0.363  0.886  0.818  0.726  0.387  0.609   NS  -0.0209
dDocent_Contig_12649_145    2      843  0.444  0.462  0.355  0.893  0.822  0.731  0.396  0.618   NS   0.0200
dDocent_Contig_12649_166    2      843  0.325  0.333  0.278  0.945  0.861  0.778  0.500  0.708   NS   0.0123
dDocent_Contig_12960_39    2      826  0.488  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0095
dDocent_Contig_12960_92    2      826  0.351  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0148
dDocent_Contig_12960_125    2      826  0.495  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0044
dDocent_Contig_13246_75    2      833  0.502  0.482  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0208
