Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 11/21/2016 11:36:15 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI
dDocent_Contig_6058_120    2     1942  0.475  0.495  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_6058_126    2     1942  0.481  0.495  0.372  0.877  0.814  0.720  0.378  0.597
dDocent_Contig_6510_42    2     1945  0.471  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_6510_48    2     1945  0.478  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_6644_18    2     1940  0.454  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_6689_144    2     1931  0.477  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_6722_121    2     1930  0.431  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_6757_103    2     1921  0.481  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_6830_130    2     1912  0.477  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_6831_50    2     1931  0.469  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_6831_97    2     1931  0.452  0.479  0.364  0.885  0.818  0.725  0.386  0.607
dDocent_Contig_6846_65    2     1916  0.471  0.480  0.364  0.885  0.818  0.725  0.386  0.607
dDocent_Contig_6954_100    2     1918  0.452  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_7068_50    2     1886  0.476  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_7078_106    2     1915  0.467  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7079_55    3     1929  0.475  0.500  0.375  0.875  0.812  0.718  0.375  0.594
dDocent_Contig_7118_74    2     1938  0.506  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7148_50    2     1913  0.490  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7188_115    2     1924  0.477  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_7200_96    2     1912  0.490  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_7271_20    2     1911  0.458  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_7408_114    2     1937  0.485  0.497  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_7534_139    3     1919  0.459  0.492  0.371  0.879  0.814  0.720  0.379  0.599
dDocent_Contig_7588_128    2     1900  0.442  0.488  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_7628_94    2     1927  0.489  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7680_22    2     1945  0.500  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7680_114    2     1945  0.494  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_7683_102    2     1925  0.476  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_7683_137    2     1925  0.476  0.496  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_7738_98    2     1925  0.500  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_7761_97    2     1922  0.468  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_7886_125    2     1918  0.480  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_8046_98    2     1918  0.480  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_8144_89    2     1917  0.481  0.488  0.369  0.881  0.816  0.723  0.381  0.602
dDocent_Contig_8189_87    2     1931  0.481  0.493  0.372  0.878  0.814  0.721  0.378  0.598
dDocent_Contig_8237_136    2     1922  0.442  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_8275_40    2     1916  0.487  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_8293_35    2     1927  0.468  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_8365_86    2     1930  0.466  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_8378_100    2     1943  0.472  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_8436_15    2     1915  0.495  0.487  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_8489_24    2     1922  0.473  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_8906_54    2     1942  0.482  0.497  0.374  0.876  0.813  0.720  0.376  0.596
dDocent_Contig_9137_103    2     1931  0.499  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_9267_19    2     1936  0.477  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_9267_128    2     1936  0.481  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_9273_49    2     1924  0.476  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_9411_105    2     1940  0.479  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_9416_106    2     1919  0.448  0.487  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_9433_128    2     1939  0.482  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_9584_115    2     1915  0.469  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_9683_48    2     1925  0.494  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_9808_27    2     1913  0.488  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_9854_121    2     1933  0.475  0.491  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_9912_29    2     1927  0.486  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_10072_117    2     1915  0.476  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_10117_139    2     1899  0.458  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_10163_54    2     1920  0.465  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_10328_59    2     1913  0.471  0.497  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_10328_121    2     1913  0.462  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_10330_121    2     1930  0.467  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_10374_122    2     1921  0.481  0.498  0.374  0.876  0.813  0.720  0.376  0.595
dDocent_Contig_10460_87    2     1926  0.476  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_10570_42    2     1931  0.474  0.485  0.367  0.882  0.816  0.724  0.383  0.603
dDocent_Contig_10570_61    2     1931  0.459  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_10665_66    2     1931  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_10674_117    2     1917  0.463  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_10734_81    2     1911  0.445  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_10915_118    2     1927  0.498  0.492  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_10932_102    2     1939  0.462  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_10981_64    2     1928  0.490  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_11009_7    2     1869  0.467  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_11215_96    2     1927  0.488  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_11341_102    2     1929  0.471  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_11395_127    2     1933  0.486  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_11441_131    2     1928  0.470  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_11524_69    2     1932  0.482  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_11524_75    2     1932  0.482  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_11579_11    2     1930  0.483  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_11709_73    2     1896  0.474  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_11828_121    2     1872  0.461  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_11864_22    2     1924  0.459  0.492  0.371  0.879  0.814  0.721  0.379  0.599
dDocent_Contig_12186_110    2     1915  0.491  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_12235_91    2     1928  0.490  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_12284_9    2     1930  0.489  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_12327_66    2     1913  0.479  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_12435_98    2     1939  0.479  0.483  0.367  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_12444_100    2     1917  0.465  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_12489_36    2     1917  0.460  0.478  0.364  0.886  0.818  0.726  0.387  0.608
dDocent_Contig_12810_83    2     1939  0.493  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_12937_82    2     1916  0.443  0.497  0.374  0.876  0.813  0.720  0.376  0.596
dDocent_Contig_12960_39    2     1932  0.456  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_12960_125    2     1932  0.473  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_13159_106    2     1925  0.498  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13185_89    2     1899  0.491  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13193_78    2     1946  0.480  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_13216_68    2     1913  0.451  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13369_32    2     1918  0.462  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_13386_141    2     1927  0.505  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_13399_7    2     1917  0.458  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13399_36    2     1917  0.452  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13399_52    2     1917  0.478  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13552_132    2     1923  0.491  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_13577_81    2     1933  0.487  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_13591_31    2     1923  0.486  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_13718_135    2     1925  0.481  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_13832_82    2     1947  0.499  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_13839_87    2     1928  0.454  0.482  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_13912_121    2     1924  0.472  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13921_28    2     1926  0.494  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_13938_96    2     1914  0.471  0.480  0.365  0.885  0.818  0.725  0.386  0.607
dDocent_Contig_13977_7    2     1927  0.466  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_13977_80    2     1927  0.481  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_14002_124    2     1937  0.461  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_14144_86    2     1934  0.481  0.497  0.374  0.876  0.813  0.720  0.376  0.596
dDocent_Contig_14856_134    2     1933  0.485  0.488  0.369  0.881  0.816  0.723  0.381  0.602
dDocent_Contig_15127_74    2     1915  0.457  0.488  0.369  0.881  0.816  0.723  0.381  0.601
dDocent_Contig_15270_120    2     1919  0.439  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_15285_36    2     1939  0.490  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_15310_125    2     1905  0.448  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_15484_81    2     1938  0.444  0.480  0.365  0.885  0.818  0.725  0.386  0.606
dDocent_Contig_15484_94    2     1938  0.442  0.480  0.365  0.885  0.818  0.725  0.385  0.606
dDocent_Contig_15749_27    2     1916  0.501  0.497  0.374  0.876  0.813  0.720  0.376  0.596
dDocent_Contig_15785_97    2     1931  0.500  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_15844_39    2     1915  0.463  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_15887_25    2     1930  0.457  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_16072_55    2     1931  0.452  0.480  0.365  0.885  0.818  0.725  0.386  0.607
dDocent_Contig_16238_77    2     1931  0.483  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_16324_123    2     1915  0.456  0.483  0.366  0.884  0.817  0.724  0.384  0.605
dDocent_Contig_16406_53    2     1931  0.477  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_16406_125    2     1931  0.476  0.491  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_16416_52    2     1893  0.485  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_16513_130    2     1914  0.490  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_16626_11    2     1939  0.485  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_16651_8    2     1917  0.463  0.491  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_16681_125    2     1932  0.475  0.495  0.373  0.877  0.814  0.720  0.377  0.597
dDocent_Contig_16791_139    2     1925  0.458  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_16965_52    2     1937  0.457  0.485  0.367  0.882  0.816  0.723  0.383  0.603
dDocent_Contig_16975_63    2     1915  0.457  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_16975_98    2     1915  0.492  0.499  0.374  0.876  0.813  0.719  0.376  0.594
dDocent_Contig_17063_40    2     1937  0.469  0.491  0.370  0.880  0.815  0.722  0.380  0.599
dDocent_Contig_17063_70    2     1937  0.491  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_17127_114    2     1932  0.462  0.483  0.366  0.883  0.817  0.724  0.384  0.605
dDocent_Contig_17181_64    2     1924  0.473  0.499  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_17271_65    2     1918  0.466  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_17382_55    2     1914  0.495  0.498  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_17441_133    2     1926  0.454  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_17622_108    2     1932  0.503  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_17662_34    2     1923  0.463  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_17804_7    2     1933  0.467  0.489  0.370  0.880  0.815  0.722  0.381  0.601
dDocent_Contig_18054_65    2     1908  0.500  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_18152_125    2     1934  0.482  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_18212_129    2     1929  0.473  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_18212_143    2     1928  0.463  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_18400_136    2     1926  0.447  0.481  0.365  0.884  0.817  0.725  0.385  0.606
dDocent_Contig_18450_126    2     1923  0.495  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_18598_27    2     1943  0.485  0.483  0.366  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_18598_120    2     1942  0.511  0.499  0.374  0.876  0.813  0.719  0.376  0.595
dDocent_Contig_18712_126    2     1939  0.477  0.493  0.371  0.878  0.814  0.721  0.379  0.598
dDocent_Contig_18928_71    2     1928  0.475  0.494  0.372  0.878  0.814  0.721  0.378  0.597
dDocent_Contig_18967_82    2     1942  0.485  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_19042_142    2     1921  0.470  0.484  0.367  0.883  0.817  0.724  0.384  0.604
dDocent_Contig_19614_66    2     1923  0.467  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19793_21    2     1920  0.483  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_19897_37    2     1923  0.480  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_20180_18    2     1919  0.484  0.491  0.370  0.880  0.815  0.722  0.380  0.599
dDocent_Contig_20317_30    2     1912  0.437  0.480  0.365  0.885  0.818  0.725  0.385  0.606
dDocent_Contig_20572_81    2     1931  0.485  0.480  0.365  0.885  0.818  0.725  0.386  0.606
dDocent_Contig_21146_100    2     1923  0.478  0.484  0.367  0.883  0.817  0.724  0.383  0.604
dDocent_Contig_21395_27    2     1927  0.468  0.493  0.371  0.879  0.814  0.721  0.379  0.598
dDocent_Contig_21520_29    2     1924  0.472  0.490  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_21710_112    2     1915  0.480  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_21724_49    2     1933  0.440  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_21746_18    2     1931  0.467  0.482  0.366  0.884  0.817  0.725  0.385  0.605
dDocent_Contig_22136_35    2     1926  0.484  0.495  0.372  0.878  0.814  0.720  0.378  0.597
dDocent_Contig_22189_125    2     1939  0.500  0.496  0.373  0.877  0.814  0.720  0.377  0.596
dDocent_Contig_22194_26    2     1929  0.482  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22641_109    2     1937  0.465  0.486  0.368  0.882  0.816  0.723  0.382  0.602
dDocent_Contig_22842_65    2     1909  0.510  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_22865_19    2     1918  0.456  0.486  0.368  0.882  0.816  0.723  0.382  0.603
dDocent_Contig_22946_17    2     1927  0.467  0.491  0.370  0.880  0.815  0.722  0.380  0.600
dDocent_Contig_22946_76    2     1927  0.464  0.489  0.369  0.881  0.815  0.722  0.381  0.601
dDocent_Contig_22951_17    2     1931  0.464  0.491  0.371  0.879  0.815  0.722  0.380  0.599
dDocent_Contig_22951_103    2     1931  0.463  0.491  0.371  0.879  0.815  0.721  0.379  0.599
dDocent_Contig_23114_68    2     1932  0.460  0.484  0.367  0.883  0.816  0.724  0.383  0.604
dDocent_Contig_23114_91    2     1932  0.494  0.496  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_23345_13    2     1926  0.503  0.500  0.375  0.875  0.813  0.719  0.375  0.594
dDocent_Contig_23368_106    2     1919  0.490  0.497  0.373  0.877  0.813  0.720  0.377  0.596
dDocent_Contig_23381_104    2     1930  0.466  0.499  0.374  0.876  0.813  0.719  0.376  0.595
