Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 1/25/2016 12:04:50 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_1370_200    2      959  0.381  0.364  0.298  0.934  0.851  0.765  0.471  0.686   NS  -0.0222
dDocent_Contig_1370_204    2      959  0.492  0.448  0.347  0.900  0.826  0.736  0.405  0.628   NS  -0.0476
dDocent_Contig_1372_182    2      939  0.125  0.124  0.117  0.992  0.942  0.894  0.775  0.882   ND  -0.0014
dDocent_Contig_1544_113    2      959  0.264  0.241  0.212  0.971  0.894  0.821  0.605  0.781   NS  -0.0449
dDocent_Contig_1544_122    2      959  0.130  0.129  0.121  0.992  0.940  0.890  0.767  0.877   ND  -0.0049
dDocent_Contig_1544_146    2      959  0.129  0.128  0.120  0.992  0.940  0.891  0.768  0.878   ND  -0.0044
dDocent_Contig_1544_148    2      959  0.129  0.128  0.120  0.992  0.940  0.891  0.768  0.878   ND  -0.0044
dDocent_Contig_1544_161    2      959  0.126  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0043
dDocent_Contig_1670_166    2      976  0.168  0.154  0.142  0.988  0.929  0.873  0.728  0.855   NS  -0.0362
dDocent_Contig_1675_35    2      943  0.530  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0319
dDocent_Contig_1675_78    2      943  0.127  0.136  0.126  0.991  0.937  0.885  0.756  0.871   NS   0.0319
dDocent_Contig_1675_154    2      944  0.196  0.190  0.172  0.982  0.914  0.850  0.674  0.823   NS  -0.0148
dDocent_Contig_1675_163    2      944  0.177  0.175  0.160  0.985  0.920  0.859  0.696  0.836   NS  -0.0052
dDocent_Contig_1675_165    2      944  0.177  0.175  0.160  0.985  0.920  0.859  0.696  0.836   NS  -0.0052
dDocent_Contig_1677_60    2      942  0.191  0.192  0.173  0.982  0.913  0.849  0.672  0.822   NS   0.0009
dDocent_Contig_1677_174    2      942  0.328  0.309  0.261  0.952  0.870  0.788  0.526  0.727   NS  -0.0307
dDocent_Contig_1723_192    2      938  0.457  0.354  0.291  0.937  0.854  0.769  0.480  0.693  ***  -0.1270
dDocent_Contig_1772_93    2      945  0.397  0.382  0.309  0.927  0.846  0.759  0.455  0.673   NS  -0.0197
dDocent_Contig_1797_93    2      946  0.106  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0178
dDocent_Contig_1797_112    2      946  0.332  0.347  0.287  0.940  0.857  0.772  0.487  0.698   NS   0.0216
dDocent_Contig_1797_195    2      945  0.481  0.472  0.361  0.889  0.820  0.728  0.390  0.612   NS  -0.0100
dDocent_Contig_1816_51    2      948  0.142  0.138  0.128  0.991  0.936  0.884  0.753  0.869   NS  -0.0169
dDocent_Contig_1816_118    2      948  0.282  0.294  0.251  0.957  0.875  0.795  0.542  0.739   NS   0.0209
dDocent_Contig_1816_136    2      948  0.253  0.268  0.232  0.964  0.884  0.807  0.572  0.759   NS   0.0281
dDocent_Contig_1852_41    2      962  0.124  0.123  0.116  0.992  0.942  0.894  0.776  0.882   ND  -0.0016
dDocent_Contig_1852_75    2      962  0.148  0.156  0.144  0.988  0.928  0.872  0.725  0.853   NS   0.0275
dDocent_Contig_1852_116    2      962  0.392  0.396  0.318  0.922  0.841  0.753  0.443  0.663   NS   0.0051
dDocent_Contig_1852_170    2      962  0.164  0.163  0.150  0.987  0.925  0.867  0.714  0.847   NS  -0.0044
dDocent_Contig_1870_125    2      940  0.165  0.157  0.144  0.988  0.928  0.871  0.724  0.853   NS  -0.0258
dDocent_Contig_1870_197    2      940  0.099  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND   0.0136
dDocent_Contig_1915_36    2      956  0.158  0.165  0.151  0.986  0.924  0.866  0.711  0.846   NS   0.0206
dDocent_Contig_1915_78    2      956  0.456  0.438  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0208
dDocent_Contig_1915_99    2      956  0.145  0.149  0.138  0.989  0.931  0.876  0.735  0.859   NS   0.0122
dDocent_Contig_1915_114    2      956  0.117  0.123  0.116  0.992  0.942  0.894  0.777  0.883   ND   0.0248
dDocent_Contig_1915_141    2      956  0.370  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0420
dDocent_Contig_1977_18    2      943  0.105  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND   0.0008
dDocent_Contig_1986_189    2      945  0.365  0.345  0.286  0.940  0.857  0.773  0.488  0.700   NS  -0.0281
dDocent_Contig_1986_196    2      945  0.431  0.432  0.339  0.907  0.831  0.741  0.416  0.638   NS   0.0017
dDocent_Contig_1986_198    2      943  0.367  0.346  0.286  0.940  0.857  0.772  0.487  0.699   NS  -0.0290
dDocent_Contig_2121_8    2      945  0.142  0.157  0.144  0.988  0.928  0.871  0.723  0.852   NS   0.0500
dDocent_Contig_2121_53    2      945  0.513  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0232
dDocent_Contig_2121_79    2      945  0.483  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0049
dDocent_Contig_2130_168    2      961  0.171  0.168  0.154  0.986  0.923  0.864  0.706  0.843   NS  -0.0076
dDocent_Contig_2130_169    2      961  0.186  0.187  0.170  0.982  0.915  0.852  0.678  0.826   NS   0.0027
dDocent_Contig_2130_203    2      957  0.106  0.106  0.100  0.994  0.950  0.907  0.806  0.899   ND   0.0001
dDocent_Contig_2143_16    2      939  0.439  0.424  0.334  0.910  0.833  0.744  0.422  0.644   NS  -0.0176
dDocent_Contig_2143_31    2      939  0.426  0.391  0.314  0.924  0.843  0.755  0.448  0.667   NS  -0.0432
dDocent_Contig_2143_151    2      939  0.478  0.474  0.361  0.888  0.819  0.727  0.389  0.611   NS  -0.0049
dDocent_Contig_2155_98    2      954  0.133  0.139  0.129  0.990  0.935  0.883  0.752  0.869   NS   0.0204
dDocent_Contig_2155_140    2      954  0.488  0.461  0.354  0.894  0.823  0.731  0.397  0.619   NS  -0.0294
dDocent_Contig_2155_167    2      954  0.155  0.159  0.146  0.987  0.927  0.870  0.720  0.851   NS   0.0119
dDocent_Contig_2155_176    2      954  0.493  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS  -0.0270
dDocent_Contig_2196_68    2      954  0.441  0.433  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0103
dDocent_Contig_2196_92    2      954  0.517  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0217
dDocent_Contig_2196_114    2      954  0.220  0.201  0.181  0.980  0.910  0.844  0.659  0.814   NS  -0.0459
dDocent_Contig_2196_122    2      953  0.316  0.306  0.259  0.953  0.870  0.790  0.529  0.729   NS  -0.0162
dDocent_Contig_2196_205    2      951  0.254  0.236  0.208  0.972  0.896  0.824  0.612  0.785   NS  -0.0376
dDocent_Contig_2197_47    2      956  0.110  0.104  0.098  0.995  0.951  0.909  0.809  0.900   ND  -0.0191
dDocent_Contig_2445_12    2      950  0.403  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0062
dDocent_Contig_2445_162    2      950  0.377  0.397  0.318  0.921  0.841  0.753  0.443  0.662   NS   0.0256
dDocent_Contig_2445_167    2      950  0.377  0.397  0.318  0.921  0.841  0.753  0.443  0.662   NS   0.0256
dDocent_Contig_2445_200    2      946  0.174  0.182  0.165  0.984  0.917  0.855  0.686  0.831   NS   0.0200
dDocent_Contig_2498_27    2      939  0.147  0.147  0.136  0.989  0.932  0.878  0.738  0.861   NS   0.0001
dDocent_Contig_2498_61    2      939  0.219  0.234  0.207  0.973  0.897  0.825  0.614  0.787   NS   0.0321
dDocent_Contig_2498_103    2      939  0.111  0.120  0.112  0.993  0.944  0.897  0.782  0.886   ND   0.0385
dDocent_Contig_2498_106    2      939  0.122  0.134  0.125  0.991  0.938  0.887  0.760  0.873   ND   0.0428
dDocent_Contig_2498_194    2      938  0.190  0.191  0.172  0.982  0.914  0.850  0.673  0.823   NS   0.0019
dDocent_Contig_2498_197    2      938  0.184  0.185  0.168  0.983  0.916  0.853  0.682  0.828   NS   0.0004
dDocent_Contig_2551_29    2      944  0.443  0.437  0.341  0.905  0.829  0.739  0.413  0.635   NS  -0.0070
dDocent_Contig_2551_121    2      944  0.435  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0089
dDocent_Contig_2568_15    2      944  0.140  0.143  0.133  0.990  0.934  0.881  0.745  0.865   NS   0.0102
dDocent_Contig_2568_152    2      944  0.114  0.114  0.107  0.994  0.946  0.902  0.792  0.891   ND  -0.0041
dDocent_Contig_2652_18    2      941  0.461  0.439  0.343  0.904  0.829  0.738  0.411  0.633   NS  -0.0248
dDocent_Contig_2652_53    2      941  0.223  0.219  0.195  0.976  0.902  0.833  0.633  0.799   NS  -0.0086
dDocent_Contig_2652_58    2      941  0.114  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND   0.0434
dDocent_Contig_2652_111    2      941  0.231  0.233  0.206  0.973  0.897  0.826  0.616  0.788   NS   0.0046
dDocent_Contig_2664_42    2      942  0.176  0.185  0.168  0.983  0.916  0.853  0.682  0.828   NS   0.0236
dDocent_Contig_2664_168    2      942  0.190  0.199  0.179  0.980  0.910  0.845  0.662  0.816   NS   0.0228
dDocent_Contig_2664_183    2      942  0.252  0.249  0.218  0.969  0.891  0.817  0.595  0.774   NS  -0.0045
dDocent_Contig_2664_192    2      942  0.256  0.251  0.219  0.969  0.890  0.816  0.593  0.773   NS  -0.0099
dDocent_Contig_2677_8    2      946  0.202  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS  -0.0052
dDocent_Contig_2677_26    2      946  0.104  0.106  0.100  0.994  0.950  0.907  0.805  0.898   ND   0.0104
dDocent_Contig_2679_72    2      946  0.233  0.231  0.204  0.973  0.898  0.827  0.618  0.789   NS  -0.0036
dDocent_Contig_2679_110    2      946  0.140  0.135  0.126  0.991  0.937  0.886  0.757  0.872   NS  -0.0156
dDocent_Contig_2679_160    2      946  0.226  0.234  0.207  0.973  0.897  0.825  0.614  0.787   NS   0.0169
dDocent_Contig_2865_134    2      942  0.124  0.122  0.115  0.993  0.943  0.895  0.778  0.884   ND  -0.0088
dDocent_Contig_2865_146    2      942  0.215  0.228  0.202  0.974  0.899  0.828  0.622  0.792   NS   0.0278
dDocent_Contig_2865_164    2      942  0.121  0.129  0.120  0.992  0.940  0.891  0.768  0.878   ND   0.0299
dDocent_Contig_2865_173    2      942  0.137  0.139  0.129  0.990  0.936  0.883  0.752  0.869   NS   0.0056
dDocent_Contig_2888_49    2      945  0.177  0.166  0.152  0.986  0.924  0.865  0.709  0.844   NS  -0.0303
dDocent_Contig_2888_68    2      945  0.147  0.152  0.141  0.988  0.930  0.874  0.730  0.856   NS   0.0175
dDocent_Contig_2888_88    2      942  0.197  0.180  0.164  0.984  0.918  0.856  0.689  0.832   NS  -0.0466
dDocent_Contig_2888_140    2      942  0.151  0.161  0.148  0.987  0.926  0.868  0.717  0.849   NS   0.0320
dDocent_Contig_2888_141    2      942  0.151  0.161  0.148  0.987  0.926  0.868  0.717  0.849   NS   0.0320
dDocent_Contig_2888_146    2      942  0.535  0.405  0.323  0.918  0.839  0.750  0.437  0.657  ***  -0.1391
dDocent_Contig_2888_153    2      945  0.281  0.263  0.228  0.965  0.886  0.810  0.578  0.763   NS  -0.0345
dDocent_Contig_2888_167    2      945  0.103  0.103  0.098  0.995  0.951  0.909  0.810  0.901   ND   0.0020
dDocent_Contig_2888_176    2      945  0.346  0.331  0.276  0.945  0.862  0.779  0.503  0.710   NS  -0.0228
dDocent_Contig_2888_185    2      945  0.517  0.495  0.373  0.877  0.814  0.720  0.378  0.597   NS  -0.0221
dDocent_Contig_2961_57    2      947  0.121  0.116  0.109  0.993  0.945  0.900  0.788  0.889   ND  -0.0232
dDocent_Contig_2961_178    2      946  0.225  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS  -0.0541
dDocent_Contig_2968_162    2      941  0.135  0.144  0.134  0.990  0.933  0.880  0.743  0.864   NS   0.0324
dDocent_Contig_2968_163    2      941  0.215  0.224  0.199  0.975  0.901  0.830  0.627  0.795   NS   0.0215
dDocent_Contig_2968_185    2      941  0.134  0.134  0.125  0.991  0.937  0.887  0.759  0.873   ND   0.0007
dDocent_Contig_2968_191    2      941  0.363  0.374  0.304  0.930  0.848  0.762  0.462  0.679   NS   0.0139
dDocent_Contig_2993_162    2      950  0.441  0.425  0.334  0.910  0.833  0.743  0.421  0.643   NS  -0.0190
dDocent_Contig_2999_156    2      946  0.338  0.338  0.281  0.943  0.859  0.776  0.495  0.705   NS   0.0000
dDocent_Contig_3087_76    2      960  0.413  0.405  0.323  0.918  0.839  0.750  0.437  0.657   NS  -0.0100
dDocent_Contig_3087_159    2      960  0.289  0.442  0.344  0.902  0.828  0.737  0.409  0.631  ***   0.2100
dDocent_Contig_3129_35    2      943  0.111  0.109  0.103  0.994  0.949  0.905  0.800  0.896   ND  -0.0111
dDocent_Contig_3129_60    2      943  0.163  0.166  0.152  0.986  0.924  0.865  0.710  0.845   NS   0.0075
dDocent_Contig_3129_67    2      943  0.389  0.394  0.316  0.922  0.842  0.754  0.445  0.664   NS   0.0063
dDocent_Contig_3129_76    2      943  0.164  0.163  0.150  0.987  0.925  0.867  0.714  0.847   NS  -0.0037
dDocent_Contig_3129_119    2      943  0.317  0.328  0.274  0.946  0.863  0.780  0.506  0.713   NS   0.0161
dDocent_Contig_3129_128    2      943  0.322  0.313  0.264  0.951  0.868  0.787  0.521  0.724   NS  -0.0151
dDocent_Contig_3129_143    2      943  0.299  0.282  0.242  0.960  0.879  0.801  0.556  0.748   NS  -0.0298
dDocent_Contig_3134_52    2      943  0.179  0.175  0.160  0.985  0.920  0.859  0.696  0.836   NS  -0.0112
dDocent_Contig_3134_112    2      943  0.209  0.225  0.199  0.975  0.900  0.830  0.627  0.794   NS   0.0359
dDocent_Contig_3134_195    2      941  0.132  0.132  0.124  0.991  0.938  0.888  0.762  0.874   ND   0.0018
dDocent_Contig_3185_8    2      939  0.198  0.184  0.167  0.983  0.917  0.854  0.683  0.829   NS  -0.0380
dDocent_Contig_3185_174    2      939  0.199  0.198  0.178  0.980  0.911  0.845  0.663  0.817   NS  -0.0034
dDocent_Contig_3206_56    2      965  0.104  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0081
dDocent_Contig_3206_188    2      964  0.443  0.460  0.354  0.894  0.823  0.732  0.397  0.619   NS   0.0188
dDocent_Contig_3300_78    2      955  0.345  0.320  0.268  0.949  0.866  0.784  0.514  0.719   NS  -0.0379
dDocent_Contig_3300_87    2      955  0.124  0.120  0.112  0.993  0.944  0.897  0.782  0.886   ND  -0.0163
dDocent_Contig_3300_90    2      955  0.491  0.491  0.370  0.879  0.815  0.722  0.380  0.599   NS  -0.0001
dDocent_Contig_3308_58    2      942  0.219  0.203  0.182  0.979  0.909  0.842  0.656  0.812   NS  -0.0372
dDocent_Contig_3308_94    2      942  0.139  0.142  0.132  0.990  0.934  0.881  0.746  0.865   NS   0.0107
dDocent_Contig_3342_40    2      952  0.126  0.131  0.122  0.991  0.939  0.889  0.764  0.876   ND   0.0187
dDocent_Contig_3342_43    2      952  0.278  0.272  0.235  0.963  0.883  0.805  0.567  0.756   NS  -0.0117
dDocent_Contig_3342_58    2      952  0.122  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0216
dDocent_Contig_3342_62    2      952  0.122  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0216
dDocent_Contig_3342_100    2      951  0.122  0.126  0.118  0.992  0.941  0.893  0.773  0.880   ND   0.0144
dDocent_Contig_3384_9    2      939  0.227  0.214  0.191  0.977  0.904  0.836  0.641  0.803   NS  -0.0288
dDocent_Contig_3384_28    2      939  0.150  0.160  0.147  0.987  0.926  0.869  0.718  0.849   NS   0.0326
dDocent_Contig_3384_87    2      939  0.284  0.269  0.233  0.964  0.884  0.807  0.570  0.758   NS  -0.0274
dDocent_Contig_3454_67    2      938  0.469  0.457  0.352  0.896  0.824  0.733  0.399  0.622   NS  -0.0134
dDocent_Contig_3513_17    2      948  0.226  0.234  0.206  0.973  0.897  0.825  0.615  0.787   NS   0.0171
dDocent_Contig_3513_45    2      948  0.483  0.475  0.362  0.887  0.819  0.727  0.389  0.610   NS  -0.0090
dDocent_Contig_3513_144    2      948  0.387  0.395  0.317  0.922  0.842  0.754  0.444  0.664   NS   0.0097
dDocent_Contig_3513_175    2      948  0.378  0.374  0.304  0.930  0.848  0.762  0.462  0.678   NS  -0.0049
dDocent_Contig_3513_193    2      948  0.130  0.129  0.120  0.992  0.940  0.890  0.768  0.878   ND  -0.0043
dDocent_Contig_3525_64    2      964  0.509  0.482  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0276
dDocent_Contig_3578_10    2      951  0.236  0.236  0.208  0.972  0.896  0.824  0.612  0.785   NS   0.0010
dDocent_Contig_3578_11    2      951  0.196  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS   0.0104
dDocent_Contig_3578_40    2      951  0.431  0.427  0.335  0.909  0.832  0.743  0.420  0.642   NS  -0.0056
dDocent_Contig_3578_100    2      951  0.433  0.418  0.331  0.913  0.835  0.746  0.426  0.647   NS  -0.0178
dDocent_Contig_3578_134    2      951  0.195  0.186  0.168  0.983  0.916  0.853  0.680  0.827   NS  -0.0232
dDocent_Contig_3580_13    2      941  0.169  0.177  0.162  0.984  0.919  0.858  0.693  0.835   NS   0.0240
dDocent_Contig_3618_121    2      946  0.290  0.298  0.253  0.956  0.873  0.793  0.538  0.736   NS   0.0134
dDocent_Contig_3618_194    2      945  0.158  0.156  0.144  0.988  0.928  0.872  0.725  0.853   NS  -0.0058
dDocent_Contig_3714_56    2      949  0.217  0.210  0.188  0.978  0.906  0.838  0.646  0.807   NS  -0.0171
dDocent_Contig_3714_151    2      949  0.099  0.107  0.102  0.994  0.949  0.906  0.803  0.897   ND   0.0401
dDocent_Contig_3714_160    2      949  0.537  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0394
dDocent_Contig_3714_180    2      949  0.501  0.466  0.357  0.892  0.821  0.730  0.394  0.616   NS  -0.0365
dDocent_Contig_3714_190    2      949  0.290  0.287  0.246  0.959  0.877  0.798  0.550  0.744   NS  -0.0055
dDocent_Contig_3777_73    2      951  0.502  0.473  0.361  0.888  0.820  0.728  0.390  0.611   NS  -0.0301
dDocent_Contig_3777_131    2      951  0.464  0.430  0.338  0.908  0.831  0.742  0.417  0.639   NS  -0.0378
dDocent_Contig_3810_66    2      958  0.137  0.135  0.126  0.991  0.937  0.886  0.758  0.872   NS  -0.0080
dDocent_Contig_3810_86    2      958  0.294  0.285  0.244  0.959  0.878  0.799  0.552  0.745   NS  -0.0159
dDocent_Contig_3810_109    2      958  0.110  0.113  0.106  0.994  0.947  0.902  0.793  0.892   ND   0.0145
dDocent_Contig_3810_114    2      958  0.285  0.280  0.241  0.961  0.879  0.801  0.557  0.749   NS  -0.0082
dDocent_Contig_3810_157    2      958  0.142  0.141  0.131  0.990  0.935  0.882  0.748  0.867   NS  -0.0042
dDocent_Contig_3810_177    2      958  0.151  0.149  0.138  0.989  0.931  0.876  0.736  0.860   NS  -0.0088
dDocent_Contig_3810_193    2      954  0.151  0.155  0.143  0.988  0.928  0.872  0.725  0.854   NS   0.0145
dDocent_Contig_3873_123    2      944  0.248  0.241  0.212  0.971  0.894  0.821  0.606  0.781   NS  -0.0150
dDocent_Contig_3873_127    2      944  0.248  0.241  0.212  0.971  0.894  0.821  0.606  0.781   NS  -0.0150
dDocent_Contig_3873_170    2      944  0.499  0.485  0.367  0.883  0.816  0.724  0.383  0.604   NS  -0.0148
dDocent_Contig_3873_178    2      944  0.150  0.153  0.142  0.988  0.929  0.873  0.729  0.855   NS   0.0097
dDocent_Contig_4000_21    2      966  0.385  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0291
dDocent_Contig_4000_67    2      966  0.474  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0110
dDocent_Contig_4000_96    2      966  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0083
dDocent_Contig_4000_111    2      966  0.136  0.151  0.140  0.989  0.930  0.875  0.732  0.858   NS   0.0539
