Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 1/4/2016 11:51:54 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_601_118    2      947  0.175  0.179  0.163  0.984  0.919  0.857  0.690  0.833   NS   0.0100
dDocent_Contig_601_182    2      946  0.524  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0242
dDocent_Contig_631_33    2      946  0.375  0.375  0.305  0.930  0.848  0.761  0.461  0.678   NS  -0.0004
dDocent_Contig_631_197    2      943  0.199  0.196  0.177  0.981  0.912  0.846  0.665  0.818   NS  -0.0079
dDocent_Contig_832_9    2      957  0.303  0.288  0.247  0.958  0.877  0.798  0.548  0.743   NS  -0.0252
dDocent_Contig_832_20    2      957  0.106  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0178
dDocent_Contig_832_109    2      957  0.132  0.134  0.125  0.991  0.938  0.887  0.759  0.873   ND   0.0081
dDocent_Contig_832_177    2      957  0.129  0.129  0.121  0.992  0.940  0.890  0.766  0.877   ND   0.0031
dDocent_Contig_848_63    2      952  0.154  0.150  0.138  0.989  0.931  0.876  0.734  0.859   NS  -0.0160
dDocent_Contig_848_64    2      952  0.335  0.329  0.275  0.946  0.863  0.780  0.505  0.712   NS  -0.0094
dDocent_Contig_889_111    2      948  0.343  0.337  0.280  0.943  0.860  0.776  0.496  0.705   NS  -0.0083
dDocent_Contig_969_24    2      950  0.488  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0052
dDocent_Contig_969_96    2      950  0.453  0.420  0.332  0.912  0.834  0.745  0.425  0.646   NS  -0.0374
dDocent_Contig_969_110    2      950  0.434  0.424  0.334  0.910  0.833  0.744  0.422  0.644   NS  -0.0121
dDocent_Contig_969_115    2      950  0.324  0.321  0.270  0.948  0.865  0.783  0.512  0.717   NS  -0.0046
dDocent_Contig_969_147    2      950  0.413  0.401  0.320  0.920  0.840  0.752  0.440  0.660   NS  -0.0150
dDocent_Contig_969_163    2      950  0.196  0.206  0.185  0.979  0.907  0.840  0.651  0.810   NS   0.0263
dDocent_Contig_1044_12    2      950  0.441  0.427  0.336  0.909  0.832  0.743  0.419  0.641   NS  -0.0162
dDocent_Contig_1044_45    2      950  0.138  0.136  0.126  0.991  0.937  0.886  0.756  0.871   NS  -0.0083
dDocent_Contig_1044_129    2      950  0.204  0.197  0.177  0.981  0.911  0.846  0.665  0.818   NS  -0.0189
dDocent_Contig_1044_163    2      950  0.296  0.296  0.252  0.956  0.874  0.794  0.540  0.737   NS   0.0001
dDocent_Contig_1117_16    2      942  0.156  0.155  0.143  0.988  0.929  0.873  0.727  0.854   NS  -0.0048
dDocent_Contig_1117_169    2      942  0.107  0.111  0.105  0.994  0.948  0.903  0.797  0.894   ND   0.0168
dDocent_Contig_1119_41    2      944  0.155  0.159  0.146  0.987  0.927  0.870  0.720  0.851   NS   0.0127
dDocent_Contig_1119_93    2      944  0.177  0.184  0.167  0.983  0.917  0.854  0.683  0.829   NS   0.0184
dDocent_Contig_1262_100    2      948  0.180  0.186  0.169  0.983  0.916  0.852  0.680  0.827   NS   0.0159
dDocent_Contig_1269_45    2      941  0.239  0.427  0.336  0.909  0.832  0.743  0.420  0.641  ***   0.2819
dDocent_Contig_1330_80    2      948  0.262  0.259  0.226  0.966  0.887  0.812  0.582  0.766   NS  -0.0048
dDocent_Contig_1330_85    2      948  0.267  0.259  0.225  0.967  0.887  0.812  0.583  0.767   NS  -0.0162
dDocent_Contig_1330_91    2      948  0.175  0.180  0.164  0.984  0.918  0.856  0.688  0.832   NS   0.0147
dDocent_Contig_1330_95    2      948  0.195  0.200  0.180  0.980  0.910  0.844  0.661  0.815   NS   0.0109
dDocent_Contig_1330_121    2      948  0.184  0.199  0.179  0.980  0.911  0.845  0.662  0.816   NS   0.0395
dDocent_Contig_1330_123    2      948  0.197  0.190  0.172  0.982  0.914  0.850  0.675  0.824   NS  -0.0199
dDocent_Contig_1330_143    2      948  0.380  0.372  0.303  0.931  0.849  0.762  0.464  0.680   NS  -0.0106
dDocent_Contig_1330_176    2      948  0.493  0.488  0.369  0.881  0.816  0.723  0.381  0.602   NS  -0.0051
dDocent_Contig_1370_131    2      964  0.366  0.378  0.306  0.929  0.847  0.760  0.459  0.676   NS   0.0153
dDocent_Contig_1370_139    2      964  0.189  0.189  0.171  0.982  0.914  0.850  0.675  0.824   NS   0.0011
dDocent_Contig_1370_200    2      961  0.380  0.364  0.297  0.934  0.851  0.766  0.471  0.686   NS  -0.0219
dDocent_Contig_1370_204    2      961  0.491  0.447  0.347  0.900  0.826  0.736  0.406  0.628   NS  -0.0471
dDocent_Contig_1372_182    2      941  0.124  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND  -0.0013
dDocent_Contig_1544_113    2      960  0.264  0.241  0.212  0.971  0.894  0.821  0.605  0.781   NS  -0.0448
dDocent_Contig_1544_122    2      960  0.130  0.129  0.121  0.992  0.940  0.890  0.767  0.877   ND  -0.0049
dDocent_Contig_1544_146    2      960  0.129  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND  -0.0044
dDocent_Contig_1544_148    2      960  0.129  0.128  0.120  0.992  0.940  0.891  0.769  0.878   ND  -0.0044
dDocent_Contig_1544_161    2      960  0.126  0.127  0.119  0.992  0.940  0.892  0.770  0.879   ND   0.0044
dDocent_Contig_1670_166    2      979  0.168  0.154  0.142  0.988  0.929  0.873  0.728  0.855   NS  -0.0361
dDocent_Contig_1675_35    2      946  0.529  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0300
dDocent_Contig_1675_78    2      946  0.127  0.135  0.126  0.991  0.937  0.886  0.757  0.872   NS   0.0320
dDocent_Contig_1675_154    2      947  0.195  0.190  0.172  0.982  0.914  0.850  0.675  0.824   NS  -0.0146
dDocent_Contig_1675_163    2      947  0.176  0.180  0.164  0.984  0.918  0.856  0.689  0.832   NS   0.0093
dDocent_Contig_1675_165    2      947  0.176  0.180  0.164  0.984  0.918  0.856  0.689  0.832   NS   0.0093
dDocent_Contig_1677_60    2      944  0.191  0.191  0.173  0.982  0.914  0.849  0.673  0.823   NS   0.0011
dDocent_Contig_1677_174    2      944  0.327  0.308  0.261  0.953  0.870  0.789  0.526  0.728   NS  -0.0305
dDocent_Contig_1723_192    2      941  0.458  0.354  0.292  0.937  0.854  0.769  0.480  0.693  ***  -0.1272
dDocent_Contig_1772_93    2      947  0.396  0.383  0.310  0.927  0.845  0.758  0.454  0.672   NS  -0.0166
dDocent_Contig_1797_93    2      948  0.105  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0177
dDocent_Contig_1797_112    2      948  0.331  0.346  0.286  0.940  0.857  0.773  0.488  0.699   NS   0.0219
dDocent_Contig_1797_195    2      947  0.480  0.473  0.361  0.888  0.820  0.727  0.390  0.611   NS  -0.0083
dDocent_Contig_1816_51    2      948  0.142  0.138  0.128  0.991  0.936  0.884  0.753  0.869   NS  -0.0169
dDocent_Contig_1816_118    2      948  0.282  0.294  0.251  0.957  0.875  0.795  0.542  0.739   NS   0.0209
dDocent_Contig_1816_136    2      948  0.253  0.268  0.232  0.964  0.884  0.807  0.572  0.759   NS   0.0281
dDocent_Contig_1852_41    2      965  0.123  0.123  0.115  0.992  0.942  0.895  0.777  0.883   ND  -0.0015
dDocent_Contig_1852_75    2      965  0.147  0.161  0.148  0.987  0.926  0.869  0.717  0.849   NS   0.0439
dDocent_Contig_1852_116    2      965  0.391  0.395  0.317  0.922  0.841  0.754  0.444  0.663   NS   0.0056
dDocent_Contig_1852_170    2      965  0.164  0.162  0.149  0.987  0.925  0.867  0.715  0.848   NS  -0.0042
dDocent_Contig_1870_125    2      942  0.165  0.156  0.144  0.988  0.928  0.871  0.724  0.853   NS  -0.0257
dDocent_Contig_1870_197    2      942  0.099  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND   0.0320
dDocent_Contig_1915_36    2      959  0.157  0.168  0.154  0.986  0.923  0.864  0.707  0.843   NS   0.0310
dDocent_Contig_1915_78    2      959  0.455  0.437  0.341  0.905  0.829  0.739  0.413  0.635   NS  -0.0200
dDocent_Contig_1915_99    2      959  0.145  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS   0.0123
dDocent_Contig_1915_114    2      959  0.117  0.123  0.115  0.992  0.942  0.895  0.777  0.883   ND   0.0249
dDocent_Contig_1915_141    2      959  0.369  0.340  0.282  0.942  0.859  0.775  0.494  0.704   NS  -0.0415
dDocent_Contig_1977_18    2      945  0.105  0.105  0.099  0.994  0.950  0.908  0.807  0.899   ND   0.0008
dDocent_Contig_1986_189    2      948  0.364  0.348  0.287  0.940  0.856  0.772  0.486  0.698   NS  -0.0226
dDocent_Contig_1986_196    2      948  0.429  0.434  0.340  0.906  0.830  0.740  0.415  0.637   NS   0.0052
dDocent_Contig_1986_198    2      946  0.366  0.349  0.288  0.939  0.856  0.771  0.485  0.697   NS  -0.0235
dDocent_Contig_2121_8    2      948  0.141  0.156  0.144  0.988  0.928  0.871  0.724  0.853   NS   0.0502
dDocent_Contig_2121_53    2      948  0.512  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0220
dDocent_Contig_2121_79    2      948  0.481  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS  -0.0034
dDocent_Contig_2130_168    2      963  0.170  0.168  0.154  0.986  0.923  0.864  0.707  0.843   NS  -0.0075
dDocent_Contig_2130_169    2      963  0.186  0.187  0.169  0.983  0.915  0.852  0.679  0.826   NS   0.0029
dDocent_Contig_2130_203    2      959  0.105  0.105  0.100  0.994  0.950  0.908  0.806  0.899   ND   0.0002
dDocent_Contig_2143_16    2      942  0.437  0.423  0.333  0.911  0.833  0.744  0.422  0.644   NS  -0.0169
dDocent_Contig_2143_31    2      942  0.425  0.393  0.316  0.923  0.842  0.755  0.446  0.665   NS  -0.0388
dDocent_Contig_2143_151    2      942  0.477  0.473  0.361  0.888  0.819  0.727  0.390  0.611   NS  -0.0039
dDocent_Contig_2155_98    2      957  0.133  0.142  0.132  0.990  0.934  0.881  0.747  0.866   NS   0.0332
dDocent_Contig_2155_140    2      957  0.487  0.460  0.354  0.894  0.823  0.732  0.397  0.619   NS  -0.0286
dDocent_Contig_2155_167    2      957  0.155  0.158  0.146  0.987  0.927  0.870  0.721  0.851   NS   0.0120
dDocent_Contig_2155_176    2      957  0.491  0.468  0.358  0.891  0.821  0.729  0.393  0.614   NS  -0.0244
dDocent_Contig_2196_68    2      956  0.440  0.432  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0098
dDocent_Contig_2196_92    2      956  0.516  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0208
dDocent_Contig_2196_114    2      956  0.220  0.201  0.180  0.980  0.910  0.844  0.659  0.815   NS  -0.0458
dDocent_Contig_2196_122    2      955  0.315  0.308  0.260  0.953  0.870  0.789  0.526  0.728   NS  -0.0117
dDocent_Contig_2196_205    2      953  0.254  0.236  0.208  0.972  0.896  0.824  0.612  0.785   NS  -0.0374
dDocent_Contig_2197_47    2      959  0.113  0.106  0.101  0.994  0.950  0.907  0.804  0.898   ND  -0.0199
dDocent_Contig_2445_12    2      951  0.403  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0065
dDocent_Contig_2445_162    2      951  0.376  0.398  0.318  0.921  0.841  0.753  0.442  0.662   NS   0.0270
dDocent_Contig_2445_167    2      951  0.376  0.398  0.318  0.921  0.841  0.753  0.442  0.662   NS   0.0270
dDocent_Contig_2445_200    2      947  0.174  0.181  0.165  0.984  0.918  0.855  0.687  0.831   NS   0.0200
dDocent_Contig_2498_27    2      942  0.146  0.147  0.136  0.989  0.932  0.878  0.739  0.861   NS   0.0002
dDocent_Contig_2498_61    2      942  0.219  0.233  0.206  0.973  0.897  0.825  0.615  0.787   NS   0.0323
dDocent_Contig_2498_103    2      942  0.110  0.119  0.112  0.993  0.944  0.897  0.783  0.886   ND   0.0386
dDocent_Contig_2498_106    2      942  0.122  0.133  0.124  0.991  0.938  0.887  0.760  0.874   ND   0.0430
dDocent_Contig_2498_194    2      941  0.189  0.190  0.172  0.982  0.914  0.850  0.674  0.824   NS   0.0021
dDocent_Contig_2498_197    2      941  0.184  0.184  0.167  0.983  0.916  0.854  0.683  0.829   NS   0.0006
dDocent_Contig_2551_29    2      947  0.441  0.436  0.341  0.905  0.830  0.739  0.413  0.635   NS  -0.0062
dDocent_Contig_2551_121    2      947  0.434  0.427  0.336  0.909  0.832  0.743  0.420  0.641   NS  -0.0082
dDocent_Contig_2568_15    2      946  0.140  0.142  0.132  0.990  0.934  0.881  0.746  0.865   NS   0.0102
dDocent_Contig_2568_152    2      946  0.114  0.117  0.110  0.993  0.945  0.899  0.787  0.888   ND   0.0121
dDocent_Contig_2652_18    2      941  0.461  0.439  0.343  0.904  0.829  0.738  0.411  0.633   NS  -0.0248
dDocent_Contig_2652_53    2      941  0.223  0.219  0.195  0.976  0.902  0.833  0.633  0.799   NS  -0.0086
dDocent_Contig_2652_58    2      941  0.114  0.124  0.116  0.992  0.942  0.894  0.775  0.882   ND   0.0434
dDocent_Contig_2652_111    2      941  0.231  0.233  0.206  0.973  0.897  0.826  0.616  0.788   NS   0.0046
dDocent_Contig_2664_42    2      945  0.176  0.184  0.167  0.983  0.916  0.854  0.682  0.829   NS   0.0238
dDocent_Contig_2664_168    2      945  0.189  0.198  0.179  0.980  0.911  0.845  0.662  0.816   NS   0.0230
dDocent_Contig_2664_183    2      945  0.251  0.249  0.218  0.969  0.891  0.817  0.595  0.775   NS  -0.0043
dDocent_Contig_2664_192    2      945  0.255  0.250  0.219  0.969  0.891  0.816  0.594  0.773   NS  -0.0096
dDocent_Contig_2677_8    2      949  0.201  0.199  0.179  0.980  0.910  0.844  0.661  0.816   NS  -0.0050
dDocent_Contig_2677_26    2      949  0.103  0.106  0.100  0.994  0.950  0.908  0.806  0.899   ND   0.0105
dDocent_Contig_2679_72    2      947  0.232  0.231  0.204  0.973  0.898  0.827  0.618  0.789   NS  -0.0035
dDocent_Contig_2679_110    2      947  0.139  0.135  0.126  0.991  0.937  0.886  0.757  0.872   NS  -0.0156
dDocent_Contig_2679_160    2      947  0.226  0.234  0.206  0.973  0.897  0.825  0.614  0.787   NS   0.0170
dDocent_Contig_2865_134    2      944  0.124  0.122  0.114  0.993  0.943  0.895  0.779  0.884   ND  -0.0087
dDocent_Contig_2865_146    2      944  0.215  0.228  0.202  0.974  0.899  0.828  0.623  0.792   NS   0.0280
dDocent_Contig_2865_164    2      944  0.121  0.128  0.120  0.992  0.940  0.891  0.768  0.878   ND   0.0300
dDocent_Contig_2865_173    2      944  0.137  0.138  0.129  0.990  0.936  0.884  0.752  0.869   NS   0.0057
dDocent_Contig_2888_49    2      948  0.176  0.166  0.152  0.986  0.924  0.865  0.710  0.844   NS  -0.0302
dDocent_Contig_2888_68    2      948  0.147  0.152  0.140  0.988  0.930  0.874  0.731  0.857   NS   0.0177
dDocent_Contig_2888_88    2      945  0.197  0.179  0.163  0.984  0.918  0.857  0.690  0.833   NS  -0.0465
dDocent_Contig_2888_140    2      945  0.150  0.160  0.147  0.987  0.926  0.869  0.718  0.849   NS   0.0321
dDocent_Contig_2888_141    2      945  0.150  0.160  0.147  0.987  0.926  0.869  0.718  0.849   NS   0.0321
dDocent_Contig_2888_146    2      945  0.534  0.406  0.324  0.918  0.838  0.750  0.435  0.656  ***  -0.1367
dDocent_Contig_2888_153    2      948  0.284  0.264  0.229  0.965  0.885  0.809  0.576  0.762   NS  -0.0357
dDocent_Contig_2888_167    2      948  0.102  0.103  0.097  0.995  0.951  0.910  0.810  0.901   ND   0.0021
dDocent_Contig_2888_176    2      948  0.345  0.330  0.275  0.946  0.862  0.779  0.503  0.711   NS  -0.0223
dDocent_Contig_2888_185    2      948  0.517  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0217
dDocent_Contig_2961_57    2      950  0.121  0.116  0.109  0.993  0.946  0.900  0.789  0.889   ND  -0.0231
dDocent_Contig_2961_178    2      949  0.224  0.199  0.179  0.980  0.910  0.844  0.661  0.816   NS  -0.0539
dDocent_Contig_2968_162    2      943  0.135  0.144  0.133  0.990  0.933  0.880  0.744  0.864   NS   0.0325
dDocent_Contig_2968_163    2      943  0.214  0.224  0.199  0.975  0.901  0.830  0.628  0.795   NS   0.0217
dDocent_Contig_2968_185    2      943  0.134  0.134  0.125  0.991  0.938  0.887  0.759  0.873   ND   0.0008
dDocent_Contig_2968_191    2      943  0.363  0.373  0.304  0.930  0.848  0.762  0.463  0.679   NS   0.0142
dDocent_Contig_2993_162    2      952  0.440  0.424  0.334  0.910  0.833  0.744  0.422  0.643   NS  -0.0186
dDocent_Contig_2999_156    2      948  0.338  0.340  0.282  0.942  0.859  0.775  0.493  0.703   NS   0.0038
dDocent_Contig_3087_76    2      963  0.411  0.404  0.322  0.919  0.839  0.751  0.437  0.658   NS  -0.0094
dDocent_Contig_3087_159    2      963  0.288  0.442  0.344  0.902  0.828  0.737  0.409  0.631  ***   0.2115
dDocent_Contig_3129_35    2      945  0.111  0.109  0.103  0.994  0.949  0.905  0.800  0.896   ND  -0.0110
dDocent_Contig_3129_60    2      945  0.163  0.166  0.152  0.986  0.924  0.865  0.710  0.845   NS   0.0076
dDocent_Contig_3129_67    2      945  0.388  0.394  0.316  0.923  0.842  0.754  0.445  0.665   NS   0.0067
dDocent_Contig_3129_76    2      945  0.164  0.163  0.150  0.987  0.925  0.867  0.714  0.847   NS  -0.0036
dDocent_Contig_3129_119    2      945  0.316  0.327  0.273  0.947  0.863  0.780  0.506  0.713   NS   0.0163
dDocent_Contig_3129_128    2      945  0.322  0.312  0.264  0.951  0.868  0.787  0.522  0.724   NS  -0.0148
dDocent_Contig_3129_143    2      945  0.298  0.281  0.242  0.960  0.879  0.801  0.556  0.748   NS  -0.0295
dDocent_Contig_3134_52    2      945  0.179  0.175  0.160  0.985  0.920  0.859  0.696  0.837   NS  -0.0111
dDocent_Contig_3134_112    2      945  0.208  0.224  0.199  0.975  0.901  0.830  0.627  0.795   NS   0.0361
dDocent_Contig_3134_195    2      943  0.131  0.132  0.123  0.991  0.938  0.888  0.762  0.875   ND   0.0019
dDocent_Contig_3185_8    2      941  0.198  0.183  0.166  0.983  0.917  0.854  0.684  0.829   NS  -0.0379
dDocent_Contig_3185_174    2      941  0.200  0.200  0.180  0.980  0.910  0.844  0.660  0.815   NS   0.0003
dDocent_Contig_3206_56    2      967  0.103  0.102  0.097  0.995  0.952  0.910  0.812  0.902   ND  -0.0080
dDocent_Contig_3206_188    2      966  0.442  0.460  0.354  0.894  0.823  0.732  0.398  0.620   NS   0.0194
dDocent_Contig_3300_78    2      956  0.344  0.319  0.268  0.949  0.866  0.784  0.515  0.719   NS  -0.0377
dDocent_Contig_3300_87    2      956  0.123  0.120  0.112  0.993  0.944  0.897  0.782  0.886   ND  -0.0163
dDocent_Contig_3300_90    2      956  0.491  0.491  0.370  0.880  0.815  0.722  0.380  0.599   NS   0.0003
dDocent_Contig_3308_58    2      944  0.218  0.206  0.185  0.979  0.908  0.841  0.652  0.810   NS  -0.0291
dDocent_Contig_3308_94    2      944  0.139  0.142  0.132  0.990  0.934  0.881  0.747  0.866   NS   0.0108
dDocent_Contig_3342_40    2      952  0.126  0.131  0.122  0.991  0.939  0.889  0.764  0.876   ND   0.0187
dDocent_Contig_3342_43    2      952  0.278  0.272  0.235  0.963  0.883  0.805  0.567  0.756   NS  -0.0117
dDocent_Contig_3342_58    2      952  0.122  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0216
dDocent_Contig_3342_62    2      952  0.122  0.127  0.119  0.992  0.940  0.891  0.770  0.879   ND   0.0216
dDocent_Contig_3342_100    2      951  0.122  0.126  0.118  0.992  0.941  0.893  0.773  0.880   ND   0.0144
dDocent_Contig_3384_9    2      942  0.226  0.214  0.191  0.977  0.905  0.836  0.641  0.804   NS  -0.0286
dDocent_Contig_3384_28    2      942  0.150  0.160  0.147  0.987  0.926  0.869  0.719  0.850   NS   0.0328
dDocent_Contig_3384_87    2      942  0.283  0.273  0.236  0.963  0.882  0.805  0.566  0.755   NS  -0.0191
dDocent_Contig_3454_67    2      941  0.468  0.456  0.352  0.896  0.824  0.733  0.400  0.622   NS  -0.0125
dDocent_Contig_3513_17    2      949  0.226  0.235  0.207  0.972  0.896  0.824  0.613  0.786   NS   0.0204
dDocent_Contig_3513_45    2      949  0.483  0.475  0.362  0.888  0.819  0.727  0.389  0.610   NS  -0.0086
dDocent_Contig_3513_144    2      949  0.387  0.396  0.317  0.922  0.841  0.754  0.444  0.663   NS   0.0111
dDocent_Contig_3513_175    2      949  0.377  0.374  0.304  0.930  0.848  0.762  0.462  0.679   NS  -0.0047
dDocent_Contig_3513_193    2      949  0.130  0.129  0.120  0.992  0.940  0.891  0.768  0.878   ND  -0.0043
dDocent_Contig_3525_64    2      967  0.508  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0253
dDocent_Contig_3578_10    2      953  0.235  0.236  0.208  0.972  0.896  0.824  0.612  0.785   NS   0.0012
dDocent_Contig_3578_11    2      953  0.195  0.203  0.182  0.979  0.909  0.842  0.656  0.813   NS   0.0186
dDocent_Contig_3578_40    2      953  0.430  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0032
dDocent_Contig_3578_100    2      953  0.432  0.419  0.331  0.912  0.834  0.745  0.425  0.647   NS  -0.0154
dDocent_Contig_3578_134    2      953  0.194  0.185  0.168  0.983  0.916  0.853  0.681  0.828   NS  -0.0231
dDocent_Contig_3580_13    2      943  0.169  0.177  0.161  0.984  0.919  0.858  0.693  0.835   NS   0.0241
dDocent_Contig_3618_121    2      948  0.289  0.297  0.253  0.956  0.874  0.794  0.538  0.736   NS   0.0137
dDocent_Contig_3618_194    2      947  0.157  0.156  0.143  0.988  0.928  0.872  0.725  0.854   NS  -0.0057
dDocent_Contig_3714_56    2      951  0.217  0.213  0.190  0.977  0.905  0.837  0.643  0.804   NS  -0.0093
dDocent_Contig_3714_151    2      951  0.099  0.107  0.101  0.994  0.949  0.906  0.803  0.897   ND   0.0402
dDocent_Contig_3714_160    2      951  0.536  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0385
dDocent_Contig_3714_180    2      951  0.502  0.466  0.357  0.892  0.821  0.730  0.394  0.616   NS  -0.0374
dDocent_Contig_3714_190    2      951  0.289  0.286  0.245  0.959  0.877  0.799  0.551  0.745   NS  -0.0053
dDocent_Contig_3777_73    2      953  0.501  0.473  0.361  0.888  0.820  0.727  0.390  0.611   NS  -0.0289
dDocent_Contig_3777_131    2      953  0.463  0.430  0.337  0.908  0.831  0.742  0.418  0.640   NS  -0.0373
dDocent_Contig_3810_66    2      959  0.137  0.135  0.125  0.991  0.937  0.886  0.758  0.872   NS  -0.0080
dDocent_Contig_3810_86    2      959  0.294  0.286  0.245  0.959  0.877  0.799  0.550  0.744   NS  -0.0134
dDocent_Contig_3810_109    2      959  0.109  0.113  0.106  0.994  0.947  0.902  0.794  0.892   ND   0.0146
dDocent_Contig_3810_114    2      959  0.285  0.282  0.242  0.960  0.879  0.801  0.556  0.748   NS  -0.0057
dDocent_Contig_3810_157    2      959  0.142  0.141  0.131  0.990  0.935  0.882  0.748  0.867   NS  -0.0041
dDocent_Contig_3810_177    2      959  0.151  0.149  0.138  0.989  0.931  0.877  0.736  0.860   NS  -0.0088
dDocent_Contig_3810_193    2      955  0.151  0.155  0.143  0.988  0.928  0.872  0.726  0.854   NS   0.0146
dDocent_Contig_3873_123    2      945  0.248  0.240  0.211  0.971  0.894  0.821  0.606  0.781   NS  -0.0149
dDocent_Contig_3873_127    2      945  0.248  0.240  0.211  0.971  0.894  0.821  0.606  0.781   NS  -0.0149
dDocent_Contig_3873_170    2      945  0.498  0.484  0.367  0.883  0.817  0.724  0.383  0.604   NS  -0.0145
dDocent_Contig_3873_178    2      945  0.150  0.155  0.143  0.988  0.929  0.872  0.726  0.854   NS   0.0154
dDocent_Contig_4000_21    2      966  0.385  0.408  0.325  0.917  0.838  0.749  0.434  0.654   NS   0.0291
dDocent_Contig_4000_67    2      966  0.474  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0110
dDocent_Contig_4000_96    2      966  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0083
dDocent_Contig_4000_111    2      966  0.136  0.151  0.140  0.989  0.930  0.875  0.732  0.858   NS   0.0539
