Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 9/8/2016 11:50:31 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_2682_72    2     1436  0.501  0.493  0.371  0.879  0.814  0.721  0.379  0.599   NS  -0.0084
dDocent_Contig_2832_124    2     1430  0.514  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0174
dDocent_Contig_2863_61    2     1448  0.494  0.497  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0029
dDocent_Contig_2914_36    2     1452  0.479  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0111
dDocent_Contig_2914_65    2     1452  0.467  0.485  0.367  0.883  0.816  0.724  0.383  0.604   NS   0.0184
dDocent_Contig_2915_110    2     1421  0.497  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0067
dDocent_Contig_3300_90    2     1471  0.485  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0048
dDocent_Contig_3383_30    2     1449  0.488  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0054
dDocent_Contig_3492_32    2     1430  0.466  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0347
dDocent_Contig_3493_53    2     1451  0.491  0.486  0.368  0.882  0.816  0.723  0.383  0.603   NS  -0.0053
dDocent_Contig_3525_64    2     1476  0.491  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0068
dDocent_Contig_3563_109    2     1427  0.460  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS   0.0225
dDocent_Contig_3658_133    2     1437  0.484  0.491  0.370  0.879  0.815  0.722  0.380  0.599   NS   0.0076
dDocent_Contig_3794_86    2     1456  0.506  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0063
dDocent_Contig_3914_49    2     1424  0.472  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0283
dDocent_Contig_3999_105    2     1439  0.493  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0128
dDocent_Contig_4000_96    2     1473  0.479  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0206
dDocent_Contig_4077_10    2     1432  0.520  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0224
dDocent_Contig_4077_89    2     1432  0.520  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0240
dDocent_Contig_4151_132    2     1453  0.478  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS   0.0030
dDocent_Contig_4311_57    2     1420  0.518  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0255
dDocent_Contig_4648_8    2     1454  0.498  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0029
dDocent_Contig_4673_110    2     1435  0.491  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0088
dDocent_Contig_4673_134    2     1433  0.475  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS   0.0085
dDocent_Contig_4786_15    2     1431  0.469  0.486  0.368  0.882  0.816  0.723  0.382  0.603   NS   0.0176
dDocent_Contig_4786_54    2     1431  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0073
dDocent_Contig_4786_78    2     1431  0.467  0.483  0.366  0.883  0.817  0.724  0.384  0.605   NS   0.0169
dDocent_Contig_4871_106    2     1456  0.495  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0052
dDocent_Contig_5046_27    2     1450  0.490  0.486  0.368  0.882  0.816  0.723  0.383  0.603   NS  -0.0044
dDocent_Contig_5050_82    2     1456  0.501  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0024
dDocent_Contig_5079_21    2     1436  0.503  0.488  0.369  0.881  0.816  0.723  0.381  0.601   NS  -0.0149
dDocent_Contig_5086_38    2     1413  0.478  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0227
dDocent_Contig_5086_72    2     1413  0.485  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0085
dDocent_Contig_5086_97    2     1413  0.481  0.489  0.369  0.880  0.815  0.722  0.381  0.601   NS   0.0087
dDocent_Contig_5127_68    2     1454  0.524  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0255
dDocent_Contig_5195_52    2     1447  0.510  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0144
dDocent_Contig_5429_21    2     1417  0.504  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0112
dDocent_Contig_5463_72    2     1428  0.473  0.487  0.368  0.882  0.816  0.723  0.382  0.602   NS   0.0144
dDocent_Contig_5463_134    2     1425  0.475  0.487  0.368  0.882  0.816  0.723  0.382  0.602   NS   0.0121
dDocent_Contig_5490_61    2     1463  0.498  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0028
dDocent_Contig_5715_80    2     1468  0.515  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0157
dDocent_Contig_5934_79    2     1417  0.468  0.495  0.372  0.878  0.814  0.721  0.378  0.597   NS   0.0275
dDocent_Contig_5934_80    2     1417  0.468  0.495  0.372  0.878  0.814  0.721  0.378  0.597   NS   0.0275
dDocent_Contig_5991_124    2     1444  0.511  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0132
dDocent_Contig_6010_47    2     1426  0.488  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0015
dDocent_Contig_6010_134    2     1425  0.461  0.482  0.366  0.884  0.817  0.724  0.384  0.605   NS   0.0223
dDocent_Contig_6012_17    2     1455  0.496  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0036
dDocent_Contig_6058_120    2     1460  0.503  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0086
dDocent_Contig_6058_126    2     1460  0.507  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0092
dDocent_Contig_6510_42    2     1471  0.490  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0084
dDocent_Contig_6510_48    2     1471  0.497  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0017
dDocent_Contig_6644_18    2     1439  0.482  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0078
dDocent_Contig_6689_144    2     1454  0.496  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0016
dDocent_Contig_6722_121    2     1451  0.457  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0450
dDocent_Contig_6757_103    2     1425  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0044
dDocent_Contig_6776_33    2     1449  0.486  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0106
dDocent_Contig_6830_130    2     1460  0.503  0.483  0.366  0.883  0.817  0.724  0.384  0.605   NS  -0.0201
dDocent_Contig_6831_50    2     1453  0.487  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS   0.0084
dDocent_Contig_6831_97    2     1453  0.471  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS   0.0108
dDocent_Contig_6846_65    2     1442  0.497  0.483  0.366  0.883  0.817  0.724  0.384  0.604   NS  -0.0144
dDocent_Contig_6954_100    2     1439  0.480  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS   0.0023
dDocent_Contig_6954_101    2     1439  0.480  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS   0.0023
dDocent_Contig_7068_50    2     1447  0.500  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0012
dDocent_Contig_7078_106    2     1448  0.485  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0145
dDocent_Contig_7079_55    2     1462  0.490  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0079
dDocent_Contig_7079_56    2     1462  0.490  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0079
dDocent_Contig_7118_74    2     1456  0.518  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0181
dDocent_Contig_7148_50    2     1426  0.520  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0193
dDocent_Contig_7188_115    2     1419  0.503  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0087
dDocent_Contig_7191_114    2     1442  0.477  0.486  0.368  0.882  0.816  0.723  0.382  0.603   NS   0.0091
dDocent_Contig_7200_96    2     1450  0.532  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0316
dDocent_Contig_7271_20    2     1421  0.478  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS   0.0034
dDocent_Contig_7408_114    2     1432  0.495  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0024
dDocent_Contig_7460_81    2     1437  0.521  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0203
dDocent_Contig_7534_139    2     1428  0.488  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0022
dDocent_Contig_7588_128    2     1448  0.476  0.487  0.368  0.881  0.816  0.723  0.382  0.602   NS   0.0117
dDocent_Contig_7628_94    2     1447  0.505  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0065
dDocent_Contig_7680_22    2     1468  0.521  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0212
dDocent_Contig_7680_97    2     1468  0.514  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0148
dDocent_Contig_7680_114    2     1468  0.516  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0168
dDocent_Contig_7683_102    2     1425  0.498  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0175
dDocent_Contig_7683_137    2     1422  0.505  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0098
dDocent_Contig_7738_98    2     1445  0.524  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS  -0.0275
dDocent_Contig_7761_97    2     1438  0.481  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0167
dDocent_Contig_7886_125    2     1457  0.495  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0043
dDocent_Contig_8046_98    2     1455  0.495  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0051
dDocent_Contig_8144_89    2     1463  0.499  0.487  0.369  0.881  0.816  0.723  0.382  0.602   NS  -0.0118
dDocent_Contig_8189_87    2     1453  0.503  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0086
dDocent_Contig_8237_136    2     1459  0.451  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0507
dDocent_Contig_8275_40    2     1446  0.517  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0172
dDocent_Contig_8293_35    2     1442  0.499  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0021
dDocent_Contig_8365_86    2     1458  0.477  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0173
dDocent_Contig_8378_100    2     1472  0.495  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0002
dDocent_Contig_8436_15    2     1439  0.520  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0309
dDocent_Contig_8489_24    2     1414  0.506  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0111
dDocent_Contig_8762_101    2     1433  0.470  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0313
dDocent_Contig_8906_54    2     1452  0.488  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0087
dDocent_Contig_8906_56    2     1452  0.488  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0087
dDocent_Contig_8927_99    2     1454  0.457  0.487  0.368  0.881  0.816  0.723  0.382  0.602   NS   0.0320
dDocent_Contig_8967_140    2     1416  0.484  0.479  0.364  0.885  0.818  0.725  0.386  0.607   NS  -0.0053
dDocent_Contig_9137_103    2     1469  0.509  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0133
dDocent_Contig_9267_19    2     1457  0.497  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0043
dDocent_Contig_9267_128    2     1457  0.486  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0129
dDocent_Contig_9273_49    2     1458  0.515  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0151
dDocent_Contig_9411_105    2     1455  0.511  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0120
dDocent_Contig_9416_106    2     1434  0.474  0.484  0.367  0.883  0.817  0.724  0.383  0.604   NS   0.0103
dDocent_Contig_9433_128    2     1458  0.499  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0106
dDocent_Contig_9584_115    2     1451  0.500  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0019
dDocent_Contig_9594_79    2     1423  0.496  0.499  0.374  0.876  0.813  0.719  0.376  0.594   NS   0.0028
dDocent_Contig_9683_48    2     1438  0.520  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0205
dDocent_Contig_9808_27    2     1463  0.504  0.487  0.369  0.881  0.816  0.723  0.382  0.602   NS  -0.0167
dDocent_Contig_9815_78    2     1446  0.497  0.485  0.367  0.882  0.816  0.723  0.383  0.603   NS  -0.0123
dDocent_Contig_9854_121    2     1462  0.495  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0066
dDocent_Contig_9912_29    2     1435  0.505  0.497  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0072
dDocent_Contig_10072_117    2     1463  0.511  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0115
dDocent_Contig_10117_139    2     1440  0.478  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS   0.0196
dDocent_Contig_10163_54    2     1417  0.494  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0024
dDocent_Contig_10328_59    2     1434  0.494  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0045
dDocent_Contig_10328_121    2     1434  0.486  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS   0.0068
dDocent_Contig_10330_121    2     1445  0.489  0.490  0.370  0.880  0.815  0.722  0.380  0.600   NS   0.0018
dDocent_Contig_10374_122    2     1429  0.512  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0142
dDocent_Contig_10460_87    2     1412  0.487  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0126
dDocent_Contig_10570_42    2     1447  0.498  0.487  0.368  0.882  0.816  0.723  0.382  0.602   NS  -0.0112
dDocent_Contig_10570_61    2     1447  0.488  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0056
dDocent_Contig_10665_66    2     1433  0.523  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0222
dDocent_Contig_10674_117    2     1456  0.494  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0032
dDocent_Contig_10734_81    2     1428  0.471  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS   0.0179
dDocent_Contig_10915_118    2     1455  0.518  0.488  0.369  0.881  0.816  0.723  0.382  0.602   NS  -0.0306
dDocent_Contig_10932_102    2     1459  0.484  0.486  0.368  0.882  0.816  0.723  0.383  0.603   NS   0.0016
dDocent_Contig_10932_105    2     1459  0.484  0.486  0.368  0.882  0.816  0.723  0.383  0.603   NS   0.0016
dDocent_Contig_10981_64    2     1464  0.501  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0163
dDocent_Contig_11009_7    2     1450  0.499  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS  -0.0056
dDocent_Contig_11215_96    2     1441  0.500  0.494  0.372  0.878  0.814  0.721  0.378  0.597   NS  -0.0056
dDocent_Contig_11341_102    2     1425  0.473  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0276
dDocent_Contig_11395_127    2     1450  0.517  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0284
dDocent_Contig_11441_131    2     1416  0.494  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0020
dDocent_Contig_11524_69    2     1453  0.497  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0009
dDocent_Contig_11524_75    2     1453  0.497  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0007
dDocent_Contig_11579_11    2     1464  0.496  0.488  0.369  0.881  0.816  0.723  0.381  0.601   NS  -0.0082
dDocent_Contig_11579_102    2     1464  0.492  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0068
dDocent_Contig_11709_73    2     1451  0.504  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0038
dDocent_Contig_11798_100    2     1424  0.460  0.483  0.366  0.883  0.817  0.724  0.384  0.605   NS   0.0244
dDocent_Contig_11828_121    2     1451  0.498  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0007
dDocent_Contig_11864_22    2     1440  0.477  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS   0.0158
dDocent_Contig_12186_110    2     1419  0.512  0.491  0.370  0.879  0.815  0.722  0.380  0.599   NS  -0.0206
dDocent_Contig_12235_91    2     1433  0.509  0.499  0.374  0.876  0.813  0.719  0.376  0.594   NS  -0.0097
dDocent_Contig_12284_9    2     1411  0.512  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0123
dDocent_Contig_12327_66    2     1460  0.494  0.482  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0119
dDocent_Contig_12435_98    2     1454  0.501  0.484  0.367  0.883  0.816  0.724  0.383  0.604   NS  -0.0167
dDocent_Contig_12444_100    2     1435  0.493  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS   0.0031
dDocent_Contig_12489_36    2     1453  0.489  0.482  0.366  0.884  0.817  0.725  0.385  0.605   NS  -0.0079
dDocent_Contig_12557_78    2     1433  0.480  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0201
dDocent_Contig_12810_83    2     1443  0.507  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0089
dDocent_Contig_12937_82    2     1428  0.470  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0286
dDocent_Contig_12960_39    2     1456  0.480  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0178
dDocent_Contig_12960_125    2     1456  0.503  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0039
dDocent_Contig_13159_106    2     1459  0.523  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0230
dDocent_Contig_13185_89    2     1460  0.517  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0175
dDocent_Contig_13193_78    2     1431  0.516  0.496  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0192
dDocent_Contig_13216_68    2     1444  0.474  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0259
dDocent_Contig_13333_121    2     1462  0.543  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0421
dDocent_Contig_13369_32    2     1444  0.476  0.482  0.366  0.884  0.817  0.724  0.384  0.605   NS   0.0061
dDocent_Contig_13386_141    2     1474  0.512  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0169
dDocent_Contig_13399_7    2     1443  0.488  0.499  0.374  0.876  0.813  0.719  0.376  0.594   NS   0.0111
dDocent_Contig_13399_36    2     1443  0.490  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0101
dDocent_Contig_13399_52    2     1443  0.502  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0019
dDocent_Contig_13552_132    2     1436  0.508  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0123
dDocent_Contig_13577_81    2     1459  0.488  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0104
dDocent_Contig_13591_31    2     1439  0.512  0.497  0.374  0.876  0.813  0.720  0.376  0.596   NS  -0.0148
dDocent_Contig_13718_135    2     1451  0.493  0.494  0.372  0.878  0.814  0.721  0.378  0.597   NS   0.0015
dDocent_Contig_13832_82    2     1452  0.516  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0170
dDocent_Contig_13839_87    2     1408  0.467  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS   0.0145
dDocent_Contig_13912_121    2     1443  0.484  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0165
dDocent_Contig_13921_28    2     1432  0.507  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0070
dDocent_Contig_13938_96    2     1432  0.489  0.480  0.365  0.885  0.818  0.725  0.386  0.606   NS  -0.0091
dDocent_Contig_13973_55    2     1429  0.481  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS   0.0111
dDocent_Contig_13977_7    2     1463  0.483  0.483  0.366  0.883  0.817  0.724  0.384  0.604   NS   0.0005
dDocent_Contig_13977_80    2     1463  0.505  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0067
dDocent_Contig_14002_124    2     1451  0.478  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0196
dDocent_Contig_14144_86    2     1465  0.495  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0038
dDocent_Contig_14208_134    2     1448  0.485  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0140
dDocent_Contig_14516_59    2     1443  0.502  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0111
dDocent_Contig_14856_134    2     1441  0.498  0.485  0.367  0.882  0.816  0.723  0.383  0.603   NS  -0.0126
dDocent_Contig_15127_74    2     1449  0.487  0.486  0.368  0.882  0.816  0.723  0.382  0.603   NS  -0.0005
dDocent_Contig_15270_120    2     1425  0.455  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0453
dDocent_Contig_15285_36    2     1462  0.511  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0116
dDocent_Contig_15310_125    2     1470  0.473  0.489  0.370  0.880  0.815  0.722  0.381  0.601   NS   0.0163
dDocent_Contig_15484_81    2     1448  0.472  0.482  0.366  0.884  0.817  0.725  0.385  0.605   NS   0.0105
dDocent_Contig_15484_94    2     1448  0.470  0.482  0.366  0.884  0.817  0.724  0.385  0.605   NS   0.0128
dDocent_Contig_15749_27    2     1459  0.500  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0031
dDocent_Contig_15785_97    2     1442  0.517  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0172
dDocent_Contig_15844_39    2     1463  0.495  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0126
dDocent_Contig_15887_25    2     1443  0.471  0.479  0.364  0.885  0.818  0.725  0.386  0.607   NS   0.0092
