Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 5/1/2016 12:48:03 PM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_8929_60    2      873  0.533  0.392  0.315  0.923  0.842  0.755  0.447  0.666  ***  -0.1520
dDocent_Contig_8929_63    2      873  0.533  0.392  0.315  0.923  0.842  0.755  0.447  0.666  ***  -0.1520
dDocent_Contig_8929_65    2      873  0.609  0.433  0.339  0.907  0.831  0.741  0.416  0.638  ***  -0.1699
dDocent_Contig_9046_23    2      855  0.460  0.445  0.346  0.901  0.827  0.736  0.407  0.629   NS  -0.0164
dDocent_Contig_9046_49    2      855  0.474  0.464  0.356  0.892  0.822  0.730  0.395  0.617   NS  -0.0105
dDocent_Contig_9046_171    2      855  0.396  0.376  0.305  0.929  0.847  0.761  0.460  0.677   NS  -0.0267
dDocent_Contig_9112_201    2      861  0.420  0.426  0.335  0.909  0.832  0.743  0.420  0.642   NS   0.0067
dDocent_Contig_9137_103    2      844  0.533  0.494  0.372  0.878  0.814  0.721  0.378  0.598   NS  -0.0389
dDocent_Contig_9411_105    2      852  0.500  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0013
dDocent_Contig_9433_128    2      853  0.512  0.489  0.369  0.880  0.815  0.722  0.381  0.601   NS  -0.0232
dDocent_Contig_9801_10    2      850  0.346  0.349  0.288  0.939  0.856  0.772  0.485  0.697   NS   0.0037
dDocent_Contig_9994_129    2      849  0.436  0.449  0.348  0.900  0.826  0.735  0.405  0.627   NS   0.0141
dDocent_Contig_10489_23    2      854  0.519  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS  -0.0524
dDocent_Contig_10570_42    2      845  0.514  0.488  0.369  0.881  0.816  0.723  0.381  0.601   NS  -0.0256
dDocent_Contig_10570_61    2      845  0.499  0.486  0.368  0.882  0.816  0.723  0.383  0.603   NS  -0.0144
dDocent_Contig_10570_151    2      845  0.496  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS  -0.0114
dDocent_Contig_10661_136    2      849  0.892  0.497  0.374  0.876  0.813  0.720  0.376  0.596  ***  -0.2840
dDocent_Contig_10872_197    2      852  0.419  0.420  0.332  0.912  0.834  0.745  0.425  0.646   NS   0.0011
dDocent_Contig_11237_146    2      864  0.546  0.400  0.320  0.920  0.840  0.752  0.440  0.660  ***  -0.1542
dDocent_Contig_11245_85    2      853  0.457  0.428  0.336  0.909  0.832  0.742  0.419  0.641   NS  -0.0337
dDocent_Contig_11245_106    2      853  0.372  0.366  0.299  0.933  0.851  0.765  0.469  0.684   NS  -0.0080
dDocent_Contig_11251_90    2      855  0.386  0.382  0.309  0.927  0.845  0.759  0.455  0.673   NS  -0.0049
dDocent_Contig_11283_89    2      861  0.475  0.447  0.347  0.900  0.827  0.736  0.406  0.628   NS  -0.0311
dDocent_Contig_11283_193    2      861  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0075
dDocent_Contig_11283_196    2      861  0.508  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0075
dDocent_Contig_11524_69    2      853  0.524  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0281
dDocent_Contig_11524_75    2      853  0.524  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0279
dDocent_Contig_11524_109    2      853  0.359  0.395  0.317  0.922  0.842  0.754  0.444  0.664   NS   0.0480
dDocent_Contig_11579_11    2      843  0.510  0.488  0.369  0.881  0.816  0.723  0.381  0.602   NS  -0.0226
dDocent_Contig_11579_102    2      845  0.515  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0158
dDocent_Contig_11579_118    2      845  0.379  0.360  0.295  0.935  0.852  0.767  0.474  0.689   NS  -0.0252
dDocent_Contig_11579_128    2      843  0.467  0.441  0.344  0.903  0.828  0.738  0.410  0.632   NS  -0.0288
dDocent_Contig_11584_22    2      857  0.439  0.440  0.343  0.903  0.828  0.738  0.410  0.633   NS   0.0014
dDocent_Contig_11586_124    2      858  0.465  0.474  0.362  0.888  0.819  0.727  0.389  0.610   NS   0.0097
dDocent_Contig_11632_160    2      849  0.356  0.369  0.301  0.932  0.850  0.764  0.466  0.682   NS   0.0180
dDocent_Contig_11632_172    2      849  0.490  0.496  0.373  0.877  0.814  0.720  0.377  0.597   NS   0.0053
dDocent_Contig_11693_166    2      857  0.442  0.444  0.345  0.902  0.827  0.737  0.408  0.630   NS   0.0015
dDocent_Contig_11774_167    2      852  0.336  0.331  0.276  0.945  0.862  0.779  0.503  0.710   NS  -0.0077
dDocent_Contig_12008_32    2      850  0.468  0.454  0.351  0.897  0.825  0.733  0.401  0.623   NS  -0.0155
dDocent_Contig_12435_98    2      858  0.506  0.487  0.368  0.882  0.816  0.723  0.382  0.602   NS  -0.0197
dDocent_Contig_12473_201    2      852  0.474  0.461  0.355  0.894  0.823  0.731  0.397  0.619   NS  -0.0141
dDocent_Contig_12649_33    2      864  0.500  0.476  0.362  0.887  0.819  0.727  0.388  0.609   NS  -0.0253
dDocent_Contig_12649_145    2      864  0.448  0.465  0.357  0.892  0.822  0.730  0.394  0.616   NS   0.0186
dDocent_Contig_12649_166    2      864  0.323  0.333  0.278  0.944  0.861  0.778  0.500  0.708   NS   0.0157
dDocent_Contig_12960_39    2      846  0.493  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS   0.0045
dDocent_Contig_12960_92    2      846  0.349  0.339  0.281  0.943  0.859  0.776  0.495  0.705   NS  -0.0150
dDocent_Contig_12960_125    2      846  0.493  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0068
dDocent_Contig_13246_75    2      854  0.498  0.483  0.366  0.884  0.817  0.724  0.384  0.605   NS  -0.0153
