Cervus 3.0.7 - (c) Copyright Tristan Marshall 1998-2014
Distributed by Field Genetics Ltd - www.fieldgenetics.com
Licensed for non-commercial use only

Allele frequency analysis completed 3/25/2016 11:27:38 AM


**** Summary statistics ****


Locus       k    N        HObs   HExp   PIC    NE-1P  NE-2P  NE-PP  NE-I   NE-SI  HW   F(Null)
dDocent_Contig_1296_27    2      881  0.381  0.466  0.357  0.892  0.821  0.730  0.394  0.616  ***   0.0995
dDocent_Contig_1296_46    2      881  0.432  0.428  0.336  0.908  0.832  0.742  0.419  0.641   NS  -0.0050
dDocent_Contig_1296_48    2      881  0.344  0.369  0.301  0.932  0.850  0.764  0.467  0.683   NS   0.0343
dDocent_Contig_1296_49    2      881  0.344  0.369  0.301  0.932  0.850  0.764  0.467  0.683   NS   0.0343
dDocent_Contig_1296_68    2      881  0.439  0.472  0.361  0.889  0.820  0.728  0.390  0.611   NS   0.0360
dDocent_Contig_1330_143    2      899  0.373  0.362  0.297  0.934  0.852  0.766  0.472  0.687   NS  -0.0142
dDocent_Contig_1370_131    2      908  0.381  0.381  0.308  0.928  0.846  0.759  0.456  0.674   NS  -0.0008
dDocent_Contig_1501_79    2      873  0.506  0.481  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0258
dDocent_Contig_1524_129    2      879  0.472  0.474  0.362  0.888  0.819  0.727  0.389  0.610   NS   0.0021
dDocent_Contig_1525_113    2      853  0.483  0.473  0.361  0.888  0.819  0.727  0.390  0.611   NS  -0.0107
dDocent_Contig_1663_79    2      896  0.492  0.460  0.354  0.894  0.823  0.732  0.398  0.620   NS  -0.0343
dDocent_Contig_1675_35    2      895  0.507  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0097
dDocent_Contig_1678_94    2      880  0.450  0.444  0.346  0.901  0.827  0.737  0.408  0.630   NS  -0.0065
dDocent_Contig_1692_102    2      874  0.420  0.449  0.348  0.900  0.826  0.735  0.405  0.627   NS   0.0327
dDocent_Contig_1772_93    2      902  0.388  0.376  0.305  0.929  0.847  0.761  0.460  0.677   NS  -0.0163
dDocent_Contig_1777_104    2      905  0.503  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0042
dDocent_Contig_1777_116    2      905  0.503  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0042
dDocent_Contig_1777_143    2      905  0.501  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0018
dDocent_Contig_1852_116    2      903  0.386  0.379  0.307  0.928  0.846  0.760  0.457  0.675   NS  -0.0096
dDocent_Contig_1915_78    2      895  0.472  0.438  0.342  0.904  0.829  0.739  0.412  0.634   NS  -0.0368
dDocent_Contig_1915_141    2      895  0.368  0.342  0.283  0.942  0.858  0.774  0.492  0.702   NS  -0.0369
dDocent_Contig_2048_116    2      872  0.484  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0162
dDocent_Contig_2121_53    2      887  0.515  0.490  0.370  0.880  0.815  0.722  0.381  0.601   NS  -0.0258
dDocent_Contig_2121_79    2      887  0.477  0.476  0.362  0.887  0.819  0.726  0.388  0.609   NS  -0.0014
dDocent_Contig_2155_140    2      900  0.479  0.461  0.355  0.894  0.823  0.731  0.397  0.619   NS  -0.0189
dDocent_Contig_2157_69    2      899  0.445  0.430  0.337  0.908  0.831  0.742  0.418  0.640   NS  -0.0174
dDocent_Contig_2157_117    2      899  0.443  0.410  0.326  0.916  0.837  0.748  0.432  0.653   NS  -0.0381
dDocent_Contig_2157_145    2      899  0.448  0.459  0.354  0.895  0.823  0.732  0.398  0.620   NS   0.0116
dDocent_Contig_2161_51    2      898  0.399  0.377  0.306  0.929  0.847  0.761  0.459  0.677   NS  -0.0284
dDocent_Contig_2168_33    2      906  0.471  0.457  0.352  0.896  0.824  0.733  0.400  0.622   NS  -0.0159
dDocent_Contig_2168_41    2      906  0.471  0.457  0.353  0.895  0.824  0.732  0.399  0.621   NS  -0.0152
dDocent_Contig_2196_68    2      908  0.437  0.435  0.340  0.906  0.830  0.740  0.414  0.636   NS  -0.0033
dDocent_Contig_2196_92    2      908  0.541  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0444
dDocent_Contig_2496_42    2      843  0.382  0.386  0.311  0.926  0.844  0.757  0.452  0.670   NS   0.0049
dDocent_Contig_2586_74    2      873  0.348  0.346  0.286  0.940  0.857  0.773  0.488  0.699   NS  -0.0037
dDocent_Contig_2586_75    2      873  0.328  0.333  0.277  0.945  0.861  0.778  0.501  0.709   NS   0.0077
dDocent_Contig_2682_72    2      875  0.503  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS  -0.0101
dDocent_Contig_2813_46    2      872  0.450  0.439  0.343  0.904  0.829  0.738  0.411  0.633   NS  -0.0116
dDocent_Contig_2832_124    2      854  0.541  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0417
dDocent_Contig_2959_89    2      887  0.433  0.419  0.331  0.912  0.834  0.745  0.425  0.647   NS  -0.0163
dDocent_Contig_3087_76    2      904  0.405  0.397  0.318  0.921  0.841  0.753  0.442  0.662   NS  -0.0096
dDocent_Contig_3129_67    2      892  0.377  0.390  0.314  0.924  0.843  0.756  0.448  0.667   NS   0.0176
dDocent_Contig_3129_119    2      892  0.325  0.328  0.274  0.946  0.863  0.780  0.506  0.713   NS   0.0036
dDocent_Contig_3300_90    2      899  0.491  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS   0.0020
dDocent_Contig_3454_67    2      896  0.470  0.459  0.354  0.895  0.823  0.732  0.398  0.620   NS  -0.0118
dDocent_Contig_3513_45    2      887  0.477  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS   0.0012
dDocent_Contig_3513_144    2      885  0.379  0.395  0.317  0.922  0.842  0.754  0.444  0.664   NS   0.0210
dDocent_Contig_3525_64    2      906  0.500  0.482  0.365  0.884  0.817  0.725  0.385  0.606   NS  -0.0190
dDocent_Contig_3578_40    2      904  0.431  0.422  0.333  0.911  0.834  0.744  0.423  0.645   NS  -0.0115
dDocent_Contig_3578_100    2      904  0.436  0.416  0.330  0.913  0.835  0.746  0.427  0.649   NS  -0.0230
dDocent_Contig_3777_73    2      896  0.492  0.474  0.361  0.888  0.819  0.727  0.389  0.611   NS  -0.0195
dDocent_Contig_3777_131    2      895  0.449  0.433  0.339  0.906  0.831  0.741  0.416  0.638   NS  -0.0190
dDocent_Contig_3855_141    2      900  0.460  0.462  0.355  0.894  0.823  0.731  0.397  0.618   NS   0.0015
dDocent_Contig_4000_21    2      908  0.399  0.413  0.327  0.915  0.836  0.748  0.430  0.651   NS   0.0170
dDocent_Contig_4000_67    2      908  0.475  0.470  0.359  0.890  0.820  0.728  0.392  0.613   NS  -0.0057
dDocent_Contig_4000_96    2      908  0.491  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0086
dDocent_Contig_4139_43    2      876  0.451  0.440  0.343  0.903  0.829  0.738  0.411  0.633   NS  -0.0129
dDocent_Contig_4224_100    2      904  0.385  0.373  0.303  0.931  0.848  0.762  0.463  0.679   NS  -0.0161
dDocent_Contig_4242_47    2      906  0.445  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS   0.0243
dDocent_Contig_4242_104    2      906  0.386  0.370  0.302  0.932  0.849  0.763  0.465  0.681   NS  -0.0216
dDocent_Contig_4381_15    2      862  0.370  0.371  0.302  0.931  0.849  0.763  0.465  0.681   NS   0.0003
dDocent_Contig_4381_27    2      862  0.379  0.375  0.305  0.930  0.848  0.761  0.461  0.678   NS  -0.0058
dDocent_Contig_4381_39    2      861  0.376  0.377  0.306  0.929  0.847  0.760  0.459  0.676   NS   0.0010
dDocent_Contig_4453_28    2      897  0.449  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS   0.0490
dDocent_Contig_4453_92    2      897  0.309  0.342  0.284  0.941  0.858  0.774  0.491  0.702   NS   0.0512
dDocent_Contig_4506_46    2      908  0.479  0.473  0.361  0.888  0.819  0.727  0.390  0.611   NS  -0.0064
dDocent_Contig_4506_135    2      908  0.477  0.474  0.362  0.888  0.819  0.727  0.389  0.610   NS  -0.0030
dDocent_Contig_4543_109    2      895  0.341  0.345  0.286  0.940  0.857  0.773  0.488  0.699   NS   0.0064
dDocent_Contig_4588_106    2      888  0.459  0.475  0.362  0.887  0.819  0.727  0.388  0.610   NS   0.0168
dDocent_Contig_4772_30    2      896  0.386  0.387  0.312  0.925  0.844  0.757  0.451  0.669   NS   0.0011
dDocent_Contig_4772_104    2      896  0.313  0.327  0.273  0.947  0.863  0.781  0.507  0.714   NS   0.0217
dDocent_Contig_4786_15    2      863  0.489  0.493  0.371  0.879  0.814  0.721  0.379  0.598   NS   0.0037
dDocent_Contig_4786_54    2      863  0.527  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0272
dDocent_Contig_4786_78    2      863  0.495  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0042
dDocent_Contig_4858_10    2      858  0.381  0.387  0.312  0.925  0.844  0.757  0.451  0.670   NS   0.0069
dDocent_Contig_4858_27    2      858  0.476  0.472  0.360  0.889  0.820  0.728  0.390  0.612   NS  -0.0040
dDocent_Contig_4871_75    2      889  0.488  0.473  0.361  0.888  0.819  0.727  0.390  0.611   NS  -0.0159
dDocent_Contig_4871_81    2      889  0.349  0.335  0.279  0.944  0.861  0.777  0.499  0.707   NS  -0.0203
dDocent_Contig_4871_106    2      889  0.514  0.491  0.370  0.880  0.815  0.722  0.380  0.600   NS  -0.0237
dDocent_Contig_4894_13    2      895  0.393  0.375  0.305  0.930  0.848  0.761  0.461  0.678   NS  -0.0234
dDocent_Contig_4894_40    2      895  0.461  0.458  0.353  0.895  0.823  0.732  0.399  0.621   NS  -0.0040
dDocent_Contig_4921_106    2      910  0.451  0.441  0.343  0.903  0.828  0.738  0.410  0.632   NS  -0.0113
dDocent_Contig_4921_125    2      910  0.419  0.399  0.319  0.920  0.840  0.752  0.441  0.661   NS  -0.0241
dDocent_Contig_4987_62    2      871  0.382  0.413  0.328  0.915  0.836  0.747  0.430  0.651   NS   0.0382
dDocent_Contig_5045_45    2      893  0.358  0.344  0.285  0.941  0.858  0.773  0.490  0.700   NS  -0.0206
dDocent_Contig_5048_60    2      901  0.451  0.443  0.345  0.902  0.828  0.737  0.409  0.631   NS  -0.0089
dDocent_Contig_5048_93    2      901  0.484  0.493  0.372  0.878  0.814  0.721  0.378  0.598   NS   0.0095
dDocent_Contig_5048_102    2      901  0.481  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0180
dDocent_Contig_5048_114    2      901  0.331  0.329  0.275  0.946  0.863  0.780  0.504  0.712   NS  -0.0027
dDocent_Contig_5412_112    2      845  0.449  0.430  0.338  0.908  0.831  0.741  0.417  0.639   NS  -0.0210
dDocent_Contig_5412_127    2      845  0.413  0.420  0.332  0.912  0.834  0.745  0.425  0.646   NS   0.0084
dDocent_Contig_5463_72    2      867  0.503  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0114
dDocent_Contig_5463_134    2      866  0.505  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0132
dDocent_Contig_5490_61    2      897  0.511  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0157
dDocent_Contig_5490_144    2      897  0.326  0.330  0.276  0.946  0.862  0.779  0.503  0.711   NS   0.0069
dDocent_Contig_5518_121    2      878  0.440  0.457  0.352  0.896  0.824  0.733  0.399  0.621   NS   0.0192
dDocent_Contig_5565_25    2      905  0.354  0.341  0.283  0.942  0.859  0.775  0.493  0.703   NS  -0.0187
dDocent_Contig_5644_86    2      904  0.491  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS   0.0037
dDocent_Contig_5679_32    2      889  0.503  0.475  0.362  0.887  0.819  0.727  0.389  0.610   NS  -0.0288
dDocent_Contig_5679_38    2      889  0.308  0.315  0.265  0.950  0.867  0.786  0.519  0.722   NS   0.0106
dDocent_Contig_5715_80    2      897  0.512  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0121
dDocent_Contig_5930_16    2      856  0.444  0.445  0.346  0.901  0.827  0.736  0.407  0.629   NS   0.0012
dDocent_Contig_5958_97    2      896  0.422  0.401  0.320  0.920  0.840  0.752  0.440  0.660   NS  -0.0262
dDocent_Contig_6012_17    2      904  0.517  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0165
dDocent_Contig_6058_12    2      893  0.505  0.476  0.363  0.887  0.819  0.726  0.388  0.609   NS  -0.0297
dDocent_Contig_6058_120    2      893  0.513  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS  -0.0171
dDocent_Contig_6058_126    2      893  0.506  0.498  0.374  0.876  0.813  0.720  0.376  0.595   NS  -0.0088
dDocent_Contig_6093_68    2      867  0.328  0.321  0.269  0.949  0.865  0.783  0.513  0.718   NS  -0.0104
dDocent_Contig_6097_96    2      903  0.426  0.427  0.336  0.909  0.832  0.743  0.420  0.642   NS   0.0003
dDocent_Contig_6301_21    2      863  0.467  0.468  0.359  0.890  0.821  0.729  0.392  0.614   NS   0.0012
dDocent_Contig_6468_132    2      899  0.316  0.336  0.279  0.944  0.860  0.777  0.497  0.706   NS   0.0307
dDocent_Contig_6510_19    2      903  0.457  0.466  0.357  0.892  0.821  0.730  0.394  0.616   NS   0.0086
dDocent_Contig_6510_42    2      903  0.497  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0026
dDocent_Contig_6510_48    2      903  0.509  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0095
dDocent_Contig_6657_29    2      899  0.457  0.439  0.343  0.904  0.829  0.738  0.411  0.633   NS  -0.0203
dDocent_Contig_6657_46    2      899  0.458  0.439  0.342  0.904  0.829  0.739  0.411  0.634   NS  -0.0219
dDocent_Contig_6657_97    2      899  0.355  0.341  0.282  0.942  0.859  0.775  0.493  0.703   NS  -0.0208
dDocent_Contig_6689_144    2      900  0.531  0.495  0.373  0.877  0.814  0.720  0.377  0.597   NS  -0.0350
dDocent_Contig_6722_49    2      897  0.287  0.324  0.272  0.947  0.864  0.782  0.509  0.715   NS   0.0616
dDocent_Contig_6722_121    2      897  0.475  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0257
dDocent_Contig_6770_27    2      883  0.425  0.408  0.324  0.917  0.838  0.749  0.434  0.655   NS  -0.0208
dDocent_Contig_6831_50    2      894  0.491  0.496  0.373  0.877  0.814  0.720  0.377  0.596   NS   0.0047
dDocent_Contig_6831_97    2      894  0.473  0.485  0.367  0.883  0.816  0.724  0.383  0.603   NS   0.0119
dDocent_Contig_6926_73    2      874  0.438  0.421  0.332  0.912  0.834  0.745  0.424  0.646   NS  -0.0209
dDocent_Contig_6926_75    2      874  0.475  0.468  0.359  0.890  0.821  0.729  0.393  0.614   NS  -0.0072
dDocent_Contig_6926_79    2      874  0.475  0.468  0.359  0.890  0.821  0.729  0.393  0.614   NS  -0.0072
dDocent_Contig_7037_101    2      901  0.478  0.461  0.355  0.894  0.823  0.731  0.397  0.619   NS  -0.0186
dDocent_Contig_7054_118    2      877  0.456  0.478  0.364  0.886  0.818  0.726  0.387  0.608   NS   0.0232
dDocent_Contig_7054_120    2      877  0.481  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS   0.0169
dDocent_Contig_7068_50    2      888  0.525  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0258
dDocent_Contig_7072_24    2      908  0.457  0.460  0.354  0.895  0.823  0.732  0.398  0.620   NS   0.0025
dDocent_Contig_7079_55    2      899  0.493  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0065
dDocent_Contig_7079_56    2      899  0.493  0.499  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0065
dDocent_Contig_7079_107    2      899  0.386  0.398  0.319  0.921  0.841  0.753  0.442  0.661   NS   0.0154
dDocent_Contig_7118_33    2      893  0.488  0.459  0.354  0.895  0.823  0.732  0.398  0.620   NS  -0.0306
dDocent_Contig_7118_74    2      893  0.525  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0259
dDocent_Contig_7118_127    2      893  0.340  0.333  0.277  0.945  0.861  0.778  0.501  0.709   NS  -0.0119
dDocent_Contig_7135_54    2      891  0.341  0.336  0.279  0.944  0.860  0.777  0.498  0.707   NS  -0.0083
dDocent_Contig_7135_68    2      891  0.385  0.368  0.300  0.932  0.850  0.764  0.467  0.683   NS  -0.0227
dDocent_Contig_7182_105    2      897  0.414  0.400  0.320  0.920  0.840  0.752  0.440  0.660   NS  -0.0172
dDocent_Contig_7215_136    2      902  0.387  0.379  0.307  0.928  0.847  0.760  0.458  0.675   NS  -0.0113
dDocent_Contig_7222_23    2      849  0.461  0.450  0.349  0.899  0.826  0.735  0.404  0.626   NS  -0.0114
dDocent_Contig_7222_64    2      849  0.528  0.495  0.372  0.878  0.814  0.720  0.378  0.597   NS  -0.0322
dDocent_Contig_7372_44    2      908  0.333  0.326  0.273  0.947  0.864  0.781  0.508  0.714   NS  -0.0104
dDocent_Contig_7372_64    2      908  0.374  0.367  0.300  0.933  0.850  0.764  0.468  0.683   NS  -0.0098
dDocent_Contig_7408_114    2      872  0.514  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0151
dDocent_Contig_7414_8    2      905  0.422  0.404  0.322  0.918  0.839  0.751  0.437  0.657   NS  -0.0222
dDocent_Contig_7512_113    2      900  0.420  0.400  0.320  0.920  0.840  0.752  0.440  0.660   NS  -0.0241
dDocent_Contig_7551_135    2      894  0.460  0.471  0.360  0.889  0.820  0.728  0.391  0.612   NS   0.0116
dDocent_Contig_7660_102    2      902  0.346  0.351  0.290  0.938  0.855  0.770  0.483  0.695   NS   0.0077
dDocent_Contig_7680_10    2      906  0.363  0.340  0.282  0.942  0.859  0.775  0.494  0.704   NS  -0.0334
dDocent_Contig_7680_22    2      906  0.533  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0327
dDocent_Contig_7680_97    2      906  0.526  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0275
dDocent_Contig_7680_114    2      906  0.529  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0296
dDocent_Contig_7683_102    2      864  0.501  0.480  0.365  0.885  0.818  0.725  0.386  0.606   NS  -0.0216
dDocent_Contig_7683_137    2      863  0.511  0.495  0.373  0.877  0.814  0.720  0.378  0.597   NS  -0.0159
dDocent_Contig_7783_93    2      849  0.417  0.409  0.325  0.917  0.837  0.749  0.433  0.654   NS  -0.0101
dDocent_Contig_7790_25    2      892  0.472  0.471  0.360  0.889  0.820  0.728  0.391  0.612   NS  -0.0011
dDocent_Contig_7790_109    2      892  0.493  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0067
dDocent_Contig_7790_111    2      892  0.334  0.333  0.277  0.945  0.861  0.778  0.501  0.709   NS  -0.0021
dDocent_Contig_7830_136    2      897  0.420  0.419  0.331  0.912  0.835  0.745  0.426  0.647   NS  -0.0021
dDocent_Contig_7855_93    2      898  0.440  0.436  0.341  0.905  0.830  0.740  0.414  0.636   NS  -0.0052
dDocent_Contig_7889_109    2      871  0.431  0.409  0.325  0.916  0.837  0.749  0.433  0.654   NS  -0.0259
dDocent_Contig_7889_137    2      871  0.409  0.398  0.319  0.921  0.841  0.753  0.441  0.661   NS  -0.0130
dDocent_Contig_7922_135    2      908  0.422  0.409  0.325  0.916  0.837  0.749  0.433  0.654   NS  -0.0152
dDocent_Contig_7971_104    2      896  0.367  0.379  0.307  0.928  0.846  0.760  0.458  0.675   NS   0.0157
dDocent_Contig_8010_116    2      904  0.361  0.368  0.300  0.932  0.850  0.764  0.467  0.683   NS   0.0105
dDocent_Contig_8010_133    2      904  0.341  0.360  0.295  0.935  0.852  0.767  0.474  0.688   NS   0.0278
dDocent_Contig_8079_64    2      910  0.349  0.338  0.281  0.943  0.860  0.776  0.495  0.705   NS  -0.0167
dDocent_Contig_8132_94    2      854  0.361  0.344  0.284  0.941  0.858  0.774  0.490  0.701   NS  -0.0246
dDocent_Contig_8223_61    2      901  0.444  0.447  0.347  0.900  0.826  0.736  0.406  0.628   NS   0.0036
dDocent_Contig_8378_16    2      900  0.421  0.401  0.320  0.920  0.840  0.752  0.439  0.659   NS  -0.0248
dDocent_Contig_8378_100    2      900  0.506  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0086
dDocent_Contig_8535_78    2      873  0.329  0.332  0.277  0.945  0.862  0.778  0.501  0.709   NS   0.0050
dDocent_Contig_8535_99    2      873  0.337  0.323  0.271  0.948  0.864  0.782  0.510  0.716   NS  -0.0204
dDocent_Contig_8535_100    2      873  0.337  0.323  0.271  0.948  0.864  0.782  0.510  0.716   NS  -0.0204
dDocent_Contig_8535_101    2      873  0.337  0.323  0.271  0.948  0.864  0.782  0.510  0.716   NS  -0.0204
dDocent_Contig_8543_145    2      868  0.359  0.336  0.279  0.944  0.860  0.777  0.498  0.707   NS  -0.0346
dDocent_Contig_8622_88    2      896  0.453  0.435  0.340  0.906  0.830  0.740  0.414  0.636   NS  -0.0208
dDocent_Contig_8714_76    2      882  0.480  0.468  0.358  0.891  0.821  0.729  0.393  0.614   NS  -0.0128
dDocent_Contig_8714_138    2      882  0.401  0.422  0.333  0.911  0.834  0.744  0.424  0.645   NS   0.0242
dDocent_Contig_8749_75    2      907  0.423  0.417  0.330  0.913  0.835  0.746  0.427  0.649   NS  -0.0084
dDocent_Contig_8787_64    2      896  0.462  0.452  0.350  0.898  0.825  0.734  0.403  0.625   NS  -0.0111
dDocent_Contig_8799_85    2      898  0.393  0.391  0.315  0.924  0.843  0.755  0.447  0.666   NS  -0.0025
dDocent_Contig_8799_131    2      898  0.391  0.407  0.324  0.917  0.838  0.749  0.434  0.655   NS   0.0204
dDocent_Contig_8832_28    2      894  0.400  0.376  0.305  0.929  0.847  0.761  0.460  0.677   NS  -0.0321
dDocent_Contig_8832_116    2      894  0.396  0.380  0.308  0.928  0.846  0.759  0.457  0.674   NS  -0.0206
dDocent_Contig_8906_54    2      895  0.509  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0110
dDocent_Contig_8906_56    2      895  0.509  0.499  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0110
dDocent_Contig_8982_48    2      889  0.318  0.321  0.269  0.948  0.865  0.783  0.513  0.718   NS   0.0041
dDocent_Contig_9046_23    2      904  0.468  0.446  0.347  0.901  0.827  0.736  0.406  0.629   NS  -0.0240
dDocent_Contig_9046_49    2      904  0.485  0.467  0.358  0.891  0.821  0.729  0.393  0.615   NS  -0.0189
dDocent_Contig_9137_103    2      892  0.533  0.493  0.372  0.878  0.814  0.721  0.379  0.598   NS  -0.0385
dDocent_Contig_9152_27    2      877  0.489  0.454  0.351  0.897  0.825  0.734  0.402  0.624   NS  -0.0380
dDocent_Contig_9152_114    2      877  0.381  0.374  0.304  0.930  0.848  0.762  0.462  0.679   NS  -0.0096
dDocent_Contig_9257_18    2      895  0.486  0.471  0.360  0.889  0.820  0.728  0.391  0.613   NS  -0.0164
dDocent_Contig_9257_30    2      895  0.496  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0032
dDocent_Contig_9257_90    2      895  0.440  0.444  0.345  0.902  0.827  0.737  0.408  0.630   NS   0.0036
dDocent_Contig_9257_91    2      895  0.487  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS   0.0123
dDocent_Contig_9273_42    2      882  0.353  0.360  0.295  0.935  0.852  0.767  0.475  0.689   NS   0.0101
dDocent_Contig_9273_49    2      882  0.511  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0118
dDocent_Contig_9411_105    2      896  0.508  0.498  0.374  0.876  0.813  0.719  0.376  0.595   NS  -0.0098
dDocent_Contig_9433_128    2      892  0.504  0.492  0.371  0.879  0.815  0.721  0.379  0.599   NS  -0.0133
dDocent_Contig_9597_139    2      848  0.450  0.433  0.339  0.907  0.831  0.741  0.416  0.638   NS  -0.0206
dDocent_Contig_9854_121    2      898  0.482  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS   0.0064
dDocent_Contig_9912_29    2      863  0.531  0.497  0.373  0.877  0.813  0.720  0.377  0.596   NS  -0.0332
dDocent_Contig_9994_129    2      885  0.456  0.453  0.350  0.897  0.825  0.734  0.402  0.624   NS  -0.0037
dDocent_Contig_10330_121    2      873  0.507  0.491  0.370  0.880  0.815  0.722  0.380  0.599   NS  -0.0166
dDocent_Contig_10460_87    2      847  0.502  0.500  0.375  0.875  0.813  0.719  0.375  0.594   NS  -0.0022
dDocent_Contig_10489_23    2      895  0.523  0.473  0.361  0.888  0.820  0.727  0.390  0.611   NS  -0.0504
dDocent_Contig_10570_42    2      894  0.520  0.489  0.369  0.881  0.815  0.722  0.381  0.601   NS  -0.0316
dDocent_Contig_10570_61    2      894  0.508  0.485  0.367  0.882  0.816  0.723  0.383  0.603   NS  -0.0228
